CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUITAT;POTENCIA_FISCAL;CILINDRADA;PLACES;MARCA;NR_VEHICLES
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;11,59;1587;5;Citroen;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,03;1248;5;Suzuki;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1997;5;Peugeot;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,89;1896;5;Seat;9
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,63;1598;5;Opel;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,63;1596;5;Ford;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2007;1,45;125;2;Honda;2
B-25;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 250 fins a 500 cc;0;2,34;279;2;Honda;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;14,04;2184;5;Nissan;2
B-25;TURISMO;Turismes de menys de 8 CV               ;2015;7,82;998;4;Toyota;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;9,67;1422;5;Seat;2
B-25;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2013;2,35;279;2;Honda;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;12,49;1798;5;Toyota;2
B-25;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2003;13,3;1997;3;Fiat;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,47;1560;5;Citroen;4
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1995;5;B.M.W.;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,47;1560;5;Citroen;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,89;1896;5;Volkswagen;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,19;1968;5;Seat;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2005;1,45;125;2;Honda;5
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,89;1896;5;Seat;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;10,7;1390;5;Seat;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,47;1560;5;Citroen;4
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,64;1598;5;Seat;3
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2009;1,45;125;2;Honda;8
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1997;5;Citroen;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,02;1461;5;Renault;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,19;1968;7;Volkswagen;3
B-25;CICLOMOTOR DOS RUEDAS;Motocicletes fins a 125 cc              ;2011;0,84;50;1;Piaggio;4
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;5;Seat;10
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,47;1560;5;Citroen;4
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;12,89;1896;5;Seat;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;10,69;1389;5;Opel;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,78;1870;5;Renault;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;10;1242;5;Ford;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,63;1598;5;Volkswagen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;13,3;1997;5;Citroen;3
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2013;1,44;124;2;Piaggio;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,59;1587;5;Peugeot;2
B-25;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;2000;12,78;1870;5;Renault;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;13,3;1997;5;Citroen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,31;1997;7;Peugeot;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;13,31;1997;7;Peugeot;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,74;1398;5;Citroen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1995;5;B.M.W.;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,3;1995;5;Opel;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;10,57;1360;5;Peugeot;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,74;1399;5;Ford;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,02;1461;5;Renault;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,63;1598;5;Volkswagen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;12,02;1686;5;Opel;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,7;1390;5;Seat;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2005;1,45;125;2;Cf;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;13,3;1995;5;Opel;2
B-25;TURISMO;Turismes de 16 fins a 19,99 CV          ;1999;18,09;2544;5;Ford;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,47;1560;5;Ford;2
B-25;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;1999;6,46;599;2;Honda;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,63;1598;5;Opel;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,78;1870;5;Renault;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,89;1896;5;Volkswagen;4
B-25;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2011;1,45;125;2;Honda;5
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2009;1,45;124;2;Yamaha;3
B-25;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2010;1,45;125;2;Honda;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,64;1598;5;Renault;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,95;1910;5;Fiat;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,78;1870;5;Renault;2
B-25;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2011;1,45;125;2;Suzuki;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,47;1560;5;Citroen;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;8,78;999;5;Hyundai;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;11,47;1560;5;Ford;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,74;1399;5;Daewoo;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1995;5;Toyota;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,78;1870;7;Renault;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,01;1686;5;Opel;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2013;1,45;125;2;Honda;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,63;1596;5;Ford;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2012;1,45;125;2;Honda;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,19;1968;5;Seat;4
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;10,03;1248;5;Hyundai;4
B-25;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 250 fins a 500 cc;0;4,39;499;2;Yamaha;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,64;1598;5;Seat;4
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;13,19;1968;5;Seat;2
B-25;CICL. 2 RUEDAS;Ciclomotors                             ;2005;0;49;2;Peugeot;4
B-25;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;1;Honda;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,89;1896;5;Seat;5
B-25;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;2015;1,45;125;2;Honda;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,02;1461;5;Dacia;2
B-25;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2010;1,45;124;2;Yamaha;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1997;12,89;1896;5;Seat;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,78;1870;5;Renault;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,29;1995;5;Bmw;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;12,01;1686;5;Opel;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,63;1598;5;Opel;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,74;1399;5;Ford;2
B-25;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1997;6;Citroen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,3;1997;5;Citroen;3
B-25;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2015;2,89;394;2;Yamaha;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,45;1560;5;Peugeot;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,02;1461;5;Renault;4
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,3;1995;7;Opel;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,59;1587;5;Citroen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,78;1870;5;Renault;2
B-25;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;2012;1,45;125;2;Honda;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,19;1499;5;Ford;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,3;1995;5;Nissan;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;5;Volkswagen;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,47;1560;5;Ford;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,47;1560;7;Peugeot;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,63;1596;5;Ford;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,64;1598;5;Seat;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,3;1753;5;Ford;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1998;5;Ford;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,73;1396;5;Hyundai;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,89;1896;5;Seat;10
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,56;1360;5;Citroen;2
B-25;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2007;10,74;1398;2;Citroen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,89;1896;5;Seat;8
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;1997;11,69;1598;5;Opel;2
B-25;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;1;Yamaha;4
B-25;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49,7;2;Yamaha;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1997;5;Ford;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2002;1,75;101;2;Honda;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;8,72;1198;5;Nissan;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1995;12,48;1796;5;Ford;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,31;1997;5;Peugeot;6
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,3;1998;5;Renault;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1995;5;B.M.W.;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,47;1560;5;Ford;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,64;1599;5;Hyundai;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,3;1997;5;Ford;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;13,3;1997;5;Ford;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,31;1997;7;Peugeot;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,64;1598;5;Renault;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,02;1461;5;Dacia;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,18;1496;5;Mazda;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,01;1686;5;Opel;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,78;1870;5;Renault;4
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,28;1749;5;Citroen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;13,3;1997;5;Ford;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,32;1527;5;Citroen;2
B-25;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;1999;0;49;2;Honda;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,19;1968;5;Seat;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,94;1910;5;Opel;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,3;1997;5;Citroen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,89;1896;5;Volkswagen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,42;1781;5;Seat;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,37;1769;5;Nissan;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;12,02;1685;5;Hyundai;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,45;124;2;Daelim;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1989;12;1781;5;Volkswagen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,89;1896;5;A.U.D.I.;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,79;1870;5;Renault;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;11,63;1596;5;Ford;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;13,31;1997;5;Peugeot;2
B-25;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2007;7,38;748;2;Kawasaki;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,45;1560;5;Peugeot;2
B-25;AUTOBUS;Autobusos de menys de 21 places         ;2006;15,09;2463;15;Renault;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;13,19;1968;5;A.U.D.I.;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2007;1,45;125;2;Suzuki;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,59;1587;5;Citroen;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;13,3;1995;5;Nissan;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,98;2172;7;Opel;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1997;5;Citroen;6
B-25;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;0;1,45;125;2;Honda;2
B-25;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 250 fins a 500 cc;2013;2,44;298;2;Kymco;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,62;1595;5;Seat;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;13,3;1997;7;Citroen;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,95;1910;5;Fiat;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,64;1598;5;Nissan;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;8,73;1199;5;Citroen;2
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,02;1461;5;Renault;5
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,94;1910;5;Opel;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;9,54;1149;5;Dacia;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1995;5;Bmw;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,59;1587;5;Citroen;2
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,71;1850;5;Honda;2
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2006;1,45;125;2;Honda;6
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,57;1598;5;Peugeot;4
B-25;MOTOCICLETA;Motocicletes fins a 125 cc              ;2004;1,45;125;2;Honda;3
B-25;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,64;1598;5;Seat;3
B-25;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,89;1896;5;Audi;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;1989;12;1781;5;Volkswagen;3
B-26;CICL. 2 RUEDAS;Ciclomotors                             ;2003;0;49;2;Peugeot;3
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,47;1560;5;Peugeot;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;10,74;1396;5;Kia;2
B-26;MOTOCICLETA;Motocicletes fins a 125 cc              ;2014;1,45;124;2;Kymco;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,89;1896;5;Seat;5
B-26;TURISMO;Turismes de menys de 8 CV               ;1999;7,7;973;5;Opel;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;10,28;1299;4;Ford;4
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,89;1896;5;Volkswagen;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;10,7;1390;5;Seat;3
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,31;1997;5;Peugeot;3
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;13,3;1997;5;Citroen;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,37;1769;5;Nissan;3
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;9,99;1240;5;Nissan;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;9,42;1124;5;Citroen;3
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,6;1368;5;Fiat;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2013;12,02;1685;5;Kia;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,47;1560;5;Citroen;4
B-26;MOTOCICLETA;Motocicletes fins a 125 cc              ;2013;1,45;125;2;Honda;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,02;1461;5;Renault;5
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,02;1461;5;Renault;2
B-26;MOTOCICLETA;Motocicletes fins a 125 cc              ;2005;1,44;124;2;Yamaha;4
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;5;Volkswagen;3
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,3;1998;5;Renault;3
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,89;1896;5;Skoda;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1997;7;Citroen;3
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,19;1968;5;Seat;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,59;1587;5;Citroen;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,95;1910;5;Saab;3
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,64;1598;5;Seat;6
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,64;1598;4;Bmw;2
B-26;CAMION;Camions de menys de 1.000 kg de càrrega ;2004;17,37;2685;3;Mercedes-Benz;2
B-26;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2003;2,78;234;2;Honda;3
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,02;1461;5;Dacia;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1997;5;Peugeot;8
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,19;1968;5;Volkswagen;4
B-26;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2011;1,45;125;2;Suzuki;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,31;1997;5;Peugeot;6
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10;1242;5;Fiat;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;10,72;1395;5;Seat;3
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,64;1598;5;Renault;2
B-26;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;1998;14,41;2283;0;Nissan;2
B-26;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49;2;Honda;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2014;13,31;1998;5;Toyota;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;10,7;1390;5;Seat;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;10,69;1389;5;Opel;3
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,59;1587;5;Citroen;4
B-26;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2005;12,78;1868;5;Citroen;2
B-26;VEHIC. MIXTO;Turismes de 8 fins a 11,99 CV           ;2004;10,02;1248;5;Opel;3
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10;1242;5;Fiat;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,7;1390;5;Volkswagen;3
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,19;1968;5;Audi;3
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,47;1560;5;Ford;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,64;1598;5;Renault;3
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,29;1995;5;Opel;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,3;1997;5;Citroen;3
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;14,12;2204;5;Honda;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,7;1390;5;Volkswagen;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,49;1798;7;Mazda;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2014;13,19;1968;5;Audi;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,02;1461;5;Renault;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;7;Seat;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,31;1997;5;Peugeot;3
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,3;1997;5;Citroen;3
B-26;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2006;6,46;599;2;Suzuki;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,47;1560;5;Ford;5
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;8,72;1198;5;Nissan;3
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,63;1598;5;Opel;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,19;1968;5;Seat;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,57;1598;5;Peugeot;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1995;5;Toyota;5
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,3;1995;7;Opel;3
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,7;1390;5;Seat;3
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,95;1910;5;Fiat;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;15,18;2231;5;Toyota;3
B-26;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2011;1,45;125;2;Honda;6
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,28;1991;5;Hyundai;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,47;1560;5;Citroen;5
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,3;1753;5;Ford;2
B-26;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;2002;13,11;1951;5;Land;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1997;5;Peugeot;3
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,74;1398;5;Citroen;6
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;13,3;1997;5;Citroen;9
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,89;1896;5;Seat;14
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,64;1598;5;Renault;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,64;1598;5;Opel;2
B-26;CICL. 2 RUEDAS;Ciclomotors                             ;2005;0;49;2;Yamaha;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,64;1598;5;Daewoo;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,89;1896;5;Audi;3
B-26;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;1998;12,93;1905;0;Citroen;2
B-26;TURISMO;Turismes de 16 fins a 19,99 CV          ;2007;16,73;2521;7;Ford;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;10,7;1390;5;Renault;2
B-26;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;12,02;1685;5;Hyundai;2
B-26;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;11,64;1598;5;Nissan;4
