DIVISIO_TERRITORIAL;TIPUS_VEHICLE;DESCRIP_TARIFA;POTENCIA;CILINDRADA;PLACES;DECODE(TIPUS_VEHICLE,'CAMION',CARREGA,'REMOLQUE',CARREGA,NULL);MARCA;NR_VEHICLES
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;600;2;;Honda;3
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;600;2;;Yamaha;2
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;7;649;2;;Honda;3
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;7;748;2;;Kawasaki;2
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;8;806;2;;Kawasaki;2
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;9;998;2;;Honda;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;108;2;;Honda;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;108;2;;Honda;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;113;2;;Suzuki;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Aprilia;4
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Piaggio;4
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Suzuki;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Yamaha;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;5
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;23
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Daelim;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;6
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;8
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Sym;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Sym;4
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Yamaha;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Yamaha;12
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Sym;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Yamaha;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;5
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;9
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;10
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;24
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;58
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;3
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;9
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;15
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Lml;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Macbor;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Suzuki;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Suzuki;8
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Suzuki;9
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Suzuki;16
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Sym;6
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Yamaha;5
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2;101;2;;Honda;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2;124;2;;Hyosung;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;2;125;2;;Honda;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Daelim;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Piaggio;2
B-09;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Piaggio;3
B-09;MOTOCICLETA;Ciclomotors                             ;1;49;2;;Peugeot;2
B-09;MOTOCICLETA;Ciclomotors                             ;1;49;2;;Kymco;2
B-09;MOTOCICLETA;Motocicletes de més de 1.000 cc         ;8;1.449;2;;Harley;2
B-09;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;153;2;;Honda;3
B-09;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;153;2;;Honda;5
B-09;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;200;2;;Suzuki;3
B-09;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;249;2;;Honda;4
B-09;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;249;2;;Suzuki;2
B-09;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;249;2;;Suzuki;3
B-09;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;250;2;;Honda;3
B-09;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;249;2;;Yamaha;9
B-09;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;3;234;2;;Honda;4
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2;276;2;;Kymco;3
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2;278;2;;Sym;2
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2;279;2;;Honda;2
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2;292;2;;Yamaha;3
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2;298;2;;Kymco;2
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;3;321;2;;Kymco;2
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;3;385;2;;Suzuki;3
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;3;395;2;;Yamaha;2
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;3;498;2;;Kymco;2
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;471;2;;Honda;2
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;487;2;;Suzuki;3
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;499;2;;Honda;2
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;499;2;;Honda;3
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;499;2;;Yamaha;2
B-09;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;499;2;;Yamaha;4
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;4;652;2;;B.M.W.;3
B-09;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;582;2;;Honda;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Honda;6
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Yamaha;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;Piaggio;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 500 fins a 1000cc;8;806;2;;Kawasaki;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 500 fins a 1000cc;6;903;2;;Kawasaki;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 500 fins a 1000cc;5;530;2;;Yamaha;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 250 fins a 500 cc;2;279;2;;Honda;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Yamaha;3
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 250 fins a 500 cc;2;279;2;;Honda;5
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 250 fins a 500 cc;2;279;2;;Honda;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 125 fins a 250 cc;2;174;2;;Montesa;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Sym;4
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;5
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Honda;5
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Honda;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Yamaha;3
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;Yamaha;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;S.Y.M;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;4
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;3
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;2
B-09;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;Piaggio;3
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;125;2;;Honda;13
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;125;2;;Suzuki;9
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;74;2;;Honda;7
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2;89;2;;Honda;3
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2;101;2;;Honda;4
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2;121;2;;Vespa;3
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;125;2;;Honda;7
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;125;2;;Honda;6
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;124;2;;Yamaha;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;124;2;;S.Y.M;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;124;2;;Daelim;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;124;2;;Piaggio;3
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;7;748;2;;Honda;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;7;738;2;;Kawasaki;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;598;2;;Yamaha;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;883;1;;Harley;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;5;600;2;;Yamaha;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 250 fins a 500 cc;4;499;2;;Yamaha;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 250 fins a 500 cc;4;486;2;;Suzuki;3
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 250 fins a 500 cc;2;279;2;;Honda;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;3;197;2;;Vespa;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;3;234;2;;Honda;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2;125;2;;Honda;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;2;249;2;;Yamaha;3
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;2;239;2;;Yamaha;5
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;2;239;2;;Yamaha;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;2;200;2;;Suzuki;2
B-09;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;3;197;2;;Vespa;2
B-09;SEMIRREMOLQUE;Remolcs i semirremolcs > 2.999 kg       ;0;0;0;;Schmitz;2
B-09;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;13;1.991;5;;Hyundai;4
B-09;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;A.U.D.I.;3
B-09;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Audi;2
B-09;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Suzuki;2
B-09;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;15;2.488;7;;Nissan;2
B-09;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;16;2.664;5;;Nissan;2
B-09;TODO TERRENO;Turismes de 8 fins a 11,99 CV           ;11;1.395;5;;Volkswagen;2
B-09;TODO TERRENO;Turismes de 16 fins a 19,99 CV          ;17;2.982;8;;Toyota;2
B-09;TODO TERRENO;Turismes de 16 fins a 19,99 CV          ;20;2.967;5;;Volkswagen;2
B-09;TODO TERRENO;Turismes de 16 fins a 19,99 CV          ;20;2.987;5;;Mercedes;3
B-09;TODO TERRENO;Turismes de 20 CV en endavant           ;24;3.954;7;;Nissan;2
B-09;TODO TERRENO;Turismes de 20 CV en endavant           ;29;4.511;5;;Porsche;2
B-09;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;16;2.685;5;;Jeep;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Volkswagen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Volkswagen;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Volkswagen;28
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;7;;Seat;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;7;;Nissan;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;7;;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Citroen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Citroen;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.781;5;;Volkswagen;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.686;5;;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.686;5;;Opel;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.686;5;;Opel;16
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.685;5;;Hyundai;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.685;5;;Hyundai;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.685;5;;Kia;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.685;5;;Kia;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.685;7;;Kia;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.686;5;;Chevrolet;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.686;5;;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.686;5;;Opel;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.686;5;;Opel;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.686;7;;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.749;5;;Citroen;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.749;5;;Citroen;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.753;5;;Ford;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.753;5;;Ford;19
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.753;7;;Ford;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.769;5;;Nissan;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.781;5;;A.U.D.I.;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.781;5;;Audi;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.781;5;;Audi;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.783;5;;Renault;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.796;7;;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.794;7;;Toyota;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.796;4;;Mercedes;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.796;5;;Mercedes;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.796;5;;Mercedes-Benz;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.798;5;;Mazda;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.798;5;;Toyota;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.798;5;;Toyota;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.798;5;;Toyota;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.798;5;;Toyota;11
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.798;7;;Toyota;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.799;5;;Honda;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.868;5;;Peugeot;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.870;5;;Renault;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.870;5;;Renault;24
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.870;7;;Renault;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.870;7;;Renault;10
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.870;4;;Suzuki;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;A.U.D.I.;8
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Audi;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Audi;7
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Seat;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Seat;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Seat;73
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Skoda;5
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;956;5;;Renault;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;957;5;;Ford;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.198;5;;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.198;5;;Seat;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Seat;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Volkswagen;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.910;5;;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.910;7;;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.910;7;;Opel;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.910;5;;Alfa;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.910;5;;Fiat;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.910;5;;Saab;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.910;5;;Suzuki;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.984;5;;Volkswagen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Bmw;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.951;5;;Bmw;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.956;5;;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;A.U.D.I.;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;A.U.D.I.;10
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Audi;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Audi;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Audi;10
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Audi;13
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Seat;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Seat;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Seat;8
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Seat;10
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Seat;16
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Skoda;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Volkswagen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Volkswagen;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Volkswagen;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Volkswagen;20
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;7;;Seat;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;7;;Seat;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.969;5;;Volvo;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.975;5;;Hyundai;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.984;4;;Volkswagen;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.984;5;;Audi;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.984;5;;Seat;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.991;5;;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.991;5;;Chevrolet;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.991;5;;Hyundai;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.991;5;;Kia;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.991;7;;Chevrolet;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.992;5;;Mercedes;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;4;;Bmw;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Bmw;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Bmw;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Bmw;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Mini;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Opel;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Renault;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;7;;Opel;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;7;;Opel;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;B.M.W.;13
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Bmw;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Bmw;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Bmw;7
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Hyundai;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Kia;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Nissan;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Opel;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;7;;Nissan;2
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.240;5;;Nissan;7
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;4;;Fiat;3
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;4;;Ford;10
B-09;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;5;;Fiat;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Citroen;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Citroen;6
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Citroen;31
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Ford;2
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Ford;3
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Ford;4
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Ford;12
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Nissan;5
B-09;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Peugeot;2
