DIVISIO_TERRITORIAL;TIPUS_VEHICLE;DESCRIP_TARIFA;POTENCIA;CILINDRADA;PLACES;DECODE(TIPUS_VEHICLE,'CAMION',CARREGA,'REMOLQUE',CARREGA,NULL);MARCA;NR_VEHICLES
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;11;1.461;2;;Renault;3
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;11;1.399;2;;Citroen;3
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;10;1.248;2;;Fiat;3
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;10;1.248;2;;Citroen;3
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;8;852;2;;Renault;2
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;8;999;2;;Seat;3
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;13;1.995;3;;Ford;3
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;13;1.995;3;;Renault;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;14;2.148;3;;Mercedes-Benz;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;14;2.198;3;;Ford;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;14;2.287;3;;Iveco;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;14;2.287;3;;Fiat;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;14;2.299;3;;Renault;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;15;2.402;3;;Ford;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;15;2.402;3;;Ford;3
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;15;2.464;3;;Renault;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;16;2.800;3;;Iveco;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;16;2.800;3;;Peugeot;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;16;2.461;3;;Volkswagen;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;17;2.685;3;;Mercedes-Benz;2
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;5;602;2;;Citroen;4
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;11;1.360;0;;Citroen;2
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;10;1.248;5;;Fiat;2
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;9;1.108;0;;Renault;5
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;5;602;0;;Citroen;2
DESCONEGUT;FURGONETA MIXTA;Camions de 1.000 a 2.999 kg de càrrega  ;14;2.286;0;;Land;3
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;13;1.905;0;;Citroen;5
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;12;1.760;0;;Jeep-Viasa;2
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;12;1.595;0;;Renault;2
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;12;1.590;0;;Suzuki;2
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;11;1.397;0;;Renault;3
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;12;1.769;0;;Citroen;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Piaggio;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Piaggio;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Piaggio;4
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Piaggio;5
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Piaggio;10
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Suzuki;5
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Yamaha;5
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Wottan;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;7
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;19
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Ktm;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Yamaha;4
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Daelim;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;4
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;8
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;14
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;S.Y.M;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Sym;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Sym;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Sym;4
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Yamaha;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Yamaha;22
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Sym;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;7
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;9
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;21
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;64
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2;124;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2;125;2;;Honda;4
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2;125;2;;Hyosung;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2;123;2;;Piaggio;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2;125;2;;Lml;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;250;1;;K.T.M.;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;249;2;;Yamaha;8
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;250;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;3;198;2;;Piaggio;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;3;234;2;;Honda;5
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;3;249;2;;Hyosung;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;3;249;1;;Ktm;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;3;250;1;;Montesa;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2;276;2;;Kymco;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2;279;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2;279;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2;298;2;;Kymco;4
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;3;385;2;;Suzuki;4
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;3;395;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;3;400;2;;Kymco;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;3;400;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;399;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;471;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;471;2;;Honda;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;487;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;487;2;;Suzuki;4
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;499;2;;Honda;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;4;499;2;;Yamaha;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;4;652;2;;Bmw;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;4;660;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;4;660;2;;Yamaha;5
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;530;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;618;2;;Ducati;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;638;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;645;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;647;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;600;2;;Yamaha;4
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;600;2;;Yamaha;6
DESCONEGUT;MOTOCICLETA;Ciclomotors                             ;0;49;2;;Piaggio;2
DESCONEGUT;MOTOCICLETA;Ciclomotors                             ;0;49;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA;Ciclomotors                             ;1;49;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 1.000 cc         ;7;1.130;2;;B.M.W.;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 1.000 cc         ;7;1.202;2;;Harley;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;152;2;;Suzuki;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;153;2;;Honda;8
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;153;2;;Honda;14
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;153;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;198;2;;Aprilia;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;200;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;244;2;;Piaggio;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;249;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;249;2;;Honda;5
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;249;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;249;2;;Suzuki;5
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;647;2;;Hyosung;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;649;2;;Kawasaki;5
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;689;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;5;696;2;;Ducati;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;798;2;;Bmw;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;839;2;;Gilera;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;865;2;;Triumph;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;675;2;;Triumph;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;883;2;;Harley;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;900;2;;Triumph;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;599;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;599;2;;Honda;5
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;599;2;;Kawasaki;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;599;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;599;2;;Suzuki;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;600;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;6;600;2;;Yamaha;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;7;998;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;7;636;2;;Kawasaki;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;7;748;2;;Kawasaki;5
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;8;806;2;;Kawasaki;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;8;999;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;9;988;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;9;998;2;;Honda;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;102;2;;Honda;10
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;108;2;;Honda;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;108;2;;Honda;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;113;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Aprilia;13
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Daelim;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Daelim;5
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;102
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;4
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;17
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Peugeot;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;S.Y.M;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Suzuki;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Suzuki;4
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Suzuki;14
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Sym;4
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Sym;5
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Yamaha;5
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Yamaha;10
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2;101;2;;Honda;4
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2;101;2;;Honda;14
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Honda;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;S.Y.M;3
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Honda;4
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Honda;5
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;7
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Macbor;4
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Peugeot;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Ride;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;S.Y.M;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Suzuki;4
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Suzuki;5
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Sym;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;2;124;2;;Yamaha;3
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 1.000 cc         ;7;1.170;2;;Bmw;4
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 250 fins a 500 cc;2;279;2;;Honda;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 250 fins a 500 cc;2;279;2;;Honda;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 250 fins a 500 cc;2;298;2;;Kawasaki;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 250 fins a 500 cc;2;298;2;;Kymco;3
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 250 fins a 500 cc;3;394;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 500 fins a 1000cc;5;530;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 500 fins a 1000cc;5;645;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 500 fins a 1000cc;5;649;2;;Kawasaki;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 500 fins a 1000cc;5;649;2;;Kawasaki;3
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 500 fins a 1000cc;5;689;2;;Yamaha;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 500 fins a 1000cc;8;806;2;;Kawasaki;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;108;2;;Honda;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Kawasaki;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;Piaggio;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;Suzuki;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Honda;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Honda;7
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;4
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Yamaha;3
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;Keeway;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;3
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;5
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;124;2;;S.Y.M;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Honda;3
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;4;644;2;;Honda;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;4;652;2;;B.M.W.;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;4;652;2;;Bmw;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;4;583;2;;Honda;3
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;5;535;2;;Yamaha;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;5;583;2;;Honda;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;5;645;2;;Suzuki;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;5;645;2;;Suzuki;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;5;647;2;;Honda;3
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;5;680;2;;Honda;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;742;2;;Honda;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;798;2;;Bmw;3
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;599;2;;Honda;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;848;2;;Bmw;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;883;2;;Harley;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;599;2;;Suzuki;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;598;2;;Yamaha;3
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;598;2;;Yamaha;4
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;599;2;;Honda;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;599;2;;Honda;4
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;6;599;2;;Kawasaki;4
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;7;740;2;;B.M.W.;3
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;7;980;2;;B.M.W.;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;7;747;2;;Honda;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;7;748;2;;Honda;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;72;2;;Yamaha;5
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;74;2;;Derbi;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;74;2;;Vespa;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;75;2;;Vespa;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;121;2;;Vespa;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;121;2;;Vespa;7
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 1.000 cc         ;7;1.085;2;;Bmw;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;2;153;2;;Honda;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;2;200;2;;Suzuki;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;2;145;2;;Vespa;6
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;74;2;;Honda;4
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;74;2;;Honda;5
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;74;2;;Honda;22
