web_date,name,download_date
2023,2023_ELEC_MUNICIPALS_BARRIS.xls,19/07/2023
2023,2023_ELEC_MUNICIPALS_MESES.xls,19/07/2023
2019,2019_ELEC_MUNICIPALS_BARRIS.xls,19/07/2023
2019,2019_ELEC_MUNICIPALS_MESES.xls,19/07/2023
2015,2015_ELEC_MUNICIPALS_MESES.xls,19/07/2023
2015,2015_ELEC_MUNICIPALS_BARRIS.xls,19/07/2023
2011,2011_ELEC_MUNICIPALS_MESES.xls,19/07/2023
2011,2011_ELEC_MUNICIPALS_BARRIS.xls,19/07/2023
