web_date,name,download_date
2019,2019_ELEC_EUROPEES_BARRIS.xls,20/07/2023
2019,2019_ELEC_EUROPEES_MESES.xls,20/07/2023
2014,2014_ELEC_EUROPEES_MESES.xls,20/07/2023
2014,2014_ELEC_EUROPEES_BARRIS.xls,20/07/2023
