CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1; ;Centre;05;2014;117-1;No utilitzar , el conductor/a, el cinturó de seguretat;1
B-1; ;Centre;05;2014;143-1;No obeir les ordres de l agent de circulació;1
B-1; ;Centre;05;2014;145-;No trobo la descripció de la infracció;1
B-1; ;Centre;05;2014;146-;No respectar semàfors circulars per a vehicles;6
B-1; ;Centre;05;2014;152-;No respectar senyals de prohibició d entrada;1
B-1; ;Centre;05;2014;154-;No respectar altres senyals de prohibició o restricció;6
B-1; ;Centre;05;2014;154-1;No obeir el senyal d estacionament prohibit;1
B-1; ;Centre;05;2014;154-4;No obeir el senyal d aturada prohibida;6
B-1; ;Centre;05;2014;155-;No respectar senyals d obligació;2
B-1; ;Centre;05;2014;167-1;No respectar la línia longitudinal contínua;1
B-1; ;Centre;05;2014;18-1;Conduir sense matenir la pròpia llibertat de moviments;1
B-1; ;Centre;05;2014;18-2;Conduir sense mantenir el camp necessari de visió;9
B-1; ;Centre;05;2014;3-1;Conduïr de forma negligent;1
B-1; ;Centre;05;2014;39-3;Travessar el nucli urbà, sense permís municipal, un vehicle o conjunt de vehicles destinats al transport especial, que per les seves característiques afecti la circulació;1
B-1; ;Centre;05;2014;78-1;Canviar el sentit de la marxa en un lloc inadequat;1
B-1; ;Centre;05;2014;80-2;Circular marxa enrera durant un recorregut superior a quinze metres;2
B-1; ;Centre;05;2014;9-;Transportar un nombre de persones superior al de places autoritzades;3
B-1; ;Centre;05;2014;91-12;Estacionar en una zona de càrrega i descàrrega obstaculitzant els vehicles autoritzats per a fer-ho;2
B-1; ;Centre;05;2014;91-14;Estacionar damunt la vorera obstaculitzant el pas de vianants;2
B-1; ;Centre;05;2014;91-16;Estacionar en un pas de vianants i impedir-ne el pas;1
B-1; ;Centre;05;2014;91-18;Estacionar en un carril obstaculitzant la circulació;8
B-1; ;Centre;05;2014;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;8
B-1; ;Centre;05;2014;94-12;Estacionar en un carril reservat a la circulació i afectar-la;20
B-1; ;Centre;05;2014;94-13;Estacionar en una part de la via reservada al servei de determinats usuaris/es;11
B-1; ;Centre;05;2014;94-14;Estacionar a prop d una intersecció i dificultar el gir;2
B-1; ;Centre;05;2014;94-16;Estacionar en doble fila;1
B-1; ;Centre;05;2014;94-17;Estacionar damunt la vorera;10
B-1; ;Centre;05;2014;94-18;Estacionar en un gual;4
B-1; ;Centre;05;2014;94-19;Estacionar en una zona de càrrega i descàrrega;27
B-1; ;Centre;05;2014;94-2;No trobo la descripció de la infracció;2
B-1; ;Centre;05;2014;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;1
B-1; ;Centre;05;2014;94-20;Estacionar en una zona senyalitzada per a l ús exclusiu de minusvàlids;4
B-1; ;Centre;05;2014;94-21;Estacionar en una zona per a vianants;29
B-1; ;Centre;05;2014;94-31;Estacionar sense tiquet de control d horari;169
B-1; ;Centre;05;2014;94-32;Estacionar i sobrepassar el temps del tiquet de control d horari;92
B-1; ;Centre;05;2014;94-33;Estacionar i sobrepassar el temps màxim autoritzat;1
B-1; ;Centre;05;2014;94-34;Estacionar amb el tiquet de control d horari sense que es vegi;3
B-10; ;Bonavista;05;2014;94-5;Aturar-se i impedir la visibilitat de senyalització;1
B-11; ;Manresà;05;2014;117-1;No utilitzar , el conductor/a, el cinturó de seguretat;2
B-11; ;Manresà;05;2014;118-1;No utilitzar, el conductor/a casc de protecció;1
B-11; ;Manresà;05;2014;152-;No respectar senyals de prohibició d entrada;1
B-11; ;Manresà;05;2014;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;3
B-11; ;Manresà;05;2014;94-14;Estacionar a prop d una intersecció i dificultar el gir;1
B-11; ;Manresà;05;2014;94-20;Estacionar en una zona senyalitzada per a l ús exclusiu de minusvàlids;1
B-11; ;Manresà;05;2014;94-31;Estacionar sense tiquet de control d horari;2
B-12; ;Canyadó;05;2014;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;1
B-12; ;Canyadó;05;2014;91-11;Estacionar en un gual obstaculitzant totalment la sortida de vehicles;1
B-12; ;Canyadó;05;2014;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;1
B-13; ;Casagemes;05;2014;117-1;No utilitzar , el conductor/a, el cinturó de seguretat;1
B-13; ;Casagemes;05;2014;117-4;Circular amb un menor de 12 anys en el seient davanter del vehicle sense utilitzar un dispositiu homologat a l efecte;1
B-13; ;Casagemes;05;2014;129-2;No trobo la descripció de la infracció;1
B-13; ;Casagemes;05;2014;143-1;No obeir les ordres de l agent de circulació;1
B-13; ;Casagemes;05;2014;146-;No respectar semàfors circulars per a vehicles;1
B-13; ;Casagemes;05;2014;91-11;Estacionar en un gual obstaculitzant totalment la sortida de vehicles;1
B-13; ;Casagemes;05;2014;91-14;Estacionar damunt la vorera obstaculitzant el pas de vianants;2
B-13; ;Casagemes;05;2014;91-2;No trobo la descripció de la infracció;4
B-13; ;Casagemes;05;2014;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;2
B-13; ;Casagemes;05;2014;94-12;Estacionar en un carril reservat a la circulació i afectar-la;1
B-13; ;Casagemes;05;2014;94-13;Estacionar en una part de la via reservada al servei de determinats usuaris/es;1
B-13; ;Casagemes;05;2014;94-17;Estacionar damunt la vorera;2
B-13; ;Casagemes;05;2014;94-2;Estacionar sobre la vorera;1
B-15; ;Pomar;05;2014;159-;No respectar senyals d indicacions generals;1
