CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1;;CENTRE;09;2017;154-;Sense descripció de la infracció;4
B-1;;CENTRE;09;2017;94-;Estacionar i sobrepassar el temps del tiquet de control d'horari;30
B-1;;CENTRE;09;2017;94-C;Sense descripció de la infracció;1
B-1;;CENTRE;09;2017;94-;Estacionar i sobrepassar el temps màxim autoritzat;4
B-1;;CENTRE;09;2017;167-;Sense descripció de la infracció;1
B-1;;CENTRE;09;2017;3-;Conduïr de forma negligent;1
B-1;;CENTRE;09;2017;94-A;Sense descripció de la infracció;1
B-1;;CENTRE;09;2017;94-;Estacionar amb el tiquet de control d'horari sense que es vegi;3
B-1;;CENTRE;09;2017;91-;Estacionar en una sortida d'emergència;2
B-1;;CENTRE;09;2017;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;1
B-1;;CENTRE;09;2017;94-;Estacionar damunt la vorera;1
B-1;;CENTRE;09;2017;94-;Estacionar sense tiquet de control d'horari;74
B-1;;CENTRE;09;2017;91-C;Sense descripció de la infracció;1
B-1;;CENTRE;09;2017;94-G;Sense descripció de la infracció;1
B-1;;CENTRE;09;2017;121-;Circular per carrer residencial amb monopatí o aparell similar a una velocitat inadequada;1
B-1;;CENTRE;09;2017;16-C;Sense descripció de la infracció;1
B-11;;MANRESÀ;09;2017;20-;Conduir un vehicle amb una concentració d'alcohol en l'aire espirat entre 0,25 i 0,50 mgs;1
B-11;;MANRESÀ;09;2017;9-;Sense descripció de la infracció;1
B-11;;MANRESÀ;09;2017;94-;Estacionar sense tiquet de control d'horari;5
B-12;;CANYADÓ;09;2017;94-F;Sense descripció de la infracció;1
B-12;;CANYADÓ;09;2017;50-;No respectar un vehicle el límit de velocitat establert, excés de velocitat superior a 10 km/h i fins 20 km/h;4
B-13;;CASAGEMES;09;2017;20-;Conduir un vehicle amb una concentració d'alcohol en l'aire espirat entre 0,25 i 0,50 mgs;1
B-13;;CASAGEMES;09;2017;78-;Canviar el sentit de la marxa en un lloc inadequat;1
B-13;;CASAGEMES;09;2017;94-;Estacionar sense tiquet de control d'horari;1
B-13;;CASAGEMES;09;2017;3-;Conduïr de forma negligent;1
B-13;;CASAGEMES;09;2017;167-;Sense descripció de la infracció;1
B-13;;CASAGEMES;09;2017;154-;Sense descripció de la infracció;13
B-13;;CASAGEMES;09;2017;94-F;Sense descripció de la infracció;1
B-16;;MORERA;09;2017;94-;Estacionar i sobrepassar el temps del tiquet de control d'horari;1
B-16;;MORERA;09;2017;94-;Estacionar sense tiquet de control d'horari;1
B-16;;MORERA;09;2017;20-;Conduir un vehicle amb una concentració d'alcohol en l'aire espirat entre 0,25 i 0,50 mgs;1
B-18;;POMAR DE DALT;09;2017;50-;No respectar un vehicle el límit de velocitat establert, excés de velocitat superior a 10 km/h i fins 20 km/h;3
B-19;;SANT CRIST DE CAN CABANYES;09;2017;91-;Estacionar en una sortida d'emergència;1
B-19;;SANT CRIST DE CAN CABANYES;09;2017;94-F;Sense descripció de la infracció;1
B-19;;SANT CRIST DE CAN CABANYES;09;2017;94-A;Sense descripció de la infracció;1
B-2;;COLL I PUJOL;09;2017;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;1
B-2;;COLL I PUJOL;09;2017;91-;Estacionar en una sortida d'emergència;1
B-20;;NOVA LLOREDA;09;2017;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;1
B-20;;NOVA LLOREDA;09;2017;94-F;Sense descripció de la infracció;1
B-21;;SISTRELLS;09;2017;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;1
B-21;;SISTRELLS;09;2017;21-;No sotmetre's a les proves de detecció d'alcohol a la sang;1
B-21;;SISTRELLS;09;2017;94-F;Sense descripció de la infracció;1
B-21;;SISTRELLS;09;2017;94-E;Estacionar sobre la vorera;1
B-22;;LA SALUT;09;2017;29-;Circular per l'esquerra de la calçada, en via de doble sentit de circulació, en un tram amb visibilitat;1
B-22;;LA SALUT;09;2017;117-;No utilitzar , el conductor/a, el cinturó de seguretat;2
B-22;;LA SALUT;09;2017;18-;Conduir sense mantenir el camp necessari de visió;1
B-22;;LA SALUT;09;2017;94-F;Sense descripció de la infracció;1
B-22;;LA SALUT;09;2017;167-;Sense descripció de la infracció;1
B-22;;LA SALUT;09;2017;94-A;Sense descripció de la infracció;1
B-22;;LA SALUT;09;2017;91-M;Sense descripció de la infracció;2
B-22;;LA SALUT;09;2017;94-E;Estacionar sobre la vorera;3
B-22;;LA SALUT;09;2017;94-C;Sense descripció de la infracció;1
B-22;;LA SALUT;09;2017;92-;Absentar-se del vehicle sense prendre mesures per evitar que es posi en moviment;1
B-22;;LA SALUT;09;2017;91-C;Sense descripció de la infracció;3
B-22;;LA SALUT;09;2017;50-;No respectar un vehicle el límit de velocitat establert, excés de velocitat superior a 10 km/h i fins 20 km/h;4
B-23;;LLOREDA;09;2017;94-A;Sense descripció de la infracció;1
B-24;;LA PAU;09;2017;91-M;Sense descripció de la infracció;1
B-24;;LA PAU;09;2017;94-E;Estacionar sobre la vorera;5
B-24;;LA PAU;09;2017;94-A;Sense descripció de la infracció;1
B-25;;PUIGFRED;09;2017;94-A;Sense descripció de la infracció;1
B-25;;PUIGFRED;09;2017;94-F;Sense descripció de la infracció;1
B-26;;MONTIGALÀ;09;2017;50-;No respectar un vehicle el límit de velocitat establert, excés de velocitat superior a 10 km/h i fins 20 km/h;1
B-27;;SANT JOAN DE LLEFIÀ;09;2017;91-M;Sense descripció de la infracció;1
