CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1; ;Centre;09;2015;117-1;No utilitzar , el conductor/a, el cinturó de seguretat;1
B-1; ;Centre;09;2015;118-1;No utilitzar, el conductor/a casc de protecció;1
B-1; ;Centre;09;2015;121-6;Circular amb un vehicle per una zona de vianants;1
B-1; ;Centre;09;2015;142-5;Utilitzar la zona de reserva de càrrega i descàrrega per a altres utilitats que aquella per la qual es va concedir;1
B-1; ;Centre;09;2015;143-1;No obeir les ordres de l agent de circulació;2
B-1; ;Centre;09;2015;146-;No respectar semàfors circulars per a vehicles;4
B-1; ;Centre;09;2015;146-G;No respectar semàfors circulars per a vehicles;1
B-1; ;Centre;09;2015;146-3;No detenir-se, podent-ho fer sense perill, davant la llum groga no intermitent d un semàfor;1
B-1; ;Centre;09;2015;154-;No respectar altres senyals de prohibició o restricció;9
B-1; ;Centre;09;2015;154-4;No obeir el senyal d aturada prohibida;1
B-1; ;Centre;09;2015;18-2;Conduir sense mantenir el camp necessari de visió;3
B-1; ;Centre;09;2015;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;4
B-1; ;Centre;09;2015;3-1;Conduïr de forma negligent;1
B-1; ;Centre;09;2015;57-1;No trobo la descripció de la infracció;1
B-1; ;Centre;09;2015;74-2;Efectuar un canvi de carril sense respectar la prioritat del que circula pel carril que es vol ocupar;1
B-1; ;Centre;09;2015;78-1;Canviar el sentit de la marxa en un lloc inadequat;1
B-1; ;Centre;09;2015;9-;Transportar un nombre de persones superior al de places autoritzades;3
B-1; ;Centre;09;2015;91-1;Estacionar en una sortida d emergència;1
B-1; ;Centre;09;2015;91-13;Estacionar en una zona reservada al transport públic obstaculitzant els vehicles autoritzats per a fer-ho;1
