CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1;;CENTRE;08;2019;154-;Sense descripció de la infracció;10
B-1;;CENTRE;08;2019;117-;No utilitzar , el conductor/a, el cinturó de seguretat;1
B-1;;CENTRE;08;2019;152-;Sense descripció de la infracció;1
B-1;;CENTRE;08;2019;94-E;Estacionar sobre la vorera;12
B-1;;CENTRE;08;2019;94-A;Sense descripció de la infracció;3
B-1;;CENTRE;08;2019;167-;Sense descripció de la infracció;1
B-1;;CENTRE;08;2019;94-;Estacionar sense tiquet de control d'horari;94
B-1;;CENTRE;08;2019;94-F;Sense descripció de la infracció;1
B-1;;CENTRE;08;2019;129-B;Sense descripció de la infracció;1
B-1;;CENTRE;08;2019;94-G;Sense descripció de la infracció;1
B-1;;CENTRE;08;2019;18-;Conduir sense mantenir el camp necessari de visió;1
B-1;;CENTRE;08;2019;94-;Estacionar i sobrepassar el temps del tiquet de control d'horari;33
B-1;;CENTRE;08;2019;94-C;Sense descripció de la infracció;3
B-1;;CENTRE;08;2019;91-;Estacionar en una sortida d'emergència;1
B-1;;CENTRE;08;2019;94-;Estacionar amb el tiquet de control d'horari sense que es vegi;3
B-11;;MANRESÀ;08;2019;94-F;Sense descripció de la infracció;1
B-11;;MANRESÀ;08;2019;94-;Estacionar i sobrepassar el temps del tiquet de control d'horari;25
B-11;;MANRESÀ;08;2019;94-;Estacionar sense tiquet de control d'horari;40
B-11;;MANRESÀ;08;2019;3-;Conduïr de forma negligent;1
B-13;;CASAGEMES;08;2019;94-;Estacionar sense tiquet de control d'horari;1
B-13;;CASAGEMES;08;2019;91-M;Sense descripció de la infracció;1
B-13;;CASAGEMES;08;2019;94-A;Sense descripció de la infracció;3
B-13;;CASAGEMES;08;2019;94-E;Estacionar sobre la vorera;1
B-13;;CASAGEMES;08;2019;91-C;Sense descripció de la infracció;1
B-19;;SANT CRIST DE CAN CABANYES;08;2019;117-;No utilitzar, el passatger del seient del darrera, el cinturó de seguretat;1
B-19;;SANT CRIST DE CAN CABANYES;08;2019;91-M;Sense descripció de la infracció;1
B-19;;SANT CRIST DE CAN CABANYES;08;2019;167-;Sense descripció de la infracció;1
B-2;;COLL I PUJOL;08;2019;171-;Sense descripció de la infracció;1
B-20;;NOVA LLOREDA;08;2019;94-A;Sense descripció de la infracció;1
B-21;;SISTRELLS;08;2019;94-E;Estacionar sobre la vorera;1
B-22;;LA SALUT;08;2019;92-;Absentar-se del vehicle sense prendre mesures per evitar que es posi en moviment;1
B-22;;LA SALUT;08;2019;91-;Estacionar en el centre de la calçada;1
B-22;;LA SALUT;08;2019;94-F;Sense descripció de la infracció;1
B-22;;LA SALUT;08;2019;94-;Aturar-se en un carril reservat a la circulació i afectar-la;1
B-22;;LA SALUT;08;2019;171-;Sense descripció de la infracció;2
B-22;;LA SALUT;08;2019;92-;Estacionar el vehicle sense situar-lo paral·lel a la vora de la calçada;1
B-22;;LA SALUT;08;2019;3-;Conduïr de forma negligent;3
B-22;;LA SALUT;08;2019;91-M;Sense descripció de la infracció;5
B-22;;LA SALUT;08;2019;94-A;Sense descripció de la infracció;8
B-22;;LA SALUT;08;2019;91-C;Sense descripció de la infracció;2
