CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1; ;Centre;03;2014;117-1;No utilitzar , el conductor/a, el cinturó de seguretat;1
B-1; ;Centre;03;2014;121-6;Circular amb un vehicle per una zona de vianants;1
B-1; ;Centre;03;2014;142-5;Utilitzar la zona de reserva de càrrega i descàrrega per a altres utilitats que aquella per la qual es va concedir;5
B-1; ;Centre;03;2014;143-1;No obeir les ordres de l agent de circulació;1
B-1; ;Centre;03;2014;146-;No respectar semàfors circulars per a vehicles;6
B-1; ;Centre;03;2014;146-3;No detenir-se, podent-ho fer sense perill, davant la llum groga no intermitent d un semàfor;2
B-1; ;Centre;03;2014;152-;No respectar senyals de prohibició d entrada;3
B-1; ;Centre;03;2014;152-1;No obeir el senyal de circulació prohibida;1
B-1; ;Centre;03;2014;154-;No respectar altres senyals de prohibició o restricció;15
B-1; ;Centre;03;2014;154-1;No obeir el senyal d estacionament prohibit;1
B-1; ;Centre;03;2014;155-;No respectar senyals d obligació;1
B-1; ;Centre;03;2014;16-;No trobo la descripció de la infracció;1
B-1; ;Centre;03;2014;160-1;No respectar el carril reservat als autobusos o taxis;1
B-1; ;Centre;03;2014;167-;No respectar marques blanques longitudinals;1
B-1; ;Centre;03;2014;18-1;Conduir sense matenir la pròpia llibertat de moviments;1
B-1; ;Centre;03;2014;18-2;Conduir sense mantenir el camp necessari de visió;3
B-1; ;Centre;03;2014;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;12
B-1; ;Centre;03;2014;3-1;Conduïr de forma negligent;1
B-1; ;Centre;03;2014;4-2;No trobo la descripció de la infracció;1
B-1; ;Centre;03;2014;65-;No trobo la descripció de la infracció;1
B-1; ;Centre;03;2014;75-1;Canviar de direcció sense aproximar-se a la vora corresponent;1
B-1; ;Centre;03;2014;78-1;Canviar el sentit de la marxa en un lloc inadequat;1
B-1; ;Centre;03;2014;9-;Transportar un nombre de persones superior al de places autoritzades;3
B-1; ;Centre;03;2014;91-14;Estacionar damunt la vorera obstaculitzant el pas de vianants;2
B-1; ;Centre;03;2014;91-16;Estacionar en un pas de vianants i impedir-ne el pas;1
B-1; ;Centre;03;2014;91-18;Estacionar en un carril obstaculitzant la circulació;4
B-1; ;Centre;03;2014;91-2;No trobo la descripció de la infracció;4
B-1; ;Centre;03;2014;91-5;Estacionar en un pas de minusvàlids;1
B-1; ;Centre;03;2014;91-6;Aturar-se i obstaculitzar greument la circulació;4
B-1; ;Centre;03;2014;91-8;Estacionar i obstaculitzar greument la circulació;10
B-1; ;Centre;03;2014;94-1;No trobo la descripció de la infracció;2
B-1; ;Centre;03;2014;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;1
B-1; ;Centre;03;2014;94-12;Estacionar en un carril reservat a la circulació i afectar-la;15
B-1; ;Centre;03;2014;94-13;Estacionar en una part de la via reservada al servei de determinats usuaris/es;6
B-1; ;Centre;03;2014;94-14;Estacionar a prop d una intersecció i dificultar el gir;1
B-1; ;Centre;03;2014;94-15;Estacionar a prop d una intersecció i dificultar la visibilitat;1
B-1; ;Centre;03;2014;94-17;Estacionar damunt la vorera;4
B-1; ;Centre;03;2014;94-19;Estacionar en una zona de càrrega i descàrrega;44
B-1; ;Centre;03;2014;94-2;No trobo la descripció de la infracció;1
B-1; ;Centre;03;2014;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;3
