CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1;;CENTRE;01;2019;94-;Estacionar sense tiquet de control d'horari;43
B-1;;CENTRE;01;2019;94-;Aturar-se en un carril reservat a la circulació i afectar-la;1
B-1;;CENTRE;01;2019;91-E;Sense descripció de la infracció;1
B-1;;CENTRE;01;2019;94-E;Estacionar sobre la vorera;2
B-1;;CENTRE;01;2019;94-;Estacionar amb el tiquet de control d'horari sense que es vegi;1
B-1;;CENTRE;01;2019;94-A;Sense descripció de la infracció;3
B-1;;CENTRE;01;2019;94-;Estacionar i sobrepassar el temps del tiquet de control d'horari;16
B-1;;CENTRE;01;2019;154-;Sense descripció de la infracció;4
B-1;;CENTRE;01;2019;91-;Estacionar en una sortida d'emergència;2
B-11;;MANRESÀ;01;2019;91-E;Sense descripció de la infracció;1
B-11;;MANRESÀ;01;2019;94-E;Estacionar sobre la vorera;2
B-11;;MANRESÀ;01;2019;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;1
B-13;;CASAGEMES;01;2019;20-;Conduir un vehicle amb una concentració d'alcohol en l'aire espirat entre 0,25 i 0,50 mgs;1
B-19;;SANT CRIST DE CAN CABANYES;01;2019;129-B;Sense descripció de la infracció;1
B-19;;SANT CRIST DE CAN CABANYES;01;2019;94-A;Sense descripció de la infracció;2
B-20;;NOVA LLOREDA;01;2019;94-A;Sense descripció de la infracció;1
B-20;;NOVA LLOREDA;01;2019;154-;Sense descripció de la infracció;3
B-20;;NOVA LLOREDA;01;2019;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;1
B-21;;SISTRELLS;01;2019;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;2
B-21;;SISTRELLS;01;2019;154-;Sense descripció de la infracció;1
B-22;;LA SALUT;01;2019;91-M;Sense descripció de la infracció;1
B-22;;LA SALUT;01;2019;92-;Estacionar i no permetre l'ús millor de l'espai disponible;2
B-22;;LA SALUT;01;2019;94-F;Sense descripció de la infracció;1
B-22;;LA SALUT;01;2019;94-;Estacionar en un carril reservat a la circulació i afectar-la;1
B-22;;LA SALUT;01;2019;171-;Sense descripció de la infracció;3
B-22;;LA SALUT;01;2019;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;3
B-22;;LA SALUT;01;2019;94-A;Sense descripció de la infracció;5
