CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1;;CENTRE;06;2017;20-;Conduir un vehicle amb una concentració d'alcohol en l'aire espirat entre 0,25 i 0,50 mgs;1
B-1;;CENTRE;06;2017;94-;Estacionar i sobrepassar el temps màxim autoritzat;4
B-1;;CENTRE;06;2017;94-;Estacionar sense tiquet de control d'horari;87
B-1;;CENTRE;06;2017;94-E;Estacionar sobre la vorera;3
B-1;;CENTRE;06;2017;94-A;Sense descripció de la infracció;2
B-1;;CENTRE;06;2017;18-;Conduir sense mantenir el camp necessari de visió;1
B-1;;CENTRE;06;2017;94-;Estacionar amb el tiquet de control d'horari sense que es vegi;3
B-1;;CENTRE;06;2017;43-;No deixar a l'esquerra l'illa en una via de doble sentit de circulació;1
B-1;;CENTRE;06;2017;94-;Estacionar i sobrepassar el temps del tiquet de control d'horari;48
B-11;;MANRESÀ;06;2017;94-;Estacionar i sobrepassar el temps del tiquet de control d'horari;1
B-11;;MANRESÀ;06;2017;94-A;Sense descripció de la infracció;6
B-11;;MANRESÀ;06;2017;94-;Estacionar sense tiquet de control d'horari;24
B-13;;CASAGEMES;06;2017;154-;Sense descripció de la infracció;4
B-13;;CASAGEMES;06;2017;91-M;Sense descripció de la infracció;1
B-16;;MORERA;06;2017;91-C;Sense descripció de la infracció;1
B-19;;SANT CRIST DE CAN CABANYES;06;2017;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;3
B-2;;COLL I PUJOL;06;2017;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;2
B-20;;NOVA LLOREDA;06;2017;94-A;Sense descripció de la infracció;1
B-20;;NOVA LLOREDA;06;2017;4-;Sense descripció de la infracció;1
B-21;;SISTRELLS;06;2017;94-E;Estacionar sobre la vorera;2
B-21;;SISTRELLS;06;2017;91-C;Sense descripció de la infracció;1
B-22;;LA SALUT;06;2017;117-;No utilitzar , el conductor/a, el cinturó de seguretat;1
B-22;;LA SALUT;06;2017;167-;Sense descripció de la infracció;1
B-22;;LA SALUT;06;2017;94-A;Sense descripció de la infracció;5
B-22;;LA SALUT;06;2017;91-A;Sense descripció de la infracció;1
B-22;;LA SALUT;06;2017;50-;No respectar un vehicle el límit de velocitat establert, excés de velocitat superior a 10 km/h i fins 20 km/h;5
B-22;;LA SALUT;06;2017;154-;Sense descripció de la infracció;3
B-22;;LA SALUT;06;2017;143-;No obeir les ordres de l'agent de circulació;1
B-22;;LA SALUT;06;2017;91-;Estacionar en una sortida d'emergència;1
B-22;;LA SALUT;06;2017;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;2
B-22;;LA SALUT;06;2017;94-E;Estacionar sobre la vorera;4
B-22;;LA SALUT;06;2017;91-M;Sense descripció de la infracció;5
B-22;;LA SALUT;06;2017;18-;Conduir sense mantenir el camp necessari de visió;1
B-23;;LLOREDA;06;2017;92-;Absentar-se del vehicle sense prendre mesures per evitar que es posi en moviment;1
B-23;;LLOREDA;06;2017;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;1
B-24;;LA PAU;06;2017;152-;Sense descripció de la infracció;1
B-24;;LA PAU;06;2017;94-E;Estacionar sobre la vorera;1
B-24;;LA PAU;06;2017;91-L;Sense descripció de la infracció;1
B-24;;LA PAU;06;2017;91-M;Sense descripció de la infracció;1
B-24;;LA PAU;06;2017;94-A;Sense descripció de la infracció;1
B-26;;MONTIGALÀ;06;2017;94-;Estacionar en una zona per a vianants;1
B-27;;SANT JOAN DE LLEFIÀ;06;2017;94-A;Sense descripció de la infracció;1
B-27;;SANT JOAN DE LLEFIÀ;06;2017;154-;Sense descripció de la infracció;8
B-27;;SANT JOAN DE LLEFIÀ;06;2017;152-;Sense descripció de la infracció;1
B-27;;SANT JOAN DE LLEFIÀ;06;2017;94-E;Estacionar sobre la vorera;4
B-27;;SANT JOAN DE LLEFIÀ;06;2017;91-M;Sense descripció de la infracció;3
B-28;;SANT ANTONI DE LLEFIÀ;06;2017;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;3
B-28;;SANT ANTONI DE LLEFIÀ;06;2017;152-;Sense descripció de la infracció;2
B-28;;SANT ANTONI DE LLEFIÀ;06;2017;94-E;Estacionar sobre la vorera;1
B-29;;SANT MORI DE LLEFIÀ;06;2017;94-A;Sense descripció de la infracció;3
B-29;;SANT MORI DE LLEFIÀ;06;2017;91-;Estacionar en una sortida d'emergència;5
B-29;;SANT MORI DE LLEFIÀ;06;2017;18-;Conduir sense mantenir el camp necessari de visió;1
B-29;;SANT MORI DE LLEFIÀ;06;2017;94-F;Sense descripció de la infracció;1
B-29;;SANT MORI DE LLEFIÀ;06;2017;154-;Sense descripció de la infracció;1
B-29;;SANT MORI DE LLEFIÀ;06;2017;91-I;Sense descripció de la infracció;1
B-3;;DALT DE LA VILA;06;2017;94-;Estacionar amb el tiquet de control d'horari sense que es vegi;4
B-3;;DALT DE LA VILA;06;2017;94-;Estacionar i sobrepassar el temps del tiquet de control d'horari;54
B-3;;DALT DE LA VILA;06;2017;94-;Estacionar sense tiquet de control d'horari;94
B-3;;DALT DE LA VILA;06;2017;18-;Conduir sense matenir la pròpia llibertat de moviments;1
B-3;;DALT DE LA VILA;06;2017;94-C;Sense descripció de la infracció;1
B-3;;DALT DE LA VILA;06;2017;94-;Estacionar i sobrepassar el temps màxim autoritzat;5
B-3;;DALT DE LA VILA;06;2017;146-;Sense descripció de la infracció;1
B-3;;DALT DE LA VILA;06;2017;20-;Conduir un vehicle amb una concentració d'alcohol en l'aire espirat entre 0,25 i 0,50 mgs;1
B-30;;ARTIGUES;06;2017;101-;Circular sense portar encès l'enllumenat reglamentari durant la nit;1
B-30;;ARTIGUES;06;2017;94-G;Sense descripció de la infracció;1
B-30;;ARTIGUES;06;2017;91-;Estacionar en una sortida d'emergència;3
B-30;;ARTIGUES;06;2017;154-;Sense descripció de la infracció;1
B-30;;ARTIGUES;06;2017;18-;Conduir sense mantenir el camp necessari de visió;1
B-30;;ARTIGUES;06;2017;94-A;Sense descripció de la infracció;1
B-30;;ARTIGUES;06;2017;143-;No obeir les ordres de l'agent de circulació;1
B-31;;SANT ROC;06;2017;94-;Estacionar un vehicle temps indefinit amb símptomes d'abandonament  impedint altres estacionaments;3
B-31;;SANT ROC;06;2017;20-;Conduir un vehicle amb una concentració d'alcohol en l'aire espirat entre 0,25 i 0,50 mgs;1
B-31;;SANT ROC;06;2017;94-E;Estacionar sobre la vorera;1
B-31;;SANT ROC;06;2017;94-G;Sense descripció de la infracció;2
B-31;;SANT ROC;06;2017;154-;Sense descripció de la infracció;2
B-31;;SANT ROC;06;2017;91-;Estacionar en una sortida d'emergència;2
B-31;;SANT ROC;06;2017;94-A;Sense descripció de la infracció;2
B-33;;EL REMEI;06;2017;117-;No utilitzar, el passatger del seient del darrera, el cinturó de seguretat;1
B-33;;EL REMEI;06;2017;117-;No utilitzar , el conductor/a, el cinturó de seguretat;1
B-34;;LA MORA;06;2017;94-;Estacionar i sobrepassar el temps del tiquet de control d'horari;2
B-4;;GORG;06;2017;94-;Estacionar sense tiquet de control d'horari;6
B-4;;GORG;06;2017;18-;Conduir sense mantenir el camp necessari de visió;1
B-4;;GORG;06;2017;91-M;Sense descripció de la infracció;1
B-5;;PROGRÉS;06;2017;94-A;Sense descripció de la infracció;1
B-5;;PROGRÉS;06;2017;94-;Estacionar i sobrepassar el temps del tiquet de control d'horari;14
B-5;;PROGRÉS;06;2017;94-;Estacionar amb el tiquet de control d'horari sense que es vegi;1
B-5;;PROGRÉS;06;2017;154-;Sense descripció de la infracció;4
B-5;;PROGRÉS;06;2017;94-;Estacionar sense tiquet de control d'horari;55
B-5;;PROGRÉS;06;2017;94-E;Estacionar sobre la vorera;2
B-5;;PROGRÉS;06;2017;94-F;Sense descripció de la infracció;1
