CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1; ;Centre;03;2016;117-1;No utilitzar , el conductor/a, el cinturó de seguretat;1
B-1; ;Centre;03;2016;152-;Sense descripció de la infracció;2
B-1; ;Centre;03;2016;154-;Sense descripció de la infracció;6
B-1; ;Centre;03;2016;154-1;No obeir el senyal d estacionament prohibit;6
B-1; ;Centre;03;2016;154-4;No obeir el senyal d aturada prohibida;1
B-1; ;Centre;03;2016;160-;Sense descripció de la infracció;1
B-1; ;Centre;03;2016;18-2;Conduir sense mantenir el camp necessari de visió;1
B-1; ;Centre;03;2016;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;1
B-1; ;Centre;03;2016;91-1;Estacionar en una sortida d emergència;2
B-1; ;Centre;03;2016;91-11;Estacionar en un gual obstaculitzant totalment la sortida de vehicles;1
B-1; ;Centre;03;2016;91-15;Estacionar en una zona per als vianants i impedir-ne el pas;1
B-1; ;Centre;03;2016;91-18;Estacionar en un carril obstaculitzant la circulació;10
B-1; ;Centre;03;2016;91-2;Sense descripció de la infracció;2
B-1; ;Centre;03;2016;94-12;Estacionar en un carril reservat a la circulació i afectar-la;1
B-1; ;Centre;03;2016;94-17;Estacionar damunt la vorera;2
B-1; ;Centre;03;2016;94-19;Estacionar en una zona de càrrega i descàrrega;8
B-1; ;Centre;03;2016;94-2;Estacionar sobre la vorera;27
B-1; ;Centre;03;2016;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;1
B-1; ;Centre;03;2016;94-2;Sense descripció de la infracció;3
B-1; ;Centre;03;2016;94-21;Estacionar en una zona per a vianants;1
B-1; ;Centre;03;2016;94-29;Estacionar un ciclomotor o motocicleta en una vorera de menys de 3 m d amplada;1
B-1; ;Centre;03;2016;94-30;Estacionar un ciclomotor o motocicleta en un passeig o zona de vianants;2
B-1; ;Centre;03;2016;94-31;Estacionar sense tiquet de control d horari;173
B-1; ;Centre;03;2016;94-32;Estacionar i sobrepassar el temps del tiquet de control d horari;96
B-1; ;Centre;03;2016;94-33;Estacionar i sobrepassar el temps màxim autoritzat;8
B-1; ;Centre;03;2016;94-34;Estacionar amb el tiquet de control d horari sense que es vegi;6
B-10; ;Bonavista;03;2016;94-2;Estacionar sobre la vorera;1
B-11; ;Manresà;03;2016;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;1
B-13; ;Casagemes;03;2016;94-2;Estacionar sobre la vorera;2
B-16; ;Morera;03;2016;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;1
B-17; ;Mas Ram;03;2016;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;1
B-17; ;Mas Ram;03;2016;94-31;Estacionar sense tiquet de control d horari;1
B-19; ;Sant Crist De Can Cabanyes;03;2016;91-11;Estacionar en un gual obstaculitzant totalment la sortida de vehicles;1
B-19; ;Sant Crist De Can Cabanyes;03;2016;91-18;Estacionar en un carril obstaculitzant la circulació;2
B-19; ;Sant Crist De Can Cabanyes;03;2016;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;1
B-19; ;Sant Crist De Can Cabanyes;03;2016;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;1
B-19; ;Sant Crist De Can Cabanyes;03;2016;94-34;Estacionar amb el tiquet de control d horari sense que es vegi;1
