CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1; ;Centre;05;2013;117-1;No utilitzar , el conductor/a, el cinturó de seguretat;6
B-1; ;Centre;05;2013;143-1;No obeir les ordres de l agent de circulació;1
B-1; ;Centre;05;2013;144-2;No trobo la descripció de la infracció;1
B-1; ;Centre;05;2013;145-;No trobo la descripció de la infracció;1
B-1; ;Centre;05;2013;146-;No respectar semàfors circulars per a vehicles;4
B-1; ;Centre;05;2013;152-;No respectar senyals de prohibició d entrada;2
B-1; ;Centre;05;2013;154-;No respectar altres senyals de prohibició o restricció;14
B-1; ;Centre;05;2013;154-1;No obeir el senyal d estacionament prohibit;15
B-1; ;Centre;05;2013;154-4;No obeir el senyal d aturada prohibida;8
B-1; ;Centre;05;2013;159-;No respectar senyals d indicacions generals;1
B-1; ;Centre;05;2013;167-1;No respectar la línia longitudinal contínua;1
B-1; ;Centre;05;2013;171-;No respectar marques d altres colors;8
B-1; ;Centre;05;2013;18-1;Conduir sense matenir la pròpia llibertat de moviments;1
B-1; ;Centre;05;2013;18-10;No mantenir les plaques de matricula del vehicle totalment visibles per tal que es puguin llegir i identificar plenament;1
B-1; ;Centre;05;2013;18-2;Conduir sense mantenir el camp necessari de visió;4
B-1; ;Centre;05;2013;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;2
B-1; ;Centre;05;2013;3-1;Conduïr de forma negligent;1
B-1; ;Centre;05;2013;36-2;No trobo la descripció de la infracció;2
B-1; ;Centre;05;2013;65-;No trobo la descripció de la infracció;1
B-1; ;Centre;05;2013;9-;Transportar un nombre de persones superior al de places autoritzades;2
B-1; ;Centre;05;2013;91-1;Estacionar en una sortida d emergència;4
B-1; ;Centre;05;2013;91-12;Estacionar en una zona de càrrega i descàrrega obstaculitzant els vehicles autoritzats per a fer-ho;2
B-1; ;Centre;05;2013;91-14;Estacionar damunt la vorera obstaculitzant el pas de vianants;5
B-1; ;Centre;05;2013;91-15;Estacionar en una zona per als vianants i impedir-ne el pas;4
B-1; ;Centre;05;2013;91-18;Estacionar en un carril obstaculitzant la circulació;7
B-1; ;Centre;05;2013;91-2;Estacionar i impedir el moviment de vehicles degudament estacionats;1
B-1; ;Centre;05;2013;91-2;No trobo la descripció de la infracció;5
B-1; ;Centre;05;2013;91-5;Estacionar en un pas de minusvàlids;25
B-1; ;Centre;05;2013;92-2;Estacionar i no permetre l ús millor de l espai disponible;1
B-1; ;Centre;05;2013;92-3;Absentar-se del vehicle sense prendre mesures per evitar que es posi en moviment;1
B-1; ;Centre;05;2013;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;1
B-1; ;Centre;05;2013;94-12;Estacionar en un carril reservat a la circulació i afectar-la;36
B-1; ;Centre;05;2013;94-13;Estacionar en una part de la via reservada al servei de determinats usuaris/es;26
B-1; ;Centre;05;2013;94-14;Estacionar a prop d una intersecció i dificultar el gir;10
B-1; ;Centre;05;2013;94-15;Estacionar a prop d una intersecció i dificultar la visibilitat;2
B-1; ;Centre;05;2013;94-16;Estacionar en doble fila;2
B-1; ;Centre;05;2013;94-17;Estacionar damunt la vorera;15
B-1; ;Centre;05;2013;94-18;Estacionar en un gual;2
B-1; ;Centre;05;2013;94-19;Estacionar en una zona de càrrega i descàrrega;44
B-1; ;Centre;05;2013;94-2;Estacionar sobre la vorera;4
B-1; ;Centre;05;2013;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;2
B-1; ;Centre;05;2013;94-2;No trobo la descripció de la infracció;4
B-1; ;Centre;05;2013;94-20;Estacionar en una zona senyalitzada per a l ús exclusiu de minusvàlids;7
B-1; ;Centre;05;2013;94-21;Estacionar en una zona per a vianants;49
B-1; ;Centre;05;2013;94-25;Estacionar remolcs, semiremolcs o caravanes separats del vehicle tractor;1
B-1; ;Centre;05;2013;94-3;Aturar-se en una part de la via reservada al servei de determinats usuaris/es;1
B-1; ;Centre;05;2013;94-31;Estacionar sense tiquet de control d horari;332
B-1; ;Centre;05;2013;94-32;Estacionar i sobrepassar el temps del tiquet de control d horari;135
B-1; ;Centre;05;2013;94-33;Estacionar i sobrepassar el temps màxim autoritzat;64
B-1; ;Centre;05;2013;94-34;Estacionar amb el tiquet de control d horari sense que es vegi;13
B-10; ;Bonavista;05;2013;94-17;Estacionar damunt la vorera;2
