CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1; ;Centre;11;2016;121-6;Circular amb un vehicle per una zona de vianants;3
B-1; ;Centre;11;2016;143-1;No obeir les ordres de l agent de circulació;1
B-1; ;Centre;11;2016;154-;Sense descripció de la infracció;17
B-1; ;Centre;11;2016;155-;Sense descripció de la infracció;1
B-1; ;Centre;11;2016;18-2;Conduir sense mantenir el camp necessari de visió;1
B-1; ;Centre;11;2016;91-1;Estacionar en una sortida d emergència;2
B-1; ;Centre;11;2016;91-18;Estacionar en un carril obstaculitzant la circulació;1
B-1; ;Centre;11;2016;94-19;Estacionar en una zona de càrrega i descàrrega;5
B-1; ;Centre;11;2016;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;1
B-1; ;Centre;11;2016;94-2;Sense descripció de la infracció;7
B-1; ;Centre;11;2016;94-2;Estacionar sobre la vorera;25
B-1; ;Centre;11;2016;94-21;Estacionar en una zona per a vianants;6
B-1; ;Centre;11;2016;94-30;Estacionar un ciclomotor o motocicleta en un passeig o zona de vianants;36
B-1; ;Centre;11;2016;94-31;Estacionar sense tiquet de control d horari;228
B-1; ;Centre;11;2016;94-32;Estacionar i sobrepassar el temps del tiquet de control d horari;120
B-1; ;Centre;11;2016;94-33;Estacionar i sobrepassar el temps màxim autoritzat;20
B-1; ;Centre;11;2016;94-34;Estacionar amb el tiquet de control d horari sense que es vegi;2
B-10; ;Bonavista;11;2016;154-;Sense descripció de la infracció;1
B-11; ;Manresà;11;2016;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;1
B-12; ;Canyadó;11;2016;154-;Sense descripció de la infracció;2
B-12; ;Canyadó;11;2016;18-2;Conduir sense mantenir el camp necessari de visió;1
B-13; ;Casagemes;11;2016;154-;Sense descripció de la infracció;27
B-13; ;Casagemes;11;2016;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;2
B-13; ;Casagemes;11;2016;76-1;No adoptar precaucions necessàries per evitar qualsevol perill en un canvi de direcció;1
B-13; ;Casagemes;11;2016;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;3
B-13; ;Casagemes;11;2016;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;1
B-13; ;Casagemes;11;2016;94-2;Estacionar sobre la vorera;7
B-16; ;Morera;11;2016;91-2;Sense descripció de la infracció;1
B-16; ;Morera;11;2016;92-3;Absentar-se del vehicle sense prendre mesures per evitar que es posi en moviment;1
B-16; ;Morera;11;2016;94-2;Sense descripció de la infracció;1
B-19; ;Sant Crist De Can Cabanyes;11;2016;18-2;Conduir sense mantenir el camp necessari de visió;1
B-19; ;Sant Crist De Can Cabanyes;11;2016;91-2;Sense descripció de la infracció;1
B-19; ;Sant Crist De Can Cabanyes;11;2016;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;3
B-19; ;Sant Crist De Can Cabanyes;11;2016;94-2;Sense descripció de la infracció;2
B-2; ;Coll I Pujol;11;2016;94-2;Estacionar sobre la vorera;1
B-2; ;Coll I Pujol;11;2016;94-29;Estacionar un ciclomotor o motocicleta en una vorera de menys de 3 m d amplada;1
B-20; ;Nova Lloreda;11;2016;171-;Sense descripció de la infracció;1
B-21; ;Sistrells;11;2016;154-;Sense descripció de la infracció;2
B-21; ;Sistrells;11;2016;94-10;Estacionar en un pas de vianants;1
B-21; ;Sistrells;11;2016;94-2;Sense descripció de la infracció;1
B-22; ;La Salut;11;2016;117-1;No utilitzar , el conductor/a, el cinturó de seguretat;2
B-22; ;La Salut;11;2016;117-3;No utilitzar, el passatger del seient del darrera, el cinturó de seguretat;3
B-22; ;La Salut;11;2016;154-;Sense descripció de la infracció;3
B-22; ;La Salut;11;2016;171-;Sense descripció de la infracció;1
B-22; ;La Salut;11;2016;18-2;Conduir sense mantenir el camp necessari de visió;1
B-22; ;La Salut;11;2016;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;1
B-22; ;La Salut;11;2016;21-1;No sotmetre s a les proves de detecció d alcohol a la sang;1
B-22; ;La Salut;11;2016;72-2;Incorporarse-se a la circulació, estant parat o estacionat, sense cedir pas a altres vehicles i obligant els altres conductors/es a maniobrar bruscament;1
B-22; ;La Salut;11;2016;9-1;Sense descripció de la infracció;2
B-22; ;La Salut;11;2016;91-1;Estacionar en una sortida d emergència;4
B-22; ;La Salut;11;2016;91-2;Sense descripció de la infracció;3
B-22; ;La Salut;11;2016;92-3;Absentar-se del vehicle sense prendre mesures per evitar que es posi en moviment;2
B-22; ;La Salut;11;2016;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;4
B-22; ;La Salut;11;2016;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;3
B-22; ;La Salut;11;2016;94-2;Sense descripció de la infracció;14
B-22; ;La Salut;11;2016;94-2;Estacionar sobre la vorera;7
B-23; ;Lloreda;11;2016;91-2;Sense descripció de la infracció;1
B-23; ;Lloreda;11;2016;92-3;Absentar-se del vehicle sense prendre mesures per evitar que es posi en moviment;1
