CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1; ;Centre;11;2014;117-1;No utilitzar , el conductor/a, el cinturó de seguretat;3
B-1; ;Centre;11;2014;121-6;Circular amb un vehicle per una zona de vianants;1
B-1; ;Centre;11;2014;142-5;Utilitzar la zona de reserva de càrrega i descàrrega per a altres utilitats que aquella per la qual es va concedir;3
B-1; ;Centre;11;2014;143-1;No obeir les ordres de l agent de circulació;1
B-1; ;Centre;11;2014;146-;No respectar semàfors circulars per a vehicles;1
B-1; ;Centre;11;2014;152-1;No obeir el senyal de circulació prohibida;1
B-1; ;Centre;11;2014;154-;No respectar altres senyals de prohibició o restricció;6
B-1; ;Centre;11;2014;155-;No respectar senyals d obligació;1
B-1; ;Centre;11;2014;159-;No respectar senyals d indicacions generals;2
B-1; ;Centre;11;2014;160-;No respectar senyals de carrils;5
B-1; ;Centre;11;2014;171-;No respectar marques d altres colors;2
B-1; ;Centre;11;2014;18-2;Conduir sense mantenir el camp necessari de visió;3
B-1; ;Centre;11;2014;3-1;Conduïr de forma negligent;1
B-1; ;Centre;11;2014;65-;No trobo la descripció de la infracció;1
B-1; ;Centre;11;2014;91-1;Estacionar en una sortida d emergència;1
B-1; ;Centre;11;2014;91-12;Estacionar en una zona de càrrega i descàrrega obstaculitzant els vehicles autoritzats per a fer-ho;3
B-1; ;Centre;11;2014;91-14;Estacionar damunt la vorera obstaculitzant el pas de vianants;2
B-1; ;Centre;11;2014;91-18;Estacionar en un carril obstaculitzant la circulació;4
B-1; ;Centre;11;2014;91-2;No trobo la descripció de la infracció;4
B-1; ;Centre;11;2014;91-9;Estacionar i provocar un risc per a la resta d usuaris/es;1
B-1; ;Centre;11;2014;94-12;Estacionar en un carril reservat a la circulació i afectar-la;26
B-1; ;Centre;11;2014;94-13;Estacionar en una part de la via reservada al servei de determinats usuaris/es;3
B-1; ;Centre;11;2014;94-14;Estacionar a prop d una intersecció i dificultar el gir;1
B-1; ;Centre;11;2014;94-17;Estacionar damunt la vorera;7
B-1; ;Centre;11;2014;94-19;Estacionar en una zona de càrrega i descàrrega;13
B-1; ;Centre;11;2014;94-2;Estacionar sobre la vorera;3
B-1; ;Centre;11;2014;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;1
B-1; ;Centre;11;2014;94-2;No trobo la descripció de la infracció;4
B-1; ;Centre;11;2014;94-20;Estacionar en una zona senyalitzada per a l ús exclusiu de minusvàlids;2
B-1; ;Centre;11;2014;94-21;Estacionar en una zona per a vianants;1
B-1; ;Centre;11;2014;94-30;Estacionar un ciclomotor o motocicleta en un passeig o zona de vianants;1
B-1; ;Centre;11;2014;94-31;Estacionar sense tiquet de control d horari;256
B-1; ;Centre;11;2014;94-32;Estacionar i sobrepassar el temps del tiquet de control d horari;132
B-1; ;Centre;11;2014;94-34;Estacionar amb el tiquet de control d horari sense que es vegi;6
B-11; ;Manresà;11;2014;145-;No trobo la descripció de la infracció;1
B-12; ;Canyadó;11;2014;3-1;Conduïr de forma negligent;1
B-12; ;Canyadó;11;2014;94-17;Estacionar damunt la vorera;1
B-13; ;Casagemes;11;2014;171-;No respectar marques d altres colors;1
B-13; ;Casagemes;11;2014;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;4
B-13; ;Casagemes;11;2014;94-17;Estacionar damunt la vorera;1
B-13; ;Casagemes;11;2014;94-9;Estacionar en una intersecció;1
B-16; ;Morera;11;2014;151-2;No trobo la descripció de la infracció;1
B-16; ;Morera;11;2014;155-;No respectar senyals d obligació;1
B-16; ;Morera;11;2014;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;1
B-16; ;Morera;11;2014;92-3;Absentar-se del vehicle sense prendre mesures per evitar que es posi en moviment;1
B-18; ;Pomar De Dalt;11;2014;146-;No respectar semàfors circulars per a vehicles;1
B-18; ;Pomar De Dalt;11;2014;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;1
B-19; ;Sant Crist De Can Cabanyes;11;2014;160-;No respectar senyals de carrils;1
B-19; ;Sant Crist De Can Cabanyes;11;2014;94-12;Estacionar en un carril reservat a la circulació i afectar-la;3
B-19; ;Sant Crist De Can Cabanyes;11;2014;94-13;Estacionar en una part de la via reservada al servei de determinats usuaris/es;3
B-19; ;Sant Crist De Can Cabanyes;11;2014;94-16;Estacionar en doble fila;1
B-2; ;Coll I Pujol;11;2014;145-;No trobo la descripció de la infracció;1
B-2; ;Coll I Pujol;11;2014;146-;No respectar semàfors circulars per a vehicles;3
B-2; ;Coll I Pujol;11;2014;160-;No respectar senyals de carrils;2
B-2; ;Coll I Pujol;11;2014;160-1;No respectar el carril reservat als autobusos o taxis;3
B-2; ;Coll I Pujol;11;2014;18-2;Conduir sense mantenir el camp necessari de visió;2
B-2; ;Coll I Pujol;11;2014;7-5;No trobo la descripció de la infracció;1
B-2; ;Coll I Pujol;11;2014;9-;Transportar un nombre de persones superior al de places autoritzades;1
B-2; ;Coll I Pujol;11;2014;91-13;Estacionar en una zona reservada al transport públic obstaculitzant els vehicles autoritzats per a fer-ho;1
B-2; ;Coll I Pujol;11;2014;91-18;Estacionar en un carril obstaculitzant la circulació;1
B-2; ;Coll I Pujol;11;2014;94-12;Estacionar en un carril reservat a la circulació i afectar-la;1
B-2; ;Coll I Pujol;11;2014;94-15;Estacionar a prop d una intersecció i dificultar la visibilitat;1
B-2; ;Coll I Pujol;11;2014;94-16;Estacionar en doble fila;2
B-2; ;Coll I Pujol;11;2014;94-17;Estacionar damunt la vorera;2
B-2; ;Coll I Pujol;11;2014;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;1
B-20; ;Nova Lloreda;11;2014;91-18;Estacionar en un carril obstaculitzant la circulació;1
B-20; ;Nova Lloreda;11;2014;94-12;Estacionar en un carril reservat a la circulació i afectar-la;4
B-20; ;Nova Lloreda;11;2014;94-16;Estacionar en doble fila;1
B-20; ;Nova Lloreda;11;2014;94-18;Estacionar en un gual;2
B-20; ;Nova Lloreda;11;2014;94-20;Estacionar en una zona senyalitzada per a l ús exclusiu de minusvàlids;1
B-21; ;Sistrells;11;2014;154-1;No obeir el senyal d estacionament prohibit;2
B-21; ;Sistrells;11;2014;18-2;Conduir sense mantenir el camp necessari de visió;1
B-21; ;Sistrells;11;2014;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;1
B-21; ;Sistrells;11;2014;3-1;Conduïr de forma negligent;1
B-21; ;Sistrells;11;2014;91-1;Estacionar en una sortida d emergència;1
B-21; ;Sistrells;11;2014;91-14;Estacionar damunt la vorera obstaculitzant el pas de vianants;2
