CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1; ;Centre;08;2016;69-;Sense descripció de la infracció;1
B-1; ;Centre;08;2016;91-1;Estacionar en una sortida d emergència;2
B-1; ;Centre;08;2016;91-2;Sense descripció de la infracció;1
B-1; ;Centre;08;2016;94-2;Sense descripció de la infracció;4
B-1; ;Centre;08;2016;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;1
B-1; ;Centre;08;2016;94-2;Estacionar sobre la vorera;5
B-1; ;Centre;08;2016;94-31;Estacionar sense tiquet de control d horari;399
B-1; ;Centre;08;2016;94-32;Estacionar i sobrepassar el temps del tiquet de control d horari;111
B-1; ;Centre;08;2016;94-33;Estacionar i sobrepassar el temps màxim autoritzat;47
B-1; ;Centre;08;2016;94-34;Estacionar amb el tiquet de control d horari sense que es vegi;5
B-11; ;Manresà;08;2016;94-31;Estacionar sense tiquet de control d horari;93
B-11; ;Manresà;08;2016;94-32;Estacionar i sobrepassar el temps del tiquet de control d horari;18
B-11; ;Manresà;08;2016;94-34;Estacionar amb el tiquet de control d horari sense que es vegi;2
B-13; ;Casagemes;08;2016;146-;Sense descripció de la infracció;1
B-13; ;Casagemes;08;2016;154-;Sense descripció de la infracció;10
B-13; ;Casagemes;08;2016;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;1
B-13; ;Casagemes;08;2016;43-1;No deixar a l esquerra el refugi en una via de doble sentit de circulació;1
B-13; ;Casagemes;08;2016;94-2;Estacionar sobre la vorera;3
B-13; ;Casagemes;08;2016;99-1;Circular amb els llums de posició apagats quan hi ha condicions meteorològiques o ambientals que disminueixen sensiblement la visibilitat;1
B-15; ;Pomar;08;2016;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;1
B-16; ;Morera;08;2016;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;2
B-16; ;Morera;08;2016;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;2
B-16; ;Morera;08;2016;94-2;Estacionar sobre la vorera;1
B-16; ;Morera;08;2016;94-2;Sense descripció de la infracció;3
B-16; ;Morera;08;2016;94-31;Estacionar sense tiquet de control d horari;1
B-19; ;Sant Crist De Can Cabanyes;08;2016;91-1;Estacionar en una sortida d emergència;1
B-19; ;Sant Crist De Can Cabanyes;08;2016;94-2;Sense descripció de la infracció;2
B-2; ;Coll I Pujol;08;2016;129-2;Sense descripció de la infracció;1
B-2; ;Coll I Pujol;08;2016;91-2;Sense descripció de la infracció;3
B-20; ;Nova Lloreda;08;2016;154-;Sense descripció de la infracció;1
B-21; ;Sistrells;08;2016;121-5;Circular per carrer residencial amb monopatí o aparell similar a una velocitat inadequada;1
B-21; ;Sistrells;08;2016;94-11;Estacionar un vehicle temps indefinit amb símptomes d abandonament  impedint altres estacionaments;2
B-21; ;Sistrells;08;2016;94-2;Aturar-se en un carril reservat a la circulació i afectar-la;1
B-22; ;La Salut;08;2016;101-1;Circular sense portar encès l enllumenat reglamentari durant la nit;1
B-22; ;La Salut;08;2016;117-1;No utilitzar , el conductor/a, el cinturó de seguretat;1
B-22; ;La Salut;08;2016;152-;Sense descripció de la infracció;1
B-22; ;La Salut;08;2016;154-;Sense descripció de la infracció;1
B-22; ;La Salut;08;2016;169-;Sense descripció de la infracció;1
B-22; ;La Salut;08;2016;18-2;Conduir sense mantenir el camp necessari de visió;1
B-22; ;La Salut;08;2016;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;2
B-22; ;La Salut;08;2016;7-5;Sense descripció de la infracció;1
B-22; ;La Salut;08;2016;78-1;Canviar el sentit de la marxa en un lloc inadequat;1
B-22; ;La Salut;08;2016;91-2;Sense descripció de la infracció;2
B-22; ;La Salut;08;2016;92-3;Absentar-se del vehicle sense prendre mesures per evitar que es posi en moviment;1
