CODI_DIVISIO_TERRITORIAL;DISTRICTE_AMBIT_TERRITORIAL;BARRI_AMBIT_TERRITORIAL;MES;ANY;CODI_INFRACCIO;DESCRIPCIO_INFRACCIO;NRE_TOTAL
B-1; ;Centre;03;2015;117-1;No utilitzar , el conductor/a, el cinturó de seguretat;1
B-1; ;Centre;03;2015;118-1;No utilitzar, el conductor/a casc de protecció;1
B-1; ;Centre;03;2015;146-;No respectar semàfors circulars per a vehicles;4
B-1; ;Centre;03;2015;152-;No respectar senyals de prohibició d entrada;1
B-1; ;Centre;03;2015;155-;No respectar senyals d obligació;2
B-1; ;Centre;03;2015;18-2;Conduir sense mantenir el camp necessari de visió;4
B-1; ;Centre;03;2015;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;1
B-1; ;Centre;03;2015;21-1;No sotmetre s a les proves de detecció d alcohol a la sang;1
B-1; ;Centre;03;2015;46-1;No adequar la velocitat a la que exigeixen les circumstàncies;1
B-1; ;Centre;03;2015;56-2;No cedir pas en intersecció regulada per semàfors i obligar un altre conductor/a a maniobrar bruscament;1
B-1; ;Centre;03;2015;74-2;Efectuar un canvi de carril sense respectar la prioritat del que circula pel carril que es vol ocupar;1
B-1; ;Centre;03;2015;78-1;Canviar el sentit de la marxa en un lloc inadequat;1
B-1; ;Centre;03;2015;9-;Transportar un nombre de persones superior al de places autoritzades;6
B-1; ;Centre;03;2015;91-16;Estacionar en un pas de vianants i impedir-ne el pas;1
B-1; ;Centre;03;2015;91-18;Estacionar en un carril obstaculitzant la circulació;4
B-1; ;Centre;03;2015;91-2;No trobo la descripció de la infracció;1
B-1; ;Centre;03;2015;91-8;Estacionar i obstaculitzar greument la circulació;1
B-1; ;Centre;03;2015;94-1;Aturar-se en un revolt de visibilitat reduïda;2
B-1; ;Centre;03;2015;94-12;Estacionar en un carril reservat a la circulació i afectar-la;4
B-1; ;Centre;03;2015;94-13;Estacionar en una part de la via reservada al servei de determinats usuaris/es;2
B-1; ;Centre;03;2015;94-17;Estacionar damunt la vorera;8
B-1; ;Centre;03;2015;94-18;Estacionar en un gual;1
B-1; ;Centre;03;2015;94-19;Estacionar en una zona de càrrega i descàrrega;7
B-1; ;Centre;03;2015;94-2;Estacionar sobre la vorera;3
B-1; ;Centre;03;2015;94-2;No trobo la descripció de la infracció;4
B-1; ;Centre;03;2015;94-21;Estacionar en una zona per a vianants;12
B-1; ;Centre;03;2015;94-3;Aturar-se en una part de la via reservada al servei de determinats usuaris/es;1
B-1; ;Centre;03;2015;94-31;Estacionar sense tiquet de control d horari;255
B-1; ;Centre;03;2015;94-32;Estacionar i sobrepassar el temps del tiquet de control d horari;164
B-1; ;Centre;03;2015;94-33;Estacionar i sobrepassar el temps màxim autoritzat;41
B-1; ;Centre;03;2015;94-34;Estacionar amb el tiquet de control d horari sense que es vegi;8
B-1; ;Centre;03;2015;94-35;Estacionar sobrepassant el doble del temps del tiquet de control horari;2
B-10; ;Bonavista;03;2015;159-;No respectar senyals d indicacions generals;1
B-10; ;Bonavista;03;2015;94-32;Estacionar i sobrepassar el temps del tiquet de control d horari;1
B-11; ;Manresà;03;2015;152-;No respectar senyals de prohibició d entrada;4
B-11; ;Manresà;03;2015;170-1;No respectar la marca vial de fletxa de direcció obligatòria;1
B-11; ;Manresà;03;2015;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;3
B-11; ;Manresà;03;2015;46-1;No trobo la descripció de la infracció;1
B-12; ;Canyadó;03;2015;18-2;Conduir sense mantenir el camp necessari de visió;1
B-12; ;Canyadó;03;2015;20-1;Conduir un vehicle amb una concentració d alcohol en l aire espirat entre 0,25 i 0,50 mgs;1
B-12; ;Canyadó;03;2015;74-2;Efectuar un canvi de carril sense respectar la prioritat del que circula pel carril que es vol ocupar;1
B-12; ;Canyadó;03;2015;94-13;Estacionar en una part de la via reservada al servei de determinats usuaris/es;1
B-13; ;Casagemes;03;2015;18-2;Conduir sense mantenir el camp necessari de visió;1
