NOM_PLATJA;BANDERA;QUALITAT_AIGUA;ESTAT_MAR;MEDUSES;TEMP_AIGUA;TEMP_AMBIENT;FORÇA_VENT;TIPUS_VENT;UVI;DATA_ACTUALITZACIO
DEL PONT D EN BOTIFARRETA;VERDA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluixet;Gregal(NE);Molt Alt;01/07/2014
DELS PESCADORS;VERDA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluixet;Gregal(NE);Molt Alt;01/07/2014
DEL PATí DE VELA;VERDA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluixet;Gregal(NE);Molt Alt;01/07/2014
DE L ESTACIÓ;VERDA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluixet;Gregal(NE);Molt Alt;01/07/2014
DEL PONT DEL PETROLI;VERDA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluixet;Gregal(NE);Molt Alt;01/07/2014
DEL COCO;VERDA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluixet;Gregal(NE);Molt Alt;01/07/2014
DE LA MORA ;VERDA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluixet;Gregal(NE);Molt Alt;01/07/2014
DE LA MORA ;GROGA;EXCEL-LENT;Maror;NO;23,00;21,80;vent moderat;Llevant(E);Alt;02/07/2014
DEL COCO;GROGA;EXCEL-LENT;Maror;NO;23,00;21,80;vent moderat;Llevant(E);Alt;02/07/2014
DEL PONT DEL PETROLI;GROGA;EXCEL-LENT;Maror;NO;23,00;21,80;vent moderat;Llevant(E);Alt;02/07/2014
DE L ESTACIÓ;GROGA;EXCEL-LENT;Maror;NO;23,00;21,80;vent moderat;Llevant(E);Alt;02/07/2014
DEL PATí DE VELA;GROGA;EXCEL-LENT;Maror;NO;23,00;21,80;vent moderat;Llevant(E);Alt;02/07/2014
DELS PESCADORS;GROGA;EXCEL-LENT;Maror;NO;23,00;21,80;vent moderat;Llevant(E);Alt;02/07/2014
DEL PONT D EN BOTIFARRETA;GROGA;EXCEL-LENT;Maror;NO;23,00;21,80;vent moderat;Llevant(E);Alt;02/07/2014
DEL CRISTALL;GROGA;EXCEL-LENT;Maror;NO;23,00;21,80;vent moderat;Llevant(E);Alt;02/07/2014
DE LA BARCA MARIA;GROGA;EXCEL-LENT;Maror;NO;23,00;21,80;vent moderat;Llevant(E);Alt;02/07/2014
DE LA MORA ;GROGA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluix;Gregal(NE);Molt Alt;03/07/2014
DEL COCO;GROGA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluix;Gregal(NE);Molt Alt;03/07/2014
DEL PONT DEL PETROLI;GROGA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluix;Gregal(NE);Molt Alt;03/07/2014
DE L ESTACIÓ;GROGA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluix;Gregal(NE);Molt Alt;03/07/2014
DEL PATí DE VELA;GROGA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluix;Gregal(NE);Molt Alt;03/07/2014
DELS PESCADORS;GROGA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluix;Gregal(NE);Molt Alt;03/07/2014
DEL PONT D EN BOTIFARRETA;GROGA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluix;Gregal(NE);Molt Alt;03/07/2014
DEL CRISTALL;GROGA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluix;Gregal(NE);Molt Alt;03/07/2014
DE LA BARCA MARIA;GROGA;EXCEL-LENT;Maror;NO;22,00;26,00;vent fluix;Gregal(NE);Molt Alt;03/07/2014
DE LA BARCA MARIA;VERMELLA;EXCEL-LENT;Forta maror;NO;22,00;26,00;vent fresquet;Llevant(E);Molt Alt;03/07/2014
DEL CRISTALL;VERMELLA;EXCEL-LENT;Forta maror;NO;22,00;26,00;vent fresquet;Llevant(E);Molt Alt;03/07/2014
DEL PONT D EN BOTIFARRETA;VERMELLA;EXCEL-LENT;Forta maror;NO;22,00;26,00;vent fresquet;Llevant(E);Molt Alt;03/07/2014
DELS PESCADORS;VERMELLA;EXCEL-LENT;Forta maror;NO;22,00;26,00;vent fresquet;Llevant(E);Molt Alt;03/07/2014
DEL PATí DE VELA;VERMELLA;EXCEL-LENT;Forta maror;NO;22,00;26,00;vent fresquet;Llevant(E);Molt Alt;03/07/2014
DE L ESTACIÓ;VERMELLA;EXCEL-LENT;Forta maror;NO;22,00;26,00;vent fresquet;Llevant(E);Molt Alt;03/07/2014
DEL PONT DEL PETROLI;VERMELLA;EXCEL-LENT;Forta maror;NO;22,00;26,00;vent fresquet;Llevant(E);Molt Alt;03/07/2014
DEL COCO;VERMELLA;EXCEL-LENT;Forta maror;NO;22,00;26,00;vent fresquet;Llevant(E);Molt Alt;03/07/2014
DE LA MORA ;VERMELLA;EXCEL-LENT;Forta maror;NO;22,00;26,00;vent fresquet;Llevant(E);Molt Alt;03/07/2014
DE LA MORA ;VERMELLA;PENDENT ANALIT.;Forta maror;NO;22,00;26,00;vent fluix;Ponent(W);Molt Alt;04/07/2014
DEL COCO;VERMELLA;PENDENT ANALIT.;Forta maror;NO;22,00;26,00;vent fluix;Ponent(W);Molt Alt;04/07/2014
DEL PONT DEL PETROLI;VERMELLA;PENDENT ANALIT.;Forta maror;NO;22,00;26,00;vent fluix;Ponent(W);Molt Alt;04/07/2014
DE L ESTACIÓ;VERMELLA;PENDENT ANALIT.;Forta maror;NO;22,00;26,00;vent fluix;Ponent(W);Molt Alt;04/07/2014
DEL PATí DE VELA;VERMELLA;PENDENT ANALIT.;Forta maror;NO;22,00;26,00;vent fluix;Ponent(W);Molt Alt;04/07/2014
DELS PESCADORS;VERMELLA;PENDENT ANALIT.;Forta maror;NO;22,00;26,00;vent fluix;Ponent(W);Molt Alt;04/07/2014
DEL PONT D EN BOTIFARRETA;VERMELLA;PENDENT ANALIT.;Forta maror;NO;22,00;26,00;vent fluix;Ponent(W);Molt Alt;04/07/2014
DEL CRISTALL;VERMELLA;PENDENT ANALIT.;Forta maror;NO;22,00;26,00;vent fluix;Ponent(W);Molt Alt;04/07/2014
DE LA BARCA MARIA;VERMELLA;PENDENT ANALIT.;Forta maror;NO;22,00;26,00;vent fluix;Ponent(W);Molt Alt;04/07/2014
DE LA BARCA MARIA;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL CRISTALL;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL PONT D EN BOTIFARRETA;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DELS PESCADORS;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL PATí DE VELA;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DE L ESTACIÓ;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL PONT DEL PETROLI;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL COCO;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DE LA MORA ;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DE LA MORA ;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL COCO;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL PONT DEL PETROLI;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DE L ESTACIÓ;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL PATí DE VELA;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DELS PESCADORS;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL PONT D EN BOTIFARRETA;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL CRISTALL;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DE LA BARCA MARIA;VERDA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DE LA MORA ;GROGA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL COCO;GROGA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL PONT DEL PETROLI;GROGA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DE L ESTACIÓ;GROGA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL PATí DE VELA;GROGA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DELS PESCADORS;GROGA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL PONT D EN BOTIFARRETA;GROGA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DEL CRISTALL;GROGA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DE LA BARCA MARIA;GROGA;PENDENT ANALIT.;Maror;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;05/07/2014
DE LA BARCA MARIA;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;270,00;vent fluix;Migjorn(S);Molt Alt;06/07/2014
DEL CRISTALL;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;270,00;vent fluix;Migjorn(S);Molt Alt;06/07/2014
DEL PONT D EN BOTIFARRETA;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;270,00;vent fluix;Migjorn(S);Molt Alt;06/07/2014
DE L ESTACIÓ;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;270,00;vent fluix;Migjorn(S);Molt Alt;06/07/2014
DEL PONT DEL PETROLI;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;270,00;vent fluix;Migjorn(S);Molt Alt;06/07/2014
DE LA MORA ;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;270,00;vent fluix;Migjorn(S);Molt Alt;06/07/2014
DEL COCO;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;270,00;vent fluix;Migjorn(S);Molt Alt;06/07/2014
DELS PESCADORS;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;270,00;vent fluix;Migjorn(S);Molt Alt;06/07/2014
DEL PATí DE VELA;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;270,00;vent fluix;Migjorn(S);Molt Alt;06/07/2014
DE LA BARCA MARIA;GROGA;EXCEL-LENT;Mar arrissada;NO;22,00;270,00;vent fluix;Mestral(NW);Molt Alt;07/07/2014
DE LA MORA ;GROGA;EXCEL-LENT;Mar plana;NO;22,00;24,00;vent fluix;Mestral(NW);Alt;07/07/2014
DEL CRISTALL;GROGA;EXCEL-LENT;Mar arrissada;NO;22,00;24,00;vent fluix;Mestral(NW);Alt;07/07/2014
DELS PESCADORS;GROGA;EXCEL-LENT;Mar arrissada;NO;22,00;270,00;vent fluix;Mestral(NW);Alt;07/07/2014
DE LA MORA ;GROGA;EXCEL-LENT;Mar plana;NO;22,00;24,00;vent fluix;Mestral(NW);Alt;07/07/2014
DEL COCO;GROGA;EXCEL-LENT;Mar arrissada;NO;22,00;24,00;vent fluix;Mestral(NW);Alt;07/07/2014
DEL PONT DEL PETROLI;GROGA;EXCEL-LENT;Mar arrissada;NO;22,00;24,00;vent fluix;Mestral(NW);Alt;07/07/2014
DE L ESTACIÓ;GROGA;EXCEL-LENT;Mar arrissada;NO;22,00;24,00;vent fluix;Mestral(NW);Alt;07/07/2014
DEL PATí DE VELA;GROGA;EXCEL-LENT;Mar arrissada;NO;22,00;24,00;vent fluix;Mestral(NW);Alt;07/07/2014
DEL PONT D EN BOTIFARRETA;GROGA;EXCEL-LENT;Mar arrissada;NO;22,00;24,00;vent fluix;Mestral(NW);Alt;07/07/2014
DE LA BARCA MARIA;GROGA;EXCEL-LENT;Mar arrissada;NO;22,00;24,00;vent fluix;Mestral(NW);Alt;07/07/2014
DEL COCO;GROGA;PENDENT ANALIT.;Mar arrissada;NO;22,00;24,00;vent fluix;Mestral(NW);Alt;07/07/2014
DEL CRISTALL;GROGA;EXCEL-LENT;Mar arrissada;NO;22,00;270,00;vent fluix;Mestral(NW);Molt Alt;07/07/2014
DEL PATí DE VELA;GROGA;PENDENT ANALIT.;Mar arrissada;NO;22,00;24,00;vent fluix;Mestral(NW);Alt;07/07/2014
DEL PONT D EN BOTIFARRETA;GROGA;EXCEL-LENT;Mar arrissada;NO;22,00;270,00;vent fluix;Mestral(NW);Alt;07/07/2014
DEL PATí DE VELA;GROGA;PENDENT ANALIT.;Mar arrissada;NO;22,00;270,00;vent fluix;Mestral(NW);Alt;07/07/2014
DELS PESCADORS;VERMELLA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;ventolina;Mestral(NW);Molt Alt;08/07/2014
DELS PESCADORS;VERMELLA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Molt Alt;08/07/2014
DEL PATí DE VELA;VERMELLA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Molt Alt;08/07/2014
DEL PONT DEL PETROLI;VERMELLA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Molt Alt;08/07/2014
DE LA MORA ;VERMELLA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Molt Alt;08/07/2014
DEL COCO;VERMELLA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Molt Alt;08/07/2014
DE L ESTACIÓ;VERMELLA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Molt Alt;08/07/2014
DE LA BARCA MARIA;VERMELLA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Molt Alt;08/07/2014
DEL CRISTALL;VERMELLA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Molt Alt;08/07/2014
DEL PONT D EN BOTIFARRETA;VERMELLA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Molt Alt;08/07/2014
DE LA BARCA MARIA;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Molt Alt;09/07/2014
DELS PESCADORS;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Alt;09/07/2014
DE LA BARCA MARIA;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Alt;09/07/2014
DEL CRISTALL;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Alt;09/07/2014
DEL PONT D EN BOTIFARRETA;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Alt;09/07/2014
DEL PATí DE VELA;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Alt;09/07/2014
DEL CRISTALL;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Alt;09/07/2014
DEL COCO;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Alt;09/07/2014
DEL PONT DEL PETROLI;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Alt;09/07/2014
DE L ESTACIÓ;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Alt;09/07/2014
DE LA MORA ;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Alt;09/07/2014
DELS PESCADORS;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;24,00;vent fluixet;Mestral(NW);Alt;09/07/2014
DE LA MORA ;VERDA;PENDENT ANALIT.;Marejol;NO;21,00;20,70;vent fluix;Ponent(W);Molt Alt;10/07/2014
DEL COCO;VERDA;PENDENT ANALIT.;Marejol;NO;21,00;20,70;vent fluix;Ponent(W);Molt Alt;10/07/2014
DEL PONT DEL PETROLI;VERDA;PENDENT ANALIT.;Marejol;NO;21,00;20,70;vent fluix;Ponent(W);Molt Alt;10/07/2014
DE L ESTACIÓ;VERDA;PENDENT ANALIT.;Marejol;NO;21,00;20,70;vent fluix;Ponent(W);Molt Alt;10/07/2014
DEL PATí DE VELA;VERDA;PENDENT ANALIT.;Marejol;NO;21,00;20,70;vent fluix;Ponent(W);Molt Alt;10/07/2014
DELS PESCADORS;VERDA;PENDENT ANALIT.;Marejol;NO;21,00;20,70;vent fluix;Ponent(W);Molt Alt;10/07/2014
DEL PONT D EN BOTIFARRETA;VERDA;PENDENT ANALIT.;Marejol;NO;21,00;20,70;vent fluix;Ponent(W);Molt Alt;10/07/2014
DEL CRISTALL;VERDA;PENDENT ANALIT.;Marejol;NO;21,00;20,70;vent fluix;Ponent(W);Molt Alt;10/07/2014
DE LA BARCA MARIA;VERDA;PENDENT ANALIT.;Marejol;NO;21,00;20,70;vent fluix;Ponent(W);Molt Alt;10/07/2014
DE LA MORA ;VERDA;PENDENT ANALIT.;Mar plana;NO;21,00;24,00;vent fluix;Mestral(NW);Molt Alt;11/07/2014
DEL COCO;VERDA;PENDENT ANALIT.;Mar plana;NO;21,00;24,00;vent fluix;Mestral(NW);Molt Alt;11/07/2014
DEL PONT DEL PETROLI;VERDA;PENDENT ANALIT.;Mar plana;NO;21,00;24,00;vent fluix;Mestral(NW);Molt Alt;11/07/2014
DE L ESTACIÓ;VERDA;PENDENT ANALIT.;Mar plana;NO;21,00;24,00;vent fluix;Mestral(NW);Molt Alt;11/07/2014
DEL PATí DE VELA;VERDA;PENDENT ANALIT.;Mar plana;NO;21,00;24,00;vent fluix;Mestral(NW);Molt Alt;11/07/2014
DELS PESCADORS;VERDA;PENDENT ANALIT.;Mar plana;NO;21,00;24,00;vent fluix;Mestral(NW);Molt Alt;11/07/2014
DEL PONT D EN BOTIFARRETA;VERDA;PENDENT ANALIT.;Mar plana;NO;21,00;24,00;vent fluix;Mestral(NW);Molt Alt;11/07/2014
DEL CRISTALL;VERDA;PENDENT ANALIT.;Mar plana;NO;21,00;24,00;vent fluix;Mestral(NW);Molt Alt;11/07/2014
DE LA BARCA MARIA;VERDA;PENDENT ANALIT.;Mar plana;NO;21,00;24,00;vent fluix;Mestral(NW);Molt Alt;11/07/2014
DE LA BARCA MARIA;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DEL CRISTALL;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DEL PONT D EN BOTIFARRETA;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DELS PESCADORS;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DEL PATí DE VELA;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DE L ESTACIÓ;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DEL PONT DEL PETROLI;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DEL COCO;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DE LA MORA ;VERDA;PENDENT ANALIT.;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DE LA MORA ;VERDA;EXCEL-LENT;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DEL COCO;VERDA;EXCEL-LENT;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DEL PONT DEL PETROLI;VERDA;EXCEL-LENT;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DE L ESTACIÓ;VERDA;EXCEL-LENT;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DEL PATí DE VELA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DELS PESCADORS;VERDA;EXCEL-LENT;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DEL PONT D EN BOTIFARRETA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DEL CRISTALL;VERDA;EXCEL-LENT;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DE LA BARCA MARIA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;26,00;vent fluixet;Llevant(E);Molt Alt;12/07/2014
DE LA MORA ;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;13/07/2014
DEL COCO;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;13/07/2014
DEL PONT DEL PETROLI;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;13/07/2014
DE L ESTACIÓ;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;13/07/2014
DEL PATí DE VELA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;13/07/2014
DELS PESCADORS;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;13/07/2014
DEL PONT D EN BOTIFARRETA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;13/07/2014
DEL CRISTALL;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;13/07/2014
DE LA BARCA MARIA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;13/07/2014
DE LA MORA ;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent moderat;Llevant(E);Molt Alt;14/07/2014
DEL COCO;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent moderat;Llevant(E);Molt Alt;14/07/2014
DEL PONT DEL PETROLI;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent moderat;Llevant(E);Molt Alt;14/07/2014
DE L ESTACIÓ;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent moderat;Llevant(E);Molt Alt;14/07/2014
DEL PATí DE VELA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent moderat;Llevant(E);Molt Alt;14/07/2014
DELS PESCADORS;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent moderat;Llevant(E);Molt Alt;14/07/2014
DEL PONT D EN BOTIFARRETA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent moderat;Llevant(E);Molt Alt;14/07/2014
DEL CRISTALL;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent moderat;Llevant(E);Molt Alt;14/07/2014
DE LA BARCA MARIA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent moderat;Llevant(E);Molt Alt;14/07/2014
DE LA MORA ;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Llevant(E);Molt Alt;15/07/2014
DEL COCO;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Llevant(E);Molt Alt;15/07/2014
DEL PONT DEL PETROLI;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Llevant(E);Molt Alt;15/07/2014
DE L ESTACIÓ;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Llevant(E);Molt Alt;15/07/2014
DEL PATí DE VELA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Llevant(E);Molt Alt;15/07/2014
DELS PESCADORS;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Llevant(E);Molt Alt;15/07/2014
DEL PONT D EN BOTIFARRETA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Llevant(E);Molt Alt;15/07/2014
DEL CRISTALL;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Llevant(E);Molt Alt;15/07/2014
DE LA BARCA MARIA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Llevant(E);Molt Alt;15/07/2014
DE LA MORA ;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;16/07/2014
DEL COCO;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;16/07/2014
DEL PONT DEL PETROLI;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;16/07/2014
DE L ESTACIÓ;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;16/07/2014
DEL PATí DE VELA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;16/07/2014
DELS PESCADORS;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;16/07/2014
DEL PONT D EN BOTIFARRETA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;16/07/2014
DEL CRISTALL;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;16/07/2014
DE LA BARCA MARIA;VERDA;EXCEL-LENT;Mar plana;NO;22,00;27,00;vent fluixet;Migjorn(S);Molt Alt;16/07/2014
DE LA MORA ;VERDA;EXCEL-LENT;Mar plana;NO;23,00;27,90;vent fluixet;Llebeig o Grab¿(SW);Molt Alt;17/07/2014
DEL COCO;VERDA;EXCEL-LENT;Mar plana;NO;23,00;27,90;vent fluixet;Llebeig o Grab¿(SW);Molt Alt;17/07/2014
DEL PONT DEL PETROLI;VERDA;EXCEL-LENT;Mar plana;NO;23,00;27,90;vent fluixet;Llebeig o Grab¿(SW);Molt Alt;17/07/2014
