NOM_PLATJA,BANDERA,QUALITAT_AIGUA,ESTAT_MAR,MEDUSES,TEMP_AIGUA,TEMP_AMBIENT,FORCA_VENT,TIPUS_VENT,UVI,DATA_ACTUALITZACIO
DEL PATÍ DE VELA,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,19,vent fluixet,Mestral(NW),Moderat,19/06/2016
DELS PESCADORS,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,19,vent fluixet,Mestral(NW),Moderat,19/06/2016
DEL PONT D'EN BOTIFARRETA,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,19,vent fluixet,Mestral(NW),Moderat,19/06/2016
DEL CRISTALL,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,19,vent fluixet,Mestral(NW),Moderat,19/06/2016
DE LA BARCA MARIA,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,19,vent fluixet,Mestral(NW),Moderat,19/06/2016
DE LA MORA,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,21,vent fluixet,Mestral(NW),Alt,20/06/2016
DEL COCO,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,21,vent fluixet,Mestral(NW),Alt,20/06/2016
DEL PONT DEL PETROLI,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,21,vent fluixet,Mestral(NW),Alt,20/06/2016
DE L'ESTACIÓ,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,21,vent fluixet,Mestral(NW),Alt,20/06/2016
DEL PATÍ DE VELA,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,21,vent fluixet,Mestral(NW),Alt,20/06/2016
DELS PESCADORS,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,21,vent fluixet,Mestral(NW),Alt,20/06/2016
DEL PONT D'EN BOTIFARRETA,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,21,vent fluixet,Mestral(NW),Alt,20/06/2016
DEL CRISTALL,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,21,vent fluixet,Mestral(NW),Alt,20/06/2016
DE LA BARCA MARIA,VERMELLA,PENDENT ANALIT.,Mar plana,NO,22,21,vent fluixet,Mestral(NW),Alt,20/06/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar plana,NO,21,23,ventolina,Mestral(NW),Alt,21/06/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar plana,NO,21,23,ventolina,Mestral(NW),Alt,21/06/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar plana,NO,21,23,ventolina,Mestral(NW),Alt,21/06/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar plana,NO,21,23,ventolina,Mestral(NW),Alt,21/06/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar plana,NO,21,23,ventolina,Mestral(NW),Alt,21/06/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar plana,NO,21,23,ventolina,Mestral(NW),Alt,21/06/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar plana,NO,21,23,ventolina,Mestral(NW),Alt,21/06/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar plana,NO,21,23,ventolina,Mestral(NW),Alt,21/06/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar plana,NO,21,23,ventolina,Mestral(NW),Alt,21/06/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,vent fluixet,Mestral(NW),Alt,22/06/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,vent fluixet,Mestral(NW),Alt,22/06/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,vent fluixet,Mestral(NW),Alt,22/06/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,vent fluixet,Mestral(NW),Alt,22/06/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,vent fluixet,Mestral(NW),Alt,22/06/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,vent fluixet,Mestral(NW),Alt,22/06/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,vent fluixet,Mestral(NW),Alt,22/06/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,vent fluixet,Mestral(NW),Alt,22/06/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,vent fluixet,Mestral(NW),Alt,22/06/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar plana,NO,21,24,calma,Mestral(NW),Molt Alt,23/06/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar plana,NO,21,24,calma,Mestral(NW),Molt Alt,23/06/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar plana,NO,21,24,calma,Mestral(NW),Molt Alt,23/06/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar plana,NO,21,24,calma,Mestral(NW),Molt Alt,23/06/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar plana,NO,21,24,calma,Mestral(NW),Molt Alt,23/06/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar plana,NO,21,24,calma,Mestral(NW),Molt Alt,23/06/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar plana,NO,21,24,calma,Mestral(NW),Molt Alt,23/06/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar plana,NO,21,24,calma,Mestral(NW),Molt Alt,23/06/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar plana,NO,21,24,calma,Mestral(NW),Molt Alt,23/06/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar plana,NO,22,27,calma,Mestral(NW),Molt Alt,24/06/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar plana,NO,22,27,calma,Mestral(NW),Molt Alt,24/06/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar plana,NO,22,27,calma,Mestral(NW),Molt Alt,24/06/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar plana,NO,22,27,calma,Mestral(NW),Molt Alt,24/06/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar plana,NO,22,27,calma,Mestral(NW),Molt Alt,24/06/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar plana,NO,22,27,calma,Mestral(NW),Molt Alt,24/06/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar plana,NO,22,27,calma,Mestral(NW),Molt Alt,24/06/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar plana,NO,22,27,calma,Mestral(NW),Molt Alt,24/06/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar plana,NO,22,27,calma,Mestral(NW),Molt Alt,24/06/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar plana,NO,22,25,calma,Mestral(NW),Alt,25/06/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar plana,NO,22,25,calma,Mestral(NW),Alt,25/06/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar plana,NO,22,25,calma,Mestral(NW),Alt,25/06/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar plana,NO,22,25,calma,Mestral(NW),Alt,25/06/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar plana,NO,22,25,calma,Mestral(NW),Alt,25/06/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar plana,NO,22,25,calma,Mestral(NW),Alt,25/06/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar plana,NO,22,25,calma,Mestral(NW),Alt,25/06/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar plana,NO,22,25,calma,Mestral(NW),Alt,25/06/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar plana,NO,22,25,calma,Mestral(NW),Alt,25/06/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,25,ventolina,Mestral(NW),Alt,26/06/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,25,ventolina,Mestral(NW),Alt,26/06/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,25,ventolina,Mestral(NW),Alt,26/06/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,25,ventolina,Mestral(NW),Alt,26/06/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,25,ventolina,Mestral(NW),Alt,26/06/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,25,ventolina,Mestral(NW),Alt,26/06/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,25,ventolina,Mestral(NW),Alt,26/06/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,25,ventolina,Mestral(NW),Alt,26/06/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,25,ventolina,Mestral(NW),Alt,26/06/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,27/06/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,27/06/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,27/06/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,27/06/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,27/06/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,27/06/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,27/06/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,27/06/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,27/06/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,ventolina,Mestral(NW),Alt,28/06/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,ventolina,Mestral(NW),Alt,28/06/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,ventolina,Mestral(NW),Alt,28/06/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,ventolina,Mestral(NW),Alt,28/06/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,ventolina,Mestral(NW),Alt,28/06/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,ventolina,Mestral(NW),Alt,28/06/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,ventolina,Mestral(NW),Alt,28/06/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,ventolina,Mestral(NW),Alt,28/06/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,23,ventolina,Mestral(NW),Alt,28/06/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,29/06/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,29/06/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,29/06/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,29/06/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,29/06/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,29/06/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,29/06/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,29/06/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,29/06/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,vent fluixet,Mestral(NW),Alt,30/06/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,vent fluixet,Mestral(NW),Alt,30/06/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,vent fluixet,Mestral(NW),Alt,30/06/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,vent fluixet,Mestral(NW),Alt,30/06/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,vent fluixet,Mestral(NW),Alt,30/06/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,vent fluixet,Mestral(NW),Alt,30/06/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,vent fluixet,Mestral(NW),Alt,30/06/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,vent fluixet,Mestral(NW),Alt,30/06/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,vent fluixet,Mestral(NW),Alt,30/06/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar plana,NO,22,23,calma,Mestral(NW),Alt,01/07/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar plana,NO,22,23,calma,Mestral(NW),Alt,01/07/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar plana,NO,22,23,calma,Mestral(NW),Alt,01/07/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar plana,NO,22,23,calma,Mestral(NW),Alt,01/07/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar plana,NO,22,23,calma,Mestral(NW),Alt,01/07/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar plana,NO,22,23,calma,Mestral(NW),Alt,01/07/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar plana,NO,22,23,calma,Mestral(NW),Alt,01/07/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar plana,NO,22,23,calma,Mestral(NW),Alt,01/07/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar plana,NO,22,23,calma,Mestral(NW),Alt,01/07/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,02/07/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,02/07/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,02/07/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,02/07/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,02/07/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,02/07/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,02/07/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,02/07/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,24,calma,Mestral(NW),Alt,02/07/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,23,vent fluixet,Mestral(NW),Alt,03/07/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,23,vent fluixet,Mestral(NW),Alt,03/07/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,23,vent fluixet,Mestral(NW),Alt,03/07/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,23,vent fluixet,Mestral(NW),Alt,03/07/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,23,vent fluixet,Mestral(NW),Alt,03/07/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,23,vent fluixet,Mestral(NW),Alt,03/07/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,23,vent fluixet,Mestral(NW),Alt,03/07/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,23,vent fluixet,Mestral(NW),Alt,03/07/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,23,vent fluixet,Mestral(NW),Alt,03/07/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,04/07/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,04/07/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,04/07/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,04/07/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,04/07/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,04/07/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,04/07/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,04/07/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,22,24,ventolina,Mestral(NW),Alt,04/07/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,27,calma,Mestral(NW),Alt,05/07/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,27,calma,Mestral(NW),Alt,05/07/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,27,calma,Mestral(NW),Alt,05/07/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,27,calma,Mestral(NW),Alt,05/07/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,27,calma,Mestral(NW),Alt,05/07/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,27,calma,Mestral(NW),Alt,05/07/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,27,calma,Mestral(NW),Alt,05/07/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,27,calma,Mestral(NW),Alt,05/07/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,27,calma,Mestral(NW),Alt,05/07/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,06/07/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,06/07/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,06/07/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,06/07/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,06/07/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,06/07/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,06/07/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,06/07/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,06/07/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,07/07/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,07/07/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,07/07/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,07/07/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,07/07/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,07/07/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,07/07/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,07/07/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,25,ventolina,Mestral(NW),Alt,07/07/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar plana,NO,23,25,calma,Mestral(NW),Alt,07/07/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar plana,NO,23,25,calma,Mestral(NW),Alt,07/07/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar plana,NO,23,25,calma,Mestral(NW),Alt,07/07/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar plana,NO,23,25,calma,Mestral(NW),Alt,07/07/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar plana,NO,23,25,calma,Mestral(NW),Alt,07/07/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar plana,NO,23,25,calma,Mestral(NW),Alt,07/07/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar plana,NO,23,25,calma,Mestral(NW),Alt,07/07/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar plana,NO,23,25,calma,Mestral(NW),Alt,07/07/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar plana,NO,23,25,calma,Mestral(NW),Alt,07/07/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar plana,NO,23,26,calma,Mestral(NW),Alt,08/07/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar plana,NO,23,26,calma,Mestral(NW),Alt,08/07/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar plana,NO,23,26,calma,Mestral(NW),Alt,08/07/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar plana,NO,23,26,calma,Mestral(NW),Alt,08/07/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar plana,NO,23,26,calma,Mestral(NW),Alt,08/07/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar plana,NO,23,26,calma,Mestral(NW),Alt,08/07/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar plana,NO,23,26,calma,Mestral(NW),Alt,08/07/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar plana,NO,23,26,calma,Mestral(NW),Alt,08/07/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar plana,NO,23,26,calma,Mestral(NW),Alt,08/07/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar plana,NO,23,29,calma,Mestral(NW),Alt,09/07/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar plana,NO,23,29,calma,Mestral(NW),Alt,09/07/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar plana,NO,23,29,calma,Mestral(NW),Alt,09/07/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar plana,NO,23,29,calma,Mestral(NW),Alt,09/07/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar plana,NO,23,29,calma,Mestral(NW),Alt,09/07/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar plana,NO,23,29,calma,Mestral(NW),Alt,09/07/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar plana,NO,23,29,calma,Mestral(NW),Alt,09/07/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar plana,NO,23,29,calma,Mestral(NW),Alt,09/07/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar plana,NO,23,29,calma,Mestral(NW),Alt,09/07/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,28,calma,Mestral(NW),Molt Alt,10/07/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,28,calma,Mestral(NW),Molt Alt,10/07/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,28,calma,Mestral(NW),Molt Alt,10/07/2016
DE L'ESTACIÓ,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,28,calma,Mestral(NW),Molt Alt,10/07/2016
DEL PATÍ DE VELA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,28,calma,Mestral(NW),Molt Alt,10/07/2016
DELS PESCADORS,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,28,calma,Mestral(NW),Molt Alt,10/07/2016
DEL PONT D'EN BOTIFARRETA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,28,calma,Mestral(NW),Molt Alt,10/07/2016
DEL CRISTALL,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,28,calma,Mestral(NW),Molt Alt,10/07/2016
DE LA BARCA MARIA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,23,28,calma,Mestral(NW),Molt Alt,10/07/2016
DE LA MORA,VERDA,PENDENT ANALIT.,Mar arrissada,NO,25,26,calma,Mestral(NW),Molt Alt,11/07/2016
DEL COCO,VERDA,PENDENT ANALIT.,Mar arrissada,NO,25,26,calma,Mestral(NW),Molt Alt,11/07/2016
DEL PONT DEL PETROLI,VERDA,PENDENT ANALIT.,Mar arrissada,NO,25,26,calma,Mestral(NW),Molt Alt,11/07/2016
