CODI_DIVISIO_TERRITORIAL;ANY;EPIGRAF;SECCIO;DESCRIPCIO_EPIGRAF;TOTAL
EN EL MUNICIPI;1994;3299;1;CONST. OTRAS MAQ. Y EQUIPOS NCOP;17
EN EL MUNICIPI;1994;3251;1;CONST.MAQ. MINERIA Y CONSTRUCCION;3
EN EL MUNICIPI;1994;3243;1;CONST.MAQ.IND._DEL CAUCHO Y PLASTICOS;2
EN EL MUNICIPI;1994;3242;1;CONST.MAQUINAS PARA INDUSTRIA QUIMICA;3
EN EL MUNICIPI;1994;362;1;CONSTRUCC. CARROCERIAS, REMOLQUES...;1
EN EL MUNICIPI;1994;5012;1;CONSTRUCC. COMPLETA OBRAS CIVILES;5
EN EL MUNICIPI;1994;315;1;CONSTRUCC. DEPOSITOS Y CALDERERIA;5
EN EL MUNICIPI;1994;5011;1;CONSTRUCCION COMPLETA, REPAR. Y CONSERV.;64
EN EL MUNICIPI;1994;507;1;CONSTRUCCION DE TODA CLASE DE OBRAS;1
EN EL MUNICIPI;1994;361;1;CONSTRUCCION DE VEHICULOS AUTOMOVILES;1
EN EL MUNICIPI;1994;382;1;CONSTRUCC.REPARACION, MANT. AERONAVES;1
EN EL MUNICIPI;1994;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;6
EN EL MUNICIPI;1994;945;1;CONSULTAS Y CLINICAS VETERINARIAS;3
EN EL MUNICIPI;1994;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;1
EN EL MUNICIPI;1994;745;2;CORREDORES DE COMERCIO COLEGIADOS;2
EN EL MUNICIPI;1994;441;1;CURTICION Y ACABADO DE CUEROS Y PIELES;4
EN EL MUNICIPI;1994;432;2;DECORADORES-DISEÑADORES DE INTERIORES;2
EN EL MUNICIPI;1994;431;2;DELINEANTES;6
EN EL MUNICIPI;1994;5021;1;DEMOLICIONES Y DERRIBOS EN GENERAL;2
EN EL MUNICIPI;1994;7541;1;DEPOSITOS Y ALMACENES GENERALES;3
EN EL MUNICIPI;1994;6442;1;DESPACHOS PAN, PAN ESPECIAL, Y BOLLERIA;7
EN EL MUNICIPI;1994;773;2;DETECTIVES PRIVADOS, VIGILANCIA, PROTECC;1
EN EL MUNICIPI;1994;224;2;DIBUJANTES TECNICOS;6
EN EL MUNICIPI;1994;744;2;DIPLOMADOS EN CIENCIAS EMPRESARIALES;3
EN EL MUNICIPI;1994;764;2;DIPLOMADOS EN INFORMATICA;1
EN EL MUNICIPI;1994;1614;1;DISTRIBUCION DE AGUA EN NUCLEOS URBANOS;1
EN EL MUNICIPI;1994;9621;1;DISTRIBUCION Y VENTA DE PELICULAS;2
EN EL MUNICIPI;1994;9622;1;DISTRIBUCION Y VTA MAY. PELICULAS;1
EN EL MUNICIPI;1994;823;2;DOCENTES ENSEÑANZA GRAL. BASICA;1
EN EL MUNICIPI;1994;775;2;DOCTORES Y LICENCIADOS EN FILOSOFIA;1
EN EL MUNICIPI;1994;776;2;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;9
EN EL MUNICIPI;1994;741;2;ECONOMISTAS;4
EN EL MUNICIPI;1994;4761;1;EDICION DE LIBROS;5
EN EL MUNICIPI;1994;4762;1;EDICION DE PERIODICOS Y REVISTAS;1
EN EL MUNICIPI;1994;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;8
EN EL MUNICIPI;1994;4212;1;ELABORACION PTOS. CONFITERIA;2
EN EL MUNICIPI;1994;9654;1;EMPRESAS DE ESPECTACULOS;1
EN EL MUNICIPI;1994;7515;1;ENGRASE Y LAVADO DE VEHICULOS;8
EN EL MUNICIPI;1994;9331;1;ENSEÑ. CONDUCCION VEHICULOS;13
EN EL MUNICIPI;1994;9313;1;ENSEÑANZA BACHILLERATO, F.P., Y C.O.U.;6
EN EL MUNICIPI;1994;9312;1;ENSEÑANZA EDUCACION GENERAL BASICA;22
EN EL MUNICIPI;1994;9321;1;ENSEÑANZA FORMACION PROF. NO SUPERIOR;8
EN EL MUNICIPI;1994;9314;1;ENSEÑANZA REGLADA (PREESC,EGB,BUP,FP,COU;10
EN EL MUNICIPI;1994;821;1;ENTIDADES ASEGURADORES DE VIDA Y CAPIT.;1
EN EL MUNICIPI;1994;9672;1;ESCUELAS Y SERV. PERFECC. DEL DEPORTE;12
EN EL MUNICIPI;1994;777;2;ESPECIALISTAS ORIENTACION Y ANALISIS PER;5
EN EL MUNICIPI;1994;772;2;ESTENOTIPISTAS, TAQUIMECANOGRAFOS,...;3
EN EL MUNICIPI;1994;833;2;ESTOMATOLOGOS;11
EN EL MUNICIPI;1994;873;2;EXPENDEDORES NO OFICIALES APUESTAS;1
EN EL MUNICIPI;1994;871;2;EXPENDEDORES OFICIALES LOTERIAS;6
EN EL MUNICIPI;1994;845;1;EXPLOTACION ELECTRONICA POR TERCEROS;8
EN EL MUNICIPI;1994;9213;1;EXTERMINIO ANIMALES DAÑINOS Y DESIFECC.;2
EN EL MUNICIPI;1994;2313;1;EXTRACC. ARENAS Y GRAVAS CONSTRUCCION;1
EN EL MUNICIPI;1994;4371;1;FAB. ALFOMBRAS Y TAPICES;1
EN EL MUNICIPI;1994;345;1;FAB. APARATOS ELECTRODOMESTICOS;1
EN EL MUNICIPI;1994;3922;1;FAB. APARATOS PROTESIS Y ORTOPEDIA;3
EN EL MUNICIPI;1994;4822;1;FAB. ART. ACABADOS MATERIAS PLASTICAS;16
EN EL MUNICIPI;1994;3141;1;FAB. ART. CARPINTERIA METALICA;35
EN EL MUNICIPI;1994;467;1;FAB. ART. JUNCO, CAÑA Y CESTERIA;1
EN EL MUNICIPI;1994;4733;1;FAB. ART. OFICINA, ESCRITORIO, EN PAPEL;3
EN EL MUNICIPI;1994;3162;1;FAB. ARTICULOS DE FERRETERIA/CERRAJERIA;12
EN EL MUNICIPI;1994;2435;1;FAB. ARTICULOS DERIVADOS YESO Y ESCAYOLA;1
EN EL MUNICIPI;1994;4731;1;FAB. CARTON ONDULADO Y SUS ARTICULOS;3
EN EL MUNICIPI;1994;2537;1;FAB. COLAS Y GELATINAS;3
EN EL MUNICIPI;1994;2532;1;FAB. COLORANTES Y PIGMENTOS;1
EN EL MUNICIPI;1994;245;1;FAB. DE ABRASIVOS;2
EN EL MUNICIPI;1994;464;1;FAB. ENVASES Y EMBALAJES DE MADERA;2
EN EL MUNICIPI;1994;2542;1;FAB. ESPECIALIDADES FARMACEUTICAS;1
EN EL MUNICIPI;1994;3142;1;FAB. ESTRUCTURAS METALICAS;4
EN EL MUNICIPI;1994;4351;1;FAB. GENEROS DE PUNTO EN PIEZA;5
EN EL MUNICIPI;1994;3161;1;FAB. HERRAMIENTAS MANUALES;7
EN EL MUNICIPI;1994;2431;1;FAB. HORMIGONES PREPARADOS;4
EN EL MUNICIPI;1994;2551;1;FAB. JABONES COMUNES, DETERGENTES, LEJIA;2
EN EL MUNICIPI;1994;2552;1;FAB. JABONES TOCADOR Y PTOS. PERFUMERIA;2
EN EL MUNICIPI;1994;4941;1;FAB. JUEGOS, JUGUETES Y ART. PUERICULT.;1
EN EL MUNICIPI;1994;415;1;FAB. JUGOS Y CONSERVAS VEGETALES;1
EN EL MUNICIPI;1994;346;1;FAB. LAMPARAS Y MATERIAL DE ALUMBRADO;4
EN EL MUNICIPI;1994;4681;1;FAB. MOBILIARIO DE MADERA PARA EL HOGAR;17
EN EL MUNICIPI;1994;3166;1;FAB. MOBILIARIO METALICO;6
EN EL MUNICIPI;1994;3932;1;FAB. MONTURAS PARA GAFAS (PLASTICO NO);1
EN EL MUNICIPI;1994;4683;1;FAB. MUEBLES DIV. MADERA, JUNCO, MIMBRE;1
EN EL MUNICIPI;1994;465;1;FAB. OBJETOS DIVERSOS DE MADERA;7
EN EL MUNICIPI;1994;4819;1;FAB. OTROS ART. CAUCHO NCOP;2
EN EL MUNICIPI;1994;4959;1;FAB. OTROS ART. NCOP;10
EN EL MUNICIPI;1994;4732;1;FAB. OTROS ART. Y ENVASES PAPEL Y CARTON;2
EN EL MUNICIPI;1994;4429;1;FAB. OTROS ARTICULOS DE CUERO NCOP;1
EN EL MUNICIPI;1994;4739;1;FAB. OTROS MANIPULADOS PAPEL Y CARTON;2
EN EL MUNICIPI;1994;2479;1;FAB. OTROS PTOS. CERAMICOS NCOP;2
EN EL MUNICIPI;1994;2539;1;FAB. OTROS PTOS. QUIMICOS USO INDUSTRIAL;2
EN EL MUNICIPI;1994;472;1;FAB. PAPEL Y CARTON;1
EN EL MUNICIPI;1994;2533;1;FAB. PINTURAS, BARNICES Y LACAS;4
EN EL MUNICIPI;1994;4354;1;FAB. PRENDAS EXTERIORES DE PUNTO;7
EN EL MUNICIPI;1994;2514;1;FAB. PRIMERA MATERIAS PLASTICAS;1
EN EL MUNICIPI;1994;2513;1;FAB. PTOS. QUIMICOS INORGANICOS;1
EN EL MUNICIPI;1994;4821;1;FAB. PTOS. SEMIELABORADOS PLASTICO;5
EN EL MUNICIPI;1994;3167;1;FAB. RECIPIENTES Y ENVASES METALICOS;3
EN EL MUNICIPI;1994;399;1;FAB. RELOJES Y OTROS INSTRUMENTOS NCOP;2
EN EL MUNICIPI;1994;463;1;FAB. SERIE PIEZAS DE CARPINTERIA;33
EN EL MUNICIPI;1994;2462;1;FAB. VIDRIO HUECO;2
EN EL MUNICIPI;1994;2463;1;FAB. VIDRIO TECNICO;1
EN EL MUNICIPI;1994;3512;1;FAB.APARATOS TELECOMUNICACION RADIODIF.;1
EN EL MUNICIPI;1994;353;1;FAB.APARAT.SEÑALIZACION,CONTROL;2
EN EL MUNICIPI;1994;4421;1;FAB.ART. MARROQUINERIA Y VIAJE;4
EN EL MUNICIPI;1994;354;1;FAB.COMPONENTES ELECTRONICOS Y CIRCUITOS;2
EN EL MUNICIPI;1994;3261;1;FAB.ENGRANAJES,CADENAS DE TRANSMISION;1
EN EL MUNICIPI;1994;363;1;FAB.EQUIPO,COMPONENTES,REPUESTOS, COCHES;2
EN EL MUNICIPI;1994;341;1;FAB.HILOS Y CABLES ELECTRICOS;1
EN EL MUNICIPI;1994;342;1;FAB.MATERIAL ELECTRICO DE USO Y EQUIP.;8
EN EL MUNICIPI;1994;4132;1;FAB.PTOS.CARNICOS DE TODAS CLASES;2
EN EL MUNICIPI;1994;152;1;FABRICACION Y DISTRIBUCION DE GAS;1
EN EL MUNICIPI;1994;3223;1;FAB.UTILES PARA MAQUINAS HERRAMIENTAS;3
EN EL MUNICIPI;1994;835;2;FARMACEUTICOS;1
EN EL MUNICIPI;1994;6521;1;FARMACIAS;15
EN EL MUNICIPI;1994;312;1;FORJA,ESTAMPADO,EMBUTICION,TROQUELADO;5
EN EL MUNICIPI;1994;3111;1;FUNDICION PIEZAS DE HIERRO Y ACERO;5
EN EL MUNICIPI;1994;3112;1;FUNDICION PIEZAS METALES NO FERREOS;1
EN EL MUNICIPI;1994;722;2;GESTORES ADMINISTRATIVOS;3
EN EL MUNICIPI;1994;765;2;GRABADORES, Y OTROS PROF. INFORMATICA;3
EN EL MUNICIPI;1994;726;2;GRADUADOS SOCIALES;5
EN EL MUNICIPI;1994;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;24
EN EL MUNICIPI;1994;7511;1;GUARDIA Y CUSTODIA VEHICULOS EN GARAJES;10
EN EL MUNICIPI;1994;7513;1;GUARDIA Y CUSTODIA VEHICULOS EN SOLARES;1
EN EL MUNICIPI;1994;7512;1;GUARDIA Y CUSTODIA VEHICULOS  PARKING ;11
EN EL MUNICIPI;1994;4312;1;HILADO Y RETORCIDO DEL ALGODON;1
EN EL MUNICIPI;1994;684;1;HOSPEDAJE EN APARTA-HOTELES;1
EN EL MUNICIPI;1994;682;1;HOSPEDAJE EN HOSTALES Y PENSIONES;3
EN EL MUNICIPI;1994;681;1;HOSPEDAJE EN HOTELES Y MOTELES;1
EN EL MUNICIPI;1994;683;1;HOSPEDAJES EN FONDAS Y CASAS HUESPEDES;1
