web_date,name,download_date
2019,2019_IBI_SECCIO.csv,20/07/2023
2018,2018_IBI_SECCIO.csv,20/07/2023
2017,2017_IBI_SECCIO.csv,20/07/2023
2016,2016_IBI_SECCIO.csv,20/07/2023
2015,2015_IBI_SECCIO.csv,20/07/2023
2014,2014_IBI_SECCIO.csv,20/07/2023
2013,2013_IBI_SECCIO.csv,20/07/2023
