CODI_DIVISIO_TERRITORIAL;US;PROMIG_VALOR_CAD;NRE_LOCALS
S-07029;ALTRES USOS;     1,177,711.82;1
S-07029;COMERÇ;        31,607.53;21
S-07029;EMMAGATZEMATGE;         4,986.19;731
S-07029;INDUSTRIA;         7,252.96;1
S-07029;VIVENDA;        32,890.88;1010
S-07030;COMERÇ;        18,949.64;67
S-07030;EMMAGATZEMATGE;         6,373.01;490
S-07030;OFICINA;        40,282.26;2
S-07030;VIVENDA;        45,386.02;455
S-07031;COMERÇ;        24,336.98;30
S-07031;EMMAGATZEMATGE;         6,394.96;227
S-07031;SOL SENSE EDIFICAR;        38,926.83;1
S-07031;VIVENDA;        26,939.71;662
S-08001;ALTRES USOS;        93,394.56;1
S-08001;COMERÇ;        24,462.66;29
S-08001;EMMAGATZEMATGE;         6,889.28;224
S-08001;INDUSTRIA;        24,709.91;3
S-08001;SOL SENSE EDIFICAR;        24,936.05;3
S-08001;VIVENDA;        25,991.77;292
S-08002;COMERÇ;        51,416.56;38
S-08002;EMMAGATZEMATGE;         7,086.40;181
S-08002;ENSENYAMENT;       106,405.12;2
S-08002;INDUSTRIA;        72,224.78;1
S-08002;VIVENDA;        29,353.22;461
S-08003;COMERÇ;       207,269.95;107
S-08003;EMMAGATZEMATGE;         5,791.36;710
S-08003;INDUSTRIA;       151,665.57;56
S-08003;OFICINA;       351,459.81;1
S-08003;SOL SENSE EDIFICAR;         6,981.43;2
S-08003;VIVENDA;        31,255.12;417
S-08004;COMERÇ;        54,889.02;18
S-08004;EMMAGATZEMATGE;         3,714.76;256
S-08004;ENSENYAMENT;       142,837.39;1
S-08004;INDUSTRIA;        14,183.84;1
S-08004;OFICINA;        77,804.50;2
S-08004;VIVENDA;        25,487.95;383
S-08005;COMERÇ;        20,853.06;18
S-08005;EMMAGATZEMATGE;        10,471.56;15
S-08005;INDUSTRIA;        11,470.97;2
S-08005;SOL SENSE EDIFICAR;        13,206.20;4
S-08005;VIVENDA;        25,752.17;248
S-08006;COMERÇ;        21,577.82;24
S-08006;EMMAGATZEMATGE;         4,264.38;134
S-08006;VIVENDA;        29,140.81;329
S-08007;ALTRES USOS;       109,037.09;1
S-08007;COMERÇ;        21,653.54;30
S-08007;EMMAGATZEMATGE;        19,009.95;21
S-08007;ENSENYAMENT;        48,836.34;1
S-08007;INDUSTRIA;        48,466.47;2
S-08007;OFICINA;        29,345.96;5
S-08007;VIVENDA;        24,064.74;494
S-08008;ALTRES USOS;       171,886.23;1
S-08008;COMERÇ;        39,377.27;51
S-08008;EMMAGATZEMATGE;         7,558.05;294
S-08008;SOL SENSE EDIFICAR;        54,601.23;3
S-08008;VIVENDA;        28,005.56;688
S-08009;COMERÇ;        39,306.40;20
S-08009;EMMAGATZEMATGE;         3,868.28;175
S-08009;INDUSTRIA;         4,920.36;1
S-08009;VIVENDA;        23,992.01;319
S-08010;COMERÇ;        28,422.87;22
S-08010;EMMAGATZEMATGE;        19,376.50;17
S-08010;ENSENYAMENT;       200,326.11;1
S-08010;INDUSTRIA;        18,577.23;2
S-08010;VIVENDA;        23,475.56;318
S-08011;VIVENDA;        23,577.69;117
S-08012;ALTRES USOS;       691,434.92;1
S-08012;COMERÇ;       429,424.24;72
S-08012;EMMAGATZEMATGE;         4,298.00;910
S-08012;INDUSTRIA;       328,412.38;25
S-08012;VIVENDA;        51,713.60;440
S-08013;COMERÇ;        38,748.65;11
S-08013;EMMAGATZEMATGE;         4,237.72;444
S-08013;INDUSTRIA;        58,511.68;2
S-08013;OFICINA;        25,296.65;19
S-08013;SOL SENSE EDIFICAR;       230,751.48;1
S-08013;VIVENDA;        40,687.70;230
S-09001;COMERÇ;        23,232.30;19
S-09001;EMMAGATZEMATGE;        11,407.98;19
S-09001;ENSENYAMENT;       251,692.86;2
S-09001;VIVENDA;        25,611.74;194
S-09002;COMERÇ;       378,267.10;1
S-09002;EMMAGATZEMATGE;        12,234.32;2
S-09002;VIVENDA;        15,347.55;253
S-09003;COMERÇ;        54,643.21;15
S-09003;EMMAGATZEMATGE;        10,260.62;123
S-09003;ENSENYAMENT;       178,217.38;2
S-09003;INDUSTRIA;       188,385.17;73
S-09003;OFICINA;       216,320.86;1
S-09003;SOL SENSE EDIFICAR;       133,214.36;5
S-09003;VIVENDA;        32,934.29;273
S-09004;ENSENYAMENT;     1,344,503.23;1
S-09004;VIVENDA;        14,546.50;220
S-09005;VIVENDA;        14,352.62;80
S-09006;COMERÇ;        13,410.94;75
S-09006;EMMAGATZEMATGE;        34,074.40;6
S-09006;VIVENDA;        16,864.91;728
S-09008;COMERÇ;        19,037.23;27
S-09008;EMMAGATZEMATGE;         2,546.74;4
S-09008;ENSENYAMENT;        49,663.94;1
S-09008;INDUSTRIA;       717,771.20;1
S-09008;VIVENDA;        21,326.27;768
S-09009;COMERÇ;        23,165.44;8
S-09009;EMMAGATZEMATGE;         5,577.93;28
S-09009;VIVENDA;        24,237.50;155
S-09010;ALTRES USOS;        28,376.16;2
S-09010;COMERÇ;        13,598.75;77
S-09010;EMMAGATZEMATGE;         5,675.77;120
S-09010;VIVENDA;        31,319.74;385
S-09011;COMERÇ;        10,889.89;5
S-09011;VIVENDA;        18,494.21;95
S-09012;COMERÇ;        37,081.38;17
S-09012;EMMAGATZEMATGE;         7,138.36;26
S-09012;OFICINA;        20,882.39;1
S-09012;VIVENDA;        21,091.73;683
S-09013;COMERÇ;        29,133.92;25
S-09013;EMMAGATZEMATGE;         4,116.45;147
S-09013;ENSENYAMENT;        29,775.83;1
S-09013;VIVENDA;        24,232.04;352
S-09014;COMERÇ;        17,020.75;9
S-09014;VIVENDA;        25,978.53;67
S-09015;COMERÇ;        30,489.02;5
S-09015;EMMAGATZEMATGE;         9,410.59;21
S-09015;OFICINA;        15,824.99;1
S-09015;VIVENDA;        28,604.27;129
S-09016;COMERÇ;        16,065.87;55
S-09016;EMMAGATZEMATGE;         5,849.46;214
S-09016;ENSENYAMENT;        19,593.22;1
S-09016;OFICINA;        20,900.37;2
S-09016;VIVENDA;        22,727.35;572
S-09017;COMERÇ;        17,845.97;27
S-09017;EMMAGATZEMATGE;         5,986.28;55
S-09017;INDUSTRIA;         8,231.59;1
S-09017;VIVENDA;        20,912.39;379
S-09018;COMERÇ;        48,289.78;5
S-09018;EMMAGATZEMATGE;        15,023.00;9
S-09018;ENSENYAMENT;       138,361.73;1
S-09018;SOL SENSE EDIFICAR;       113,772.55;1
S-09018;VIVENDA;        20,013.14;142
S-09019;COMERÇ;        21,530.30;20
S-09019;EMMAGATZEMATGE;         6,921.62;32
S-09019;INDUSTRIA;       119,861.92;1
S-09019;OFICINA;        26,050.59;1
S-09019;SOL SENSE EDIFICAR;       108,523.32;1
S-09019;VIVENDA;        22,230.05;353
S-09020;COMERÇ;         6,795.31;3
S-09020;EMMAGATZEMATGE;         3,133.54;1
S-09020;VIVENDA;        14,734.58;79
S-09021;COMERÇ;        45,772.52;30
S-09021;EMMAGATZEMATGE;         8,315.67;112
S-09021;ENSENYAMENT;       162,211.88;5
S-09021;INDUSTRIA;        51,696.82;12
S-09021;OFICINA;        29,368.94;2
S-09021;SOL SENSE EDIFICAR;        30,334.81;1
S-09021;VIVENDA;        32,872.06;484
S-09022;ALTRES USOS;        21,875.08;1
S-09022;COMERÇ;        29,181.41;32
S-09022;EMMAGATZEMATGE;        10,559.40;24
S-09022;INDUSTRIA;        32,213.94;2
S-09022;OFICINA;        41,586.47;5
S-09022;SOL SENSE EDIFICAR;        69,930.69;3
S-09022;VIVENDA;        28,032.34;385
S-09023;COMERÇ;        16,680.27;16
S-09023;EMMAGATZEMATGE;         4,831.53;1
S-09023;INDUSTRIA;        78,365.04;1
S-09023;VIVENDA;        17,916.25;254
S-09024;COMERÇ;        21,528.46;21
S-09024;EMMAGATZEMATGE;         9,536.31;31
S-09024;VIVENDA;        22,632.05;391
S-09025;COMERÇ;        37,786.62;23
S-09025;EMMAGATZEMATGE;         9,203.64;34
S-09025;HOTEL;        69,709.35;1
S-09025;INDUSTRIA;        48,676.32;2
S-09025;SOL SENSE EDIFICAR;        26,989.27;1
S-09025;VIVENDA;        25,686.96;232
S-09026;COMERÇ;        37,684.44;26
S-09026;EMMAGATZEMATGE;         5,980.18;64
S-09026;ENSENYAMENT;       131,769.87;4
S-09026;OFICINA;        68,308.05;5
S-09026;VIVENDA;        25,263.98;418
S-09027;COMERÇ;        20,201.99;56
S-09027;EMMAGATZEMATGE;        11,248.45;45
S-09027;ENSENYAMENT;        12,144.57;4
S-09027;INDUSTRIA;        37,286.02;2
S-09027;SOL SENSE EDIFICAR;        10,174.15;1
S-09027;VIVENDA;        27,747.50;327
S-09028;COMERÇ;        29,507.84;9
S-09028;EMMAGATZEMATGE;         3,902.98;44
S-09028;ENSENYAMENT;        19,249.47;1
S-09028;OFICINA;        17,612.12;1
S-09028;VIVENDA;        20,828.01;224
S-09029;ALTRES USOS;        75,566.32;2
S-09029;COMERÇ;        39,888.89;8
S-09029;EMMAGATZEMATGE;        20,101.88;8
S-09029;INDUSTRIA;        36,137.45;6
S-09029;OFICINA;        57,496.22;1
S-09029;VIVENDA;        34,291.31;110
S-09030;COMERÇ;       237,106.55;16
S-09030;EMMAGATZEMATGE;         4,177.84;155
S-09030;INDUSTRIA;       284,786.01;124
S-09030;OFICINA;       236,486.12;40
S-09030;SOL SENSE EDIFICAR;       449,850.40;4
S-09030;VIVENDA;        27,618.15;283
S-09031;COMERÇ;        17,804.63;11
S-09031;EMMAGATZEMATGE;         7,358.93;3
S-09031;ENSENYAMENT;        18,173.24;3
S-09031;OFICINA;        19,151.51;1
S-09031;VIVENDA;        25,201.38;88
S-09032;COMERÇ;        22,773.44;14
S-09032;EMMAGATZEMATGE;         4,989.03;181
S-09032;INDUSTRIA;        95,266.19;1
S-09032;SOL SENSE EDIFICAR;        16,605.54;2
S-09032;VIVENDA;        20,758.07;156
S-09033;COMERÇ;        21,119.07;32
S-09033;EMMAGATZEMATGE;         6,942.47;141
S-09033;ENSENYAMENT;       154,368.70;1
S-09033;OFICINA;        17,301.25;3
S-09033;SOL SENSE EDIFICAR;        13,833.50;2
S-09033;VIVENDA;        23,332.87;374
S-09034;COMERÇ;        22,417.91;75
S-09034;EMMAGATZEMATGE;         5,916.55;166
S-09034;INDUSTRIA;        47,867.09;3
S-09034;OFICINA;        35,676.09;7
S-09034;VIVENDA;        29,001.62;624
S-09035;COMERÇ;        74,945.96;17
S-09035;EMMAGATZEMATGE;        15,325.70;56
S-09035;INDUSTRIA;        57,924.18;4
S-09035;OFICINA;        24,424.59;1
S-09035;SOL SENSE EDIFICAR;       850,084.57;1
S-09035;VIVENDA;        26,426.83;501
S-09036;COMERÇ;        17,657.40;44
S-09036;EMMAGATZEMATGE;         5,947.56;69
S-09036;ENSENYAMENT;        32,684.12;1
S-09036;INDUSTRIA;        84,648.75;3
S-09036;OFICINA;        30,698.78;1
S-09036;SOL SENSE EDIFICAR;         7,485.99;2
S-09036;VIVENDA;        22,499.78;735
S-09037;COMERÇ;        11,973.38;43
S-09037;EMMAGATZEMATGE;         3,645.88;9
S-09037;OFICINA;        30,536.48;2
S-09037;VIVENDA;        16,233.50;502
S-09038;COMERÇ;        24,031.64;77
S-09038;EMMAGATZEMATGE;         7,082.24;174
S-09038;INDUSTRIA;        39,634.17;4
S-09038;OFICINA;        20,588.17;8
S-09038;SOL SENSE EDIFICAR;        14,760.41;3
S-09038;VIVENDA;        24,454.39;614
S-09042;INDUSTRIA;       367,966.70;2
S-09042;VIVENDA;        14,263.69;242
S-09043;COMERÇ;        27,589.85;14
S-09043;EMMAGATZEMATGE;         5,088.55;234
S-09043;ENSENYAMENT;       129,403.15;1
S-09043;HOTEL;        50,037.80;1
S-09043;INDUSTRIA;        42,854.21;3
S-09043;OFICINA;        62,185.59;4
S-09043;SOL SENSE EDIFICAR;       150,844.20;1
S-09043;VIVENDA;        30,086.28;362
S-09044;COMERÇ;        32,574.46;31
S-09044;EMMAGATZEMATGE;         6,331.27;62
S-09044;ENSENYAMENT;        44,572.02;1
S-09044;SOL SENSE EDIFICAR;         1,930.24;1
S-09044;VIVENDA;        26,083.19;368
S-09045;COMERÇ;        19,263.83;47
S-09045;EMMAGATZEMATGE;         6,199.44;19
S-09045;VIVENDA;        19,929.88;595
S-09046;COMERÇ;        25,526.85;11
S-09046;EMMAGATZEMATGE;         4,863.01;173
S-09046;OFICINA;        18,216.85;1
S-09046;SOL SENSE EDIFICAR;         3,287.17;1
S-09046;VIVENDA;        23,217.46;212
S-09047;COMERÇ;        25,778.16;32
S-09047;EMMAGATZEMATGE;         5,690.95;267
S-09047;ENSENYAMENT;        29,561.71;3
S-09047;OFICINA;        27,685.59;4
S-09047;VIVENDA;        22,187.70;680
S-09048;COMERÇ;        25,731.83;13
S-09048;EMMAGATZEMATGE;         5,850.07;22
S-09048;INDUSTRIA;         5,230.87;1
S-09048;SOL SENSE EDIFICAR;         4,450.30;1
S-09048;VIVENDA;        21,480.58;156
S-09049;ALTRES USOS;        71,293.90;2
S-09049;COMERÇ;        78,159.54;19
S-09049;EMMAGATZEMATGE;         3,836.65;446
S-09049;ENSENYAMENT;       170,633.19;3
S-09049;ESPORTIU;        18,178.48;2
S-09049;INDUSTRIA;        85,692.40;4
S-09049;OFICINA;        63,413.11;8
S-09049;SOL SENSE EDIFICAR;        32,475.60;1
S-09049;VIVENDA;        47,604.86;556
S-09050;ALTRES USOS;        37,737.19;1
S-09050;COMERÇ;        43,738.92;11
S-09050;EMMAGATZEMATGE;       115,387.67;2
S-09050;OFICINA;        17,498.20;1
S-09050;VIVENDA;        25,306.51;147
S-09053;COMERÇ;        42,771.20;25
S-09053;EMMAGATZEMATGE;         8,603.68;48
S-09053;OFICINA;        25,076.29;3
S-09053;VIVENDA;        27,163.55;217
S-09054;COMERÇ;        16,527.80;5
S-09054;EMMAGATZEMATGE;         3,902.23;44
S-09054;VIVENDA;        23,311.13;106
S-09055;COMERÇ;        86,215.66;6
S-09055;EMMAGATZEMATGE;        74,594.25;10
S-09055;INDUSTRIA;       272,700.81;58
S-09055;OFICINA;       207,336.54;3
S-09055;VIVENDA;        16,722.17;60
S-09056;COMERÇ;        19,960.98;1
S-09056;EMMAGATZEMATGE;         6,672.55;1
S-09056;HOTEL;        65,821.15;1
S-09056;VIVENDA;        16,780.62;11
S-09057;ALTRES USOS;       566,930.12;1
S-09057;COMERÇ;        67,470.40;71
S-09057;EMMAGATZEMATGE;         9,081.07;68
S-09057;ENSENYAMENT;        36,265.00;1
S-09057;INDUSTRIA;        37,028.41;1
S-09057;VIVENDA;        36,096.12;492
S-09058;COMERÇ;        34,458.09;21
S-09058;EMMAGATZEMATGE;        43,229.53;9
S-09058;OFICINA;        25,740.21;5
S-09058;VIVENDA;        24,400.96;269
S-09059;ALTRES USOS;        36,169.30;2
S-09059;COMERÇ;        96,505.41;25
S-09059;EMMAGATZEMATGE;         5,430.53;304
S-09059;OFICINA;        35,562.91;7
S-09059;VIVENDA;        35,057.93;409
