CODI_DIVISIO_TERRITORIAL;US;PROMIG_VALOR_CAD;NRE_LOCALS
S-07025;SOL SENSE EDIFICAR;       211,395.27;1
S-07025;VIVENDA;        26,695.74;267
S-07026;ALTRES USOS;       467,796.12;1
S-07026;COMERÇ;        50,694.89;29
S-07026;EMMAGATZEMATGE;         7,472.26;118
S-07026;OFICINA;        12,836.73;9
S-07026;SOL SENSE EDIFICAR;        10,127.56;4
S-07026;VIVENDA;        28,312.92;260
S-07027;COMERÇ;        44,779.07;71
S-07027;EMMAGATZEMATGE;         7,792.18;155
S-07027;INDUSTRIA;        49,361.84;2
S-07027;OFICINA;        31,156.95;4
S-07027;SOL SENSE EDIFICAR;       132,074.43;1
S-07027;VIVENDA;        28,315.50;551
S-07028;COMERÇ;        52,777.44;61
S-07028;EMMAGATZEMATGE;         6,282.46;252
S-07028;ENSENYAMENT;        33,808.78;3
S-07028;ESPORTIU;        20,988.50;2
S-07028;OFICINA;        29,768.21;1
S-07028;RELIGIOS;        96,598.48;1
S-07028;VIVENDA;        30,291.21;616
S-07029;ALTRES USOS;     1,567,534.43;1
S-07029;COMERÇ;        52,973.51;30
S-07029;EMMAGATZEMATGE;         6,291.61;720
S-07029;INDUSTRIA;         9,653.67;1
S-07029;VIVENDA;        43,783.55;1009
S-07030;COMERÇ;        25,221.96;67
S-07030;EMMAGATZEMATGE;         8,482.47;490
S-07030;OFICINA;        53,615.66;2
S-07030;SOL SENSE EDIFICAR;       316,600.46;1
S-07030;VIVENDA;        60,426.82;455
S-07031;ALTRES USOS;        44,708.38;1
S-07031;COMERÇ;        31,100.47;28
S-07031;EMMAGATZEMATGE;         7,645.75;226
S-07031;SOL SENSE EDIFICAR;        51,811.60;1
S-07031;VIVENDA;        35,918.31;660
S-08001;ALTRES USOS;       124,308.15;1
S-08001;COMERÇ;        30,165.86;23
S-08001;EMMAGATZEMATGE;         9,169.62;224
S-08001;INDUSTRIA;        32,888.87;3
S-08001;SOL SENSE EDIFICAR;        33,189.87;3
S-08001;VIVENDA;        34,026.49;293
S-08002;COMERÇ;        68,435.43;38
S-08002;EMMAGATZEMATGE;         9,346.33;181
S-08002;ENSENYAMENT;       141,625.19;2
S-08002;INDUSTRIA;        96,131.16;1
S-08002;VIVENDA;        39,176.39;467
S-08003;COMERÇ;       254,515.45;113
S-08003;EMMAGATZEMATGE;         7,833.11;894
S-08003;INDUSTRIA;       204,938.30;55
S-08003;OFICINA;       467,792.99;1
S-08003;SOL SENSE EDIFICAR;         9,292.26;2
S-08003;VIVENDA;        39,597.29;595
S-08004;COMERÇ;        73,057.27;18
S-08004;EMMAGATZEMATGE;         4,941.81;257
S-08004;ENSENYAMENT;       190,116.55;1
S-08004;INDUSTRIA;        18,878.68;1
S-08004;OFICINA;       103,557.77;2
S-08004;SOL SENSE EDIFICAR;         5,395.23;1
S-08004;VIVENDA;        35,688.99;383
S-08005;COMERÇ;        27,755.40;18
S-08005;EMMAGATZEMATGE;        13,937.62;15
S-08005;INDUSTRIA;        15,267.84;2
S-08005;SOL SENSE EDIFICAR;        17,577.44;4
S-08005;VIVENDA;        34,246.30;249
S-08006;COMERÇ;        28,507.62;23
S-08006;EMMAGATZEMATGE;         5,675.88;134
S-08006;OFICINA;        32,459.52;1
S-08006;VIVENDA;        38,767.57;327
S-08007;ALTRES USOS;       145,128.34;1
S-08007;COMERÇ;        28,820.85;30
S-08007;EMMAGATZEMATGE;        25,302.23;21
S-08007;ENSENYAMENT;        65,001.15;1
S-08007;INDUSTRIA;        20,937.89;1
S-08007;OFICINA;        43,327.12;4
S-08007;VIVENDA;        31,760.49;492
S-08008;ALTRES USOS;       200,586.60;2
S-08008;COMERÇ;        52,051.71;51
S-08008;EMMAGATZEMATGE;         9,815.44;290
S-08008;SOL SENSE EDIFICAR;        72,674.23;3
S-08008;VIVENDA;        37,264.56;688
S-08009;ALTRES USOS;        35,204.10;3
S-08009;COMERÇ;        54,091.53;19
S-08009;EMMAGATZEMATGE;         5,137.93;174
S-08009;INDUSTRIA;         6,548.98;1
S-08009;VIVENDA;        31,947.56;317
S-08010;COMERÇ;        39,173.99;24
S-08010;EMMAGATZEMATGE;        25,790.11;17
S-08010;ENSENYAMENT;       266,634.04;1
S-08010;INDUSTRIA;        24,726.28;2
S-08010;SOL SENSE EDIFICAR;        46,568.59;1
S-08010;VIVENDA;        29,416.45;327
S-08011;EMMAGATZEMATGE;       315,750.53;5
S-08011;VIVENDA;        31,558.72;153
S-08012;ALTRES USOS;       920,299.87;1
S-08012;COMERÇ;       500,498.76;86
S-08012;EMMAGATZEMATGE;         5,720.54;910
S-08012;INDUSTRIA;       420,401.93;24
S-08012;OFICINA;       336,632.50;6
S-08012;SOL SENSE EDIFICAR;       392,869.18;1
S-08012;VIVENDA;        68,046.46;491
S-08013;COMERÇ;        51,574.44;11
S-08013;EMMAGATZEMATGE;         5,640.39;444
S-08013;INDUSTRIA;        77,879.02;2
S-08013;OFICINA;        33,669.83;19
S-08013;RELIGIOS;       923,213.35;1
S-08013;SOL SENSE EDIFICAR;       307,130.20;1
S-08013;VIVENDA;        54,207.15;230
S-09001;COMERÇ;        29,489.85;20
S-09001;EMMAGATZEMATGE;        15,184.01;19
S-09001;ENSENYAMENT;       335,003.18;2
S-09001;VIVENDA;        34,129.67;194
S-09002;COMERÇ;       503,473.50;1
S-09002;EMMAGATZEMATGE;        16,283.87;2
S-09002;VIVENDA;        20,441.19;251
S-09003;COMERÇ;       138,523.90;16
S-09003;EMMAGATZEMATGE;        13,499.30;120
S-09003;ENSENYAMENT;       237,207.32;2
S-09003;INDUSTRIA;       243,515.01;72
S-09003;OFICINA;       287,923.05;1
S-09003;SOL SENSE EDIFICAR;       167,175.97;6
S-09003;VIVENDA;        43,910.97;273
S-09004;ENSENYAMENT;     2,190,271.71;1
S-09004;RELIGIOS;       858,890.51;1
S-09004;VIVENDA;        19,361.50;219
S-09005;VIVENDA;        19,103.32;80
S-09006;COMERÇ;        18,116.49;75
S-09006;EMMAGATZEMATGE;        44,838.08;6
S-09006;VIVENDA;        22,416.34;719
S-09008;COMERÇ;        26,460.80;28
S-09008;EMMAGATZEMATGE;         3,389.70;4
S-09008;ENSENYAMENT;        66,102.69;1
S-09008;INDUSTRIA;       955,353.46;1
S-09008;SOL SENSE EDIFICAR;       149,278.63;2
S-09008;VIVENDA;        29,160.99;796
S-09009;COMERÇ;        30,833.19;8
S-09009;EMMAGATZEMATGE;         7,424.22;28
S-09009;ENSENYAMENT;     2,454,802.24;1
S-09009;VIVENDA;        35,850.10;190
S-09010;ALTRES USOS;        37,768.65;2
S-09010;COMERÇ;        18,099.92;77
S-09010;EMMAGATZEMATGE;         7,554.44;120
S-09010;VIVENDA;        42,913.71;361
S-09011;COMERÇ;        14,494.43;5
S-09011;VIVENDA;        24,615.77;95
S-09012;COMERÇ;        46,345.38;17
S-09012;EMMAGATZEMATGE;        64,901.13;27
S-09012;OFICINA;        27,794.44;1
S-09012;VIVENDA;        27,831.93;675
S-09013;COMERÇ;        40,038.91;25
S-09013;EMMAGATZEMATGE;         5,478.98;147
S-09013;ENSENYAMENT;        39,631.63;1
S-09013;VIVENDA;        32,252.83;352
S-09014;COMERÇ;        22,654.60;9
S-09014;VIVENDA;        34,577.41;67
S-09015;COMERÇ;        43,502.90;5
S-09015;EMMAGATZEMATGE;        11,967.15;20
S-09015;OFICINA;        21,063.04;1
S-09015;VIVENDA;        38,245.74;126
S-09016;COMERÇ;        21,442.84;54
S-09016;EMMAGATZEMATGE;         7,402.75;308
S-09016;ENSENYAMENT;        26,078.56;1
S-09016;OFICINA;        27,818.37;2
S-09016;VIVENDA;        30,278.16;572
S-09017;COMERÇ;        22,978.10;27
S-09017;EMMAGATZEMATGE;         8,440.10;57
S-09017;INDUSTRIA;        10,956.23;1
S-09017;VIVENDA;        27,434.44;380
S-09018;COMERÇ;        64,273.68;5
S-09018;EMMAGATZEMATGE;        16,991.59;8
S-09018;ENSENYAMENT;       184,159.45;1
S-09018;SOL SENSE EDIFICAR;       151,431.25;1
S-09018;VIVENDA;        26,825.66;143
S-09019;COMERÇ;        28,656.81;20
S-09019;EMMAGATZEMATGE;         9,212.67;32
S-09019;INDUSTRIA;       159,536.21;1
S-09019;OFICINA;        34,673.32;1
S-09019;SOL SENSE EDIFICAR;       144,444.53;1
S-09019;VIVENDA;        29,486.48;350
S-09020;COMERÇ;         9,044.56;3
S-09020;EMMAGATZEMATGE;         4,170.72;1
S-09020;OFICINA;         6,142.63;1
S-09020;VIVENDA;        19,541.91;79
S-09021;ALTRES USOS;        81,255.47;1
S-09021;COMERÇ;        61,439.68;29
S-09021;EMMAGATZEMATGE;        11,068.66;112
S-09021;ENSENYAMENT;       215,903.99;5
S-09021;INDUSTRIA;        68,808.45;12
S-09021;OFICINA;        39,090.04;2
S-09021;SOL SENSE EDIFICAR;        40,375.62;1
S-09021;VIVENDA;        43,672.66;482
S-09022;ALTRES USOS;        29,115.71;1
S-09022;COMERÇ;        38,437.41;33
S-09022;EMMAGATZEMATGE;        14,050.49;25
S-09022;INDUSTRIA;        42,876.74;2
S-09022;OFICINA;        55,351.57;5
S-09022;SOL SENSE EDIFICAR;        93,077.74;3
S-09022;VIVENDA;        35,681.62;469
S-09023;COMERÇ;        22,525.37;14
S-09023;EMMAGATZEMATGE;         6,430.74;1
S-09023;INDUSTRIA;       104,303.85;1
S-09023;VIVENDA;        23,815.72;257
S-09024;COMERÇ;        30,177.25;22
S-09024;EMMAGATZEMATGE;        12,692.81;31
S-09024;VIVENDA;        30,041.17;390
S-09025;COMERÇ;        41,385.93;33
S-09025;EMMAGATZEMATGE;        12,307.27;41
S-09025;HOTEL;        92,783.13;1
S-09025;INDUSTRIA;        55,197.62;3
S-09025;OFICINA;        15,266.35;1
S-09025;SOL SENSE EDIFICAR;        35,922.70;1
S-09025;VIVENDA;        34,584.51;321
S-09026;COMERÇ;        46,304.48;34
S-09026;EMMAGATZEMATGE;         8,013.50;91
S-09026;ENSENYAMENT;       132,285.94;6
S-09026;INDUSTRIA;         6,040.29;1
S-09026;OFICINA;        90,828.21;5
S-09026;VIVENDA;        32,602.34;524
S-09027;ALTRES USOS;        96,328.35;1
S-09027;COMERÇ;        26,401.40;56
S-09027;EMMAGATZEMATGE;        15,650.80;46
S-09027;ENSENYAMENT;        16,164.40;4
S-09027;INDUSTRIA;        49,627.68;2
S-09027;SOL SENSE EDIFICAR;        13,541.78;1
S-09027;VIVENDA;        35,416.39;338
S-09028;COMERÇ;        39,274.92;9
S-09028;EMMAGATZEMATGE;         5,194.85;44
S-09028;OFICINA;        23,441.72;1
S-09028;VIVENDA;        27,710.17;223
S-09029;ALTRES USOS;       100,578.75;2
S-09029;COMERÇ;        53,092.09;8
S-09029;EMMAGATZEMATGE;        26,755.59;8
S-09029;INDUSTRIA;        48,098.93;6
S-09029;OFICINA;        76,527.46;1
S-09029;RELIGIOS;       107,568.15;1
S-09029;VIVENDA;        45,770.49;110
S-09030;COMERÇ;       465,804.64;18
S-09030;EMMAGATZEMATGE;         5,560.69;155
S-09030;INDUSTRIA;       432,425.46;120
S-09030;OFICINA;       313,675.35;44
S-09030;SOL SENSE EDIFICAR;       598,750.87;4
S-09030;VIVENDA;        36,803.99;282
S-09031;COMERÇ;        23,697.95;11
S-09031;EMMAGATZEMATGE;         9,794.73;3
S-09031;ENSENYAMENT;        24,188.56;3
S-09031;OFICINA;        25,490.65;1
S-09031;VIVENDA;        33,544.64;83
S-09032;COMERÇ;        24,656.58;19
S-09032;EMMAGATZEMATGE;         6,571.74;180
S-09032;INDUSTRIA;       126,799.28;1
S-09032;SOL SENSE EDIFICAR;        22,101.96;2
S-09032;VIVENDA;        27,282.52;172
S-09033;COMERÇ;        28,688.74;31
S-09033;EMMAGATZEMATGE;         9,240.42;141
S-09033;ENSENYAMENT;       205,464.73;1
S-09033;OFICINA;        23,027.95;3
S-09033;SOL SENSE EDIFICAR;        18,412.37;2
S-09033;VIVENDA;        30,836.42;373
S-09034;ALTRES USOS;        57,720.78;1
S-09034;COMERÇ;        30,422.26;79
S-09034;EMMAGATZEMATGE;         7,917.56;182
S-09034;INDUSTRIA;        63,711.08;3
S-09034;OFICINA;        56,333.19;7
S-09034;SOL SENSE EDIFICAR;       323,538.80;1
S-09034;VIVENDA;        39,296.67;646
S-09035;COMERÇ;        96,684.69;19
S-09035;EMMAGATZEMATGE;        33,794.62;55
S-09035;INDUSTRIA;        77,097.06;4
S-09035;OFICINA;        32,509.11;1
S-09035;SOL SENSE EDIFICAR;     1,131,462.55;1
S-09035;VIVENDA;        35,202.08;500
S-09036;COMERÇ;        22,928.20;43
S-09036;EMMAGATZEMATGE;         7,916.19;69
S-09036;INDUSTRIA;       112,667.48;3
S-09036;OFICINA;        40,860.06;1
S-09036;RELIGIOS;       798,851.15;1
S-09036;SOL SENSE EDIFICAR;         9,963.83;2
S-09036;VIVENDA;        29,992.90;735
S-09037;COMERÇ;        15,936.56;43
S-09037;EMMAGATZEMATGE;         4,852.66;9
S-09037;OFICINA;        40,644.03;2
S-09037;VIVENDA;        21,606.77;502
S-09038;ALTRES USOS;        56,679.71;1
S-09038;COMERÇ;        32,481.01;74
S-09038;EMMAGATZEMATGE;         9,709.75;175
S-09038;INDUSTRIA;        52,753.06;4
S-09038;OFICINA;        28,214.94;9
S-09038;RELIGIOS;       191,188.93;2
S-09038;SOL SENSE EDIFICAR;        21,833.68;4
S-09038;VIVENDA;        32,369.28;616
S-09042;INDUSTRIA;       489,763.67;2
S-09042;VIVENDA;        18,984.96;242
S-09043;COMERÇ;        38,037.59;14
S-09043;EMMAGATZEMATGE;         6,772.84;234
S-09043;ENSENYAMENT;       172,235.58;1
S-09043;HOTEL;        66,600.30;1
S-09043;INDUSTRIA;        57,038.94;3
S-09043;OFICINA;        82,769.00;4
S-09043;SOL SENSE EDIFICAR;       200,773.62;1
S-09043;VIVENDA;        39,498.51;362
S-09044;COMERÇ;        38,350.89;30
S-09044;EMMAGATZEMATGE;         8,277.12;61
S-09044;ENSENYAMENT;        59,325.35;1
S-09044;SOL SENSE EDIFICAR;         2,569.13;1
S-09044;VIVENDA;        34,701.49;365
S-09045;COMERÇ;        22,326.75;48
S-09045;EMMAGATZEMATGE;         8,001.68;20
S-09045;ENSENYAMENT;       136,626.91;1
S-09045;OFICINA;        17,669.60;3
S-09045;VIVENDA;        26,724.71;588
S-09046;COMERÇ;        33,976.22;11
S-09046;EMMAGATZEMATGE;         6,537.81;172
S-09046;OFICINA;        24,246.61;1
S-09046;SOL SENSE EDIFICAR;         4,375.20;1
S-09046;VIVENDA;        30,830.35;212
S-09047;COMERÇ;        35,328.43;30
S-09047;EMMAGATZEMATGE;         7,574.65;267
S-09047;ENSENYAMENT;        39,346.61;3
S-09047;OFICINA;        36,849.51;4
S-09047;VIVENDA;        29,534.25;677
S-09048;COMERÇ;        34,249.05;13
S-09048;EMMAGATZEMATGE;         7,786.42;22
S-09048;INDUSTRIA;         6,962.27;1
S-09048;SOL SENSE EDIFICAR;         5,923.34;1
S-09048;VIVENDA;        28,358.95;158
S-09049;ALTRES USOS;        94,892.17;2
S-09049;COMERÇ;       103,781.79;19
S-09049;EMMAGATZEMATGE;         4,980.07;444
S-09049;ENSENYAMENT;       227,112.77;3
S-09049;ESPORTIU;        24,195.54;2
S-09049;INDUSTRIA;       114,056.56;4
S-09049;OFICINA;        84,402.83;8
S-09049;SOL SENSE EDIFICAR;        43,225.01;1
S-09049;VIVENDA;        63,454.27;554
S-09050;ALTRES USOS;       700,655.04;2
S-09050;COMERÇ;        52,980.71;12
S-09050;EMMAGATZEMATGE;       111,293.31;3
S-09050;OFICINA;        23,290.10;1
S-09050;VIVENDA;        32,978.60;148
S-09053;COMERÇ;        56,373.69;25
S-09053;EMMAGATZEMATGE;        11,423.62;48
S-09053;OFICINA;        33,376.53;3
S-09053;VIVENDA;        35,903.23;217
S-09054;COMERÇ;        21,998.49;5
S-09054;EMMAGATZEMATGE;         5,193.85;44
S-09054;VIVENDA;        31,027.10;106
S-09055;COMERÇ;       249,498.19;11
S-09055;EMMAGATZEMATGE;        99,285.48;9
S-09055;INDUSTRIA;       382,032.53;54
S-09055;OFICINA;       242,323.53;4
S-09055;VIVENDA;        22,257.20;60
S-09056;COMERÇ;        26,568.04;1
S-09056;EMMAGATZEMATGE;         8,881.15;1
S-09056;VIVENDA;        22,335.00;11
S-09057;ALTRES USOS;       448,910.69;2
S-09057;COMERÇ;        88,515.69;75
S-09057;EMMAGATZEMATGE;        18,340.18;84
S-09057;INDUSTRIA;        49,284.80;1
S-09057;OFICINA;        61,367.84;1
S-09057;SOL SENSE EDIFICAR;        83,498.06;1
S-09057;VIVENDA;        47,324.85;559
S-09058;COMERÇ;        45,863.71;21
S-09058;EMMAGATZEMATGE;        24,869.70;23
S-09058;OFICINA;        34,260.20;5
S-09058;VIVENDA;        32,477.67;269
S-09059;ALTRES USOS;        48,141.32;2
S-09059;COMERÇ;       128,448.69;25
S-09059;EMMAGATZEMATGE;         7,228.02;304
S-09059;OFICINA;        57,060.77;4
S-09059;VIVENDA;        46,686.59;410
