CODI_DIVISIO_TERRITORIAL;US;PROMIG_VALOR_CAD;NRE_LOCALS
S-07025;EMMAGATZEMATGE;        11,522.80;24
S-07025;INDUSTRIA;         3,524.63;1
S-07025;RELIGIOS;       218,997.53;1
S-07025;SOL SENSE EDIFICAR;       192,177.52;1
S-07025;VIVENDA;        24,268.85;267
S-07026;ALTRES USOS;       425,269.20;1
S-07026;COMERÇ;        46,086.27;29
S-07026;EMMAGATZEMATGE;         6,792.97;118
S-07026;OFICINA;        11,669.76;9
S-07026;SOL SENSE EDIFICAR;         9,206.88;4
S-07026;VIVENDA;        25,738.86;261
S-07027;COMERÇ;        40,708.25;71
S-07027;EMMAGATZEMATGE;         7,083.80;155
S-07027;INDUSTRIA;        44,874.41;2
S-07027;OFICINA;        28,324.51;4
S-07027;SOL SENSE EDIFICAR;       120,067.67;1
S-07027;VIVENDA;        25,741.37;551
S-07028;COMERÇ;        48,389.08;60
S-07028;EMMAGATZEMATGE;         5,694.35;252
S-07028;ENSENYAMENT;        30,273.58;4
S-07028;ESPORTIU;        19,080.46;2
S-07028;OFICINA;        27,062.01;1
S-07028;RELIGIOS;        87,816.80;1
S-07028;VIVENDA;        27,627.01;616
S-07029;ALTRES USOS;     1,425,031.30;1
S-07029;COMERÇ;        38,245.10;21
S-07029;EMMAGATZEMATGE;         6,033.28;731
S-07029;INDUSTRIA;         8,776.07;1
S-07029;VIVENDA;        39,803.22;1009
S-07030;COMERÇ;        22,929.06;67
S-07030;EMMAGATZEMATGE;         7,711.34;490
S-07030;OFICINA;        48,741.52;2
S-07030;SOL SENSE EDIFICAR;       287,818.60;1
S-07030;VIVENDA;        54,917.08;455
S-07031;COMERÇ;        29,447.73;30
S-07031;EMMAGATZEMATGE;         6,950.68;226
S-07031;SOL SENSE EDIFICAR;        47,101.46;1
S-07031;VIVENDA;        32,641.38;660
S-08001;ALTRES USOS;       113,007.41;1
S-08001;COMERÇ;        27,064.42;22
S-08001;EMMAGATZEMATGE;         8,336.02;224
S-08001;INDUSTRIA;        29,898.98;3
S-08001;SOL SENSE EDIFICAR;        30,172.61;3
S-08001;VIVENDA;        31,202.91;294
S-08002;COMERÇ;        62,214.03;38
S-08002;EMMAGATZEMATGE;         8,496.67;181
S-08002;ENSENYAMENT;       128,750.18;2
S-08002;INDUSTRIA;        87,391.97;1
S-08002;VIVENDA;        35,614.90;467
S-08003;COMERÇ;       241,453.91;106
S-08003;EMMAGATZEMATGE;         7,009.96;709
S-08003;INDUSTRIA;       186,307.55;55
S-08003;OFICINA;       425,266.36;1
S-08003;SOL SENSE EDIFICAR;         8,447.51;2
S-08003;VIVENDA;        37,818.68;417
S-08004;COMERÇ;        66,415.70;18
S-08004;EMMAGATZEMATGE;         4,492.56;257
S-08004;ENSENYAMENT;       172,833.23;1
S-08004;INDUSTRIA;        17,162.44;1
S-08004;OFICINA;        94,143.43;2
S-08004;VIVENDA;        32,431.82;384
S-08005;COMERÇ;        25,232.19;18
S-08005;EMMAGATZEMATGE;        12,670.57;15
S-08005;INDUSTRIA;        13,879.86;2
S-08005;SOL SENSE EDIFICAR;        15,979.50;4
S-08005;VIVENDA;        31,133.00;249
S-08006;COMERÇ;        26,030.82;24
S-08006;EMMAGATZEMATGE;         5,159.89;134
S-08006;VIVENDA;        35,243.25;327
S-08007;ALTRES USOS;       131,934.86;1
S-08007;COMERÇ;        26,200.77;30
S-08007;EMMAGATZEMATGE;        23,002.03;21
S-08007;ENSENYAMENT;        59,091.96;1
S-08007;INDUSTRIA;        58,644.42;2
S-08007;OFICINA;        39,388.29;4
S-08007;VIVENDA;        28,941.28;489
S-08008;ALTRES USOS;       179,387.22;2
S-08008;COMERÇ;        47,319.74;51
S-08008;EMMAGATZEMATGE;         8,966.23;290
S-08008;SOL SENSE EDIFICAR;        66,067.48;3
S-08008;VIVENDA;        33,877.19;688
S-08009;ALTRES USOS;        32,003.73;3
S-08009;COMERÇ;        49,174.12;19
S-08009;EMMAGATZEMATGE;         4,670.85;174
S-08009;INDUSTRIA;         5,953.62;1
S-08009;VIVENDA;        29,043.24;317
S-08010;COMERÇ;        34,391.66;22
S-08010;EMMAGATZEMATGE;        23,445.56;17
S-08010;ENSENYAMENT;       242,394.59;1
S-08010;INDUSTRIA;        22,478.44;2
S-08010;SOL SENSE EDIFICAR;        42,335.09;1
S-08010;VIVENDA;        28,333.63;312
S-08011;EMMAGATZEMATGE;     1,399,954.66;1
S-08011;VIVENDA;        28,528.99;117
S-08012;ALTRES USOS;       836,636.25;1
S-08012;COMERÇ;       527,472.90;73
S-08012;EMMAGATZEMATGE;         5,200.49;910
S-08012;INDUSTRIA;       382,183.58;24
S-08012;SOL SENSE EDIFICAR;       357,153.80;1
S-08012;VIVENDA;        62,534.87;422
S-08013;COMERÇ;        46,885.85;11
S-08013;EMMAGATZEMATGE;         5,127.63;444
S-08013;INDUSTRIA;        70,799.12;2
S-08013;OFICINA;        30,608.94;19
S-08013;RELIGIOS;       839,284.87;1
S-08013;SOL SENSE EDIFICAR;       279,209.28;1
S-08013;VIVENDA;        49,279.23;230
S-09001;COMERÇ;        26,808.96;20
S-09001;EMMAGATZEMATGE;        13,803.65;19
S-09001;ENSENYAMENT;       304,548.35;2
S-09001;VIVENDA;        31,013.05;194
S-09002;COMERÇ;       457,703.19;1
S-09002;EMMAGATZEMATGE;        14,803.52;2
S-09002;VIVENDA;        18,582.90;251
S-09003;COMERÇ;        66,118.27;15
S-09003;EMMAGATZEMATGE;        12,456.72;121
S-09003;ENSENYAMENT;       215,643.02;2
S-09003;INDUSTRIA;       227,124.23;72
S-09003;OFICINA;       261,748.23;1
S-09003;SOL SENSE EDIFICAR;       132,576.65;7
S-09003;VIVENDA;        39,849.86;273
S-09004;ENSENYAMENT;     1,991,156.10;1
S-09004;RELIGIOS;       780,809.56;1
S-09004;VIVENDA;        17,601.26;220
S-09005;VIVENDA;        17,366.66;80
S-09006;COMERÇ;        16,469.54;75
S-09006;EMMAGATZEMATGE;        40,761.89;6
S-09006;VIVENDA;        20,384.31;719
S-09008;COMERÇ;        23,035.04;27
S-09008;EMMAGATZEMATGE;         3,081.55;4
S-09008;ENSENYAMENT;        60,093.36;1
S-09008;INDUSTRIA;       868,503.15;1
S-09008;SOL SENSE EDIFICAR;        46,625.71;2
S-09008;VIVENDA;        25,804.77;768
S-09009;COMERÇ;        28,030.18;8
S-09009;EMMAGATZEMATGE;         6,749.29;28
S-09009;VIVENDA;        29,369.07;154
S-09010;ALTRES USOS;        34,335.14;2
S-09010;COMERÇ;        16,454.48;77
S-09010;EMMAGATZEMATGE;         6,867.67;120
S-09010;VIVENDA;        39,012.47;361
S-09011;COMERÇ;        13,176.76;5
S-09011;VIVENDA;        22,377.98;95
S-09012;COMERÇ;        43,137.29;17
S-09012;EMMAGATZEMATGE;        59,001.03;27
S-09012;OFICINA;        25,267.68;1
S-09012;VIVENDA;        25,365.74;675
S-09013;COMERÇ;        36,399.02;25
S-09013;EMMAGATZEMATGE;         4,980.90;147
S-09013;ENSENYAMENT;        36,028.76;1
S-09013;VIVENDA;        29,320.75;352
S-09014;COMERÇ;        20,595.10;9
S-09014;VIVENDA;        31,434.01;67
S-09015;COMERÇ;        36,891.70;5
S-09015;EMMAGATZEMATGE;        11,386.81;21
S-09015;OFICINA;        19,148.22;1
S-09015;VIVENDA;        34,702.50;126
S-09016;COMERÇ;        19,439.69;55
S-09016;EMMAGATZEMATGE;         6,729.78;308
S-09016;ENSENYAMENT;        23,707.79;1
S-09016;OFICINA;        25,289.44;2
S-09016;VIVENDA;        27,517.87;572
S-09017;COMERÇ;        20,844.86;26
S-09017;EMMAGATZEMATGE;         7,672.82;57
S-09017;INDUSTRIA;         9,960.21;1
S-09017;VIVENDA;        24,958.94;381
S-09018;COMERÇ;        58,430.62;5
S-09018;EMMAGATZEMATGE;        15,446.91;8
S-09018;ENSENYAMENT;       167,417.69;1
S-09018;SOL SENSE EDIFICAR;       137,664.78;1
S-09018;VIVENDA;        24,386.97;143
S-09019;COMERÇ;        26,051.65;20
S-09019;EMMAGATZEMATGE;         8,375.16;32
S-09019;INDUSTRIA;       145,032.92;1
S-09019;OFICINA;        31,521.20;1
S-09019;SOL SENSE EDIFICAR;       131,313.21;1
S-09019;VIVENDA;        26,805.89;350
S-09020;COMERÇ;         8,222.32;3
S-09020;EMMAGATZEMATGE;         3,791.57;1
S-09020;VIVENDA;        17,828.83;79
S-09021;ALTRES USOS;        73,868.61;1
S-09021;COMERÇ;        55,207.64;29
S-09021;EMMAGATZEMATGE;        10,062.42;112
S-09021;ENSENYAMENT;       196,276.36;5
S-09021;INDUSTRIA;        60,879.97;13
S-09021;OFICINA;        35,536.40;2
S-09021;SOL SENSE EDIFICAR;        36,705.11;1
S-09021;VIVENDA;        39,614.55;482
S-09022;ALTRES USOS;        26,468.83;1
S-09022;COMERÇ;        35,309.50;32
S-09022;EMMAGATZEMATGE;        13,011.74;23
S-09022;INDUSTRIA;        38,978.86;2
S-09022;OFICINA;        50,319.61;5
S-09022;SOL SENSE EDIFICAR;        84,616.13;3
S-09022;VIVENDA;        33,533.48;400
S-09023;COMERÇ;        20,320.55;15
S-09023;EMMAGATZEMATGE;         5,846.13;1
S-09023;INDUSTRIA;        94,821.69;1
S-09023;VIVENDA;        21,661.27;255
S-09024;COMERÇ;        27,433.87;22
S-09024;EMMAGATZEMATGE;        11,538.93;31
S-09024;VIVENDA;        27,321.72;389
S-09025;COMERÇ;        41,573.28;26
S-09025;EMMAGATZEMATGE;        11,136.39;34
S-09025;HOTEL;        84,348.30;1
S-09025;INDUSTRIA;        58,898.34;2
S-09025;OFICINA;        13,878.50;1
S-09025;SOL SENSE EDIFICAR;        32,657.00;1
S-09025;VIVENDA;        31,045.37;233
S-09026;COMERÇ;        62,074.57;17
S-09026;EMMAGATZEMATGE;         7,236.00;64
S-09026;ENSENYAMENT;       159,441.53;4
S-09026;OFICINA;        99,846.29;4
S-09026;VIVENDA;        30,907.38;390
S-09027;ALTRES USOS;        87,571.23;1
S-09027;COMERÇ;        24,001.28;56
S-09027;EMMAGATZEMATGE;        14,228.01;46
S-09027;ENSENYAMENT;        14,694.92;4
S-09027;INDUSTRIA;        45,116.08;2
S-09027;SOL SENSE EDIFICAR;        12,310.71;1
S-09027;VIVENDA;        32,196.72;338
S-09028;COMERÇ;        35,704.48;9
S-09028;EMMAGATZEMATGE;         4,722.59;44
S-09028;ENSENYAMENT;        23,291.85;1
S-09028;OFICINA;        21,310.66;1
S-09028;VIVENDA;        25,217.47;222
S-09029;ALTRES USOS;        91,435.23;2
S-09029;COMERÇ;        48,265.54;8
S-09029;EMMAGATZEMATGE;        24,323.27;8
S-09029;INDUSTRIA;        43,726.30;6
S-09029;OFICINA;        69,570.42;1
S-09029;RELIGIOS;        97,789.23;1
S-09029;VIVENDA;        41,492.47;110
S-09030;COMERÇ;       300,519.58;15
S-09030;EMMAGATZEMATGE;         5,055.18;155
S-09030;INDUSTRIA;       346,801.02;123
S-09030;OFICINA;       279,598.19;42
S-09030;SOL SENSE EDIFICAR;       544,318.97;4
S-09030;VIVENDA;        33,458.18;282
S-09031;COMERÇ;        21,543.59;11
S-09031;EMMAGATZEMATGE;         8,904.30;3
S-09031;ENSENYAMENT;        21,989.61;3
S-09031;OFICINA;        23,173.32;1
S-09031;VIVENDA;        30,495.13;83
S-09032;COMERÇ;        27,564.77;13
S-09032;EMMAGATZEMATGE;         5,974.31;180
S-09032;INDUSTRIA;       115,272.08;1
S-09032;SOL SENSE EDIFICAR;        20,092.70;2
S-09032;VIVENDA;        25,298.82;158
S-09033;COMERÇ;        26,080.67;31
S-09033;EMMAGATZEMATGE;         8,400.39;141
S-09033;ENSENYAMENT;       186,786.12;1
S-09033;OFICINA;        20,934.50;3
S-09033;SOL SENSE EDIFICAR;        16,738.52;2
S-09033;VIVENDA;        28,033.11;373
S-09034;ALTRES USOS;        52,473.44;1
S-09034;COMERÇ;        27,485.80;75
S-09034;EMMAGATZEMATGE;         6,606.16;177
S-09034;INDUSTRIA;        57,919.17;3
S-09034;OFICINA;        43,158.09;6
S-09034;SOL SENSE EDIFICAR;       294,126.19;1
S-09034;VIVENDA;        35,095.58;620
S-09035;COMERÇ;        86,887.19;18
S-09035;EMMAGATZEMATGE;        29,007.18;57
S-09035;INDUSTRIA;        70,088.24;4
S-09035;OFICINA;        29,553.74;1
S-09035;SOL SENSE EDIFICAR;     1,028,602.32;1
S-09035;VIVENDA;        32,001.89;500
S-09036;COMERÇ;        21,004.43;42
S-09036;EMMAGATZEMATGE;         7,196.54;69
S-09036;INDUSTRIA;       102,424.99;3
S-09036;OFICINA;        37,145.51;1
S-09036;RELIGIOS;       726,228.32;1
S-09036;SOL SENSE EDIFICAR;         9,058.03;2
S-09036;VIVENDA;        27,227.69;737
S-09037;COMERÇ;        14,487.78;43
S-09037;EMMAGATZEMATGE;         4,411.51;9
S-09037;OFICINA;        36,949.12;2
S-09037;VIVENDA;        19,642.52;502
S-09038;ALTRES USOS;        51,527.01;1
S-09038;COMERÇ;        29,528.20;74
S-09038;EMMAGATZEMATGE;         8,827.05;175
S-09038;INDUSTRIA;        47,957.33;4
S-09038;OFICINA;        25,649.95;9
S-09038;RELIGIOS;       173,808.13;2
S-09038;SOL SENSE EDIFICAR;        19,848.80;4
S-09038;VIVENDA;        29,345.66;616
S-09042;INDUSTRIA;       445,239.70;2
S-09042;VIVENDA;        17,259.05;242
S-09043;COMERÇ;        34,579.63;14
S-09043;EMMAGATZEMATGE;         6,157.13;234
S-09043;ENSENYAMENT;       156,577.80;1
S-09043;HOTEL;        60,545.73;1
S-09043;INDUSTRIA;        51,853.59;3
S-09043;OFICINA;        75,244.55;4
S-09043;SOL SENSE EDIFICAR;       182,521.48;1
S-09043;VIVENDA;        35,922.61;361
S-09044;COMERÇ;        34,864.45;30
S-09044;EMMAGATZEMATGE;         7,524.66;61
S-09044;ENSENYAMENT;        53,932.14;1
S-09044;SOL SENSE EDIFICAR;         2,335.58;1
S-09044;VIVENDA;        31,530.37;366
S-09045;COMERÇ;        20,288.69;49
S-09045;EMMAGATZEMATGE;         7,274.26;20
S-09045;ENSENYAMENT;       124,206.29;1
S-09045;OFICINA;        16,063.27;3
S-09045;VIVENDA;        24,295.20;588
S-09046;COMERÇ;        30,887.48;11
S-09046;EMMAGATZEMATGE;         5,940.18;173
S-09046;OFICINA;        22,042.38;1
S-09046;SOL SENSE EDIFICAR;         3,977.46;1
S-09046;VIVENDA;        28,027.59;212
S-09047;COMERÇ;        32,116.76;30
S-09047;EMMAGATZEMATGE;         6,886.05;267
S-09047;ENSENYAMENT;        35,769.65;3
S-09047;OFICINA;        33,499.56;4
S-09047;VIVENDA;        26,848.95;676
S-09048;COMERÇ;        31,135.51;13
S-09048;EMMAGATZEMATGE;         7,078.57;22
S-09048;INDUSTRIA;         6,329.34;1
S-09048;SOL SENSE EDIFICAR;         5,384.86;1
S-09048;VIVENDA;        25,780.86;158
S-09049;ALTRES USOS;        86,265.61;2
S-09049;COMERÇ;        94,347.09;19
S-09049;EMMAGATZEMATGE;         4,527.34;444
S-09049;ENSENYAMENT;       206,466.16;3
S-09049;ESPORTIU;        21,995.95;2
S-09049;INDUSTRIA;       103,687.79;4
S-09049;OFICINA;        76,729.85;8
S-09049;SOL SENSE EDIFICAR;        39,295.47;1
S-09049;VIVENDA;        57,790.69;552
S-09050;ALTRES USOS;       636,959.13;2
S-09050;COMERÇ;        51,002.12;12
S-09050;EMMAGATZEMATGE;       101,175.74;3
S-09050;OFICINA;        21,172.82;1
S-09050;VIVENDA;        29,980.54;148
S-09053;COMERÇ;        51,352.51;25
S-09053;EMMAGATZEMATGE;        10,385.11;48
S-09053;OFICINA;        30,342.30;3
S-09053;VIVENDA;        32,639.30;217
S-09054;COMERÇ;        19,998.63;5
S-09054;EMMAGATZEMATGE;         4,721.69;44
S-09054;VIVENDA;        28,206.46;106
S-09055;COMERÇ;       104,320.94;6
S-09055;EMMAGATZEMATGE;        90,259.03;10
S-09055;INDUSTRIA;       329,248.36;59
S-09055;OFICINA;       250,877.20;3
S-09055;VIVENDA;        20,233.82;60
S-09056;COMERÇ;        24,152.77;1
S-09056;EMMAGATZEMATGE;         8,073.78;1
S-09056;VIVENDA;        20,304.55;11
S-09057;ALTRES USOS;       685,985.44;1
S-09057;COMERÇ;        81,674.20;72
S-09057;EMMAGATZEMATGE;        10,762.86;67
S-09057;ENSENYAMENT;        43,880.65;1
S-09057;INDUSTRIA;        44,804.37;1
S-09057;VIVENDA;        43,766.56;490
S-09058;COMERÇ;        41,694.28;21
S-09058;EMMAGATZEMATGE;        22,608.82;23
S-09058;OFICINA;        31,145.64;5
S-09058;VIVENDA;        29,525.15;269
S-09059;ALTRES USOS;        43,764.84;2
S-09059;COMERÇ;       116,771.54;25
S-09059;EMMAGATZEMATGE;         6,570.93;304
S-09059;OFICINA;        51,873.43;4
S-09059;VIVENDA;        42,442.36;410
