SECCIO_CENSAL;US;PROMIG_VALOR_CAD;NR_LOCALS
S-07025;INDUSTRIA;         4,032.17;1
S-07025;RELIGIOS;       250,533.17;1
S-07025;SOL SENSE EDIFICAR;       219,851.08;1
S-07025;VIVENDA;        27,749.94;268
S-07026;ALTRES USOS;       486,507.96;1
S-07026;COMERÇ;        52,722.68;29
S-07026;EMMAGATZEMATGE;         7,771.14;118
S-07026;OFICINA;        13,350.20;9
S-07026;SOL SENSE EDIFICAR;        10,532.66;4
S-07026;VIVENDA;        29,445.43;260
S-07027;COMERÇ;        46,570.23;71
S-07027;EMMAGATZEMATGE;         7,997.48;154
S-07027;HOTEL;        69,896.96;1
S-07027;INDUSTRIA;        51,336.31;2
S-07027;OFICINA;        32,403.23;4
S-07027;SOL SENSE EDIFICAR;       137,357.40;1
S-07027;VIVENDA;        29,448.11;551
S-07028;COMERÇ;        54,888.53;61
S-07028;EMMAGATZEMATGE;         6,533.75;252
S-07028;ENSENYAMENT;        35,161.13;3
S-07028;ESPORTIU;        21,828.04;2
S-07028;OFICINA;        30,958.93;1
S-07028;RELIGIOS;       100,462.41;1
S-07028;VIVENDA;        31,503.24;615
S-07029;ALTRES USOS;     1,630,235.80;1
S-07029;COMERÇ;        56,190.39;30
S-07029;EMMAGATZEMATGE;         6,543.27;720
S-07029;INDUSTRIA;        10,039.81;1
S-07029;VIVENDA;        45,528.80;1.010
S-07030;COMERÇ;        26,230.83;67
S-07030;EMMAGATZEMATGE;         8,821.76;490
S-07030;OFICINA;        55,760.29;2
S-07030;SOL SENSE EDIFICAR;       233,205.65;3
S-07030;VIVENDA;        62,843.89;455
S-07031;ALTRES USOS;        46,496.71;1
S-07031;COMERÇ;        32,344.48;28
S-07031;EMMAGATZEMATGE;         7,699.30;225
S-07031;SOL SENSE EDIFICAR;        53,884.06;1
S-07031;VIVENDA;        37,361.14;661
S-08001;ALTRES USOS;       129,280.47;1
S-08001;COMERÇ;        31,372.49;23
S-08001;EMMAGATZEMATGE;         9,536.40;224
S-08001;INDUSTRIA;        34,204.42;3
S-08001;SOL SENSE EDIFICAR;        34,371.50;2
S-08001;VIVENDA;        35,210.49;294
S-08002;COMERÇ;        71,172.84;38
S-08002;EMMAGATZEMATGE;         9,671.75;180
S-08002;ENSENYAMENT;       147,290.20;2
S-08002;INDUSTRIA;        99,976.40;1
S-08002;VIVENDA;        40,707.89;468
S-08003;COMERÇ;       258,211.96;113
S-08003;EMMAGATZEMATGE;         8,146.43;894
S-08003;INDUSTRIA;       213,135.83;55
S-08003;OFICINA;       486,504.70;1
S-08003;SOL SENSE EDIFICAR;        18,956.82;1
S-08003;VIVENDA;        41,208.46;594
S-08004;COMERÇ;        75,979.55;18
S-08004;EMMAGATZEMATGE;         5,139.48;257
S-08004;ENSENYAMENT;       197,721.21;1
S-08004;INDUSTRIA;        19,633.82;1
S-08004;OFICINA;       107,700.08;2
S-08004;SOL SENSE EDIFICAR;         5,611.03;1
S-08004;VIVENDA;        37,116.55;383
S-08005;COMERÇ;        28,865.62;18
S-08005;EMMAGATZEMATGE;        14,495.12;15
S-08005;INDUSTRIA;        15,878.55;2
S-08005;SOL SENSE EDIFICAR;        24,077.17;3
S-08005;VIVENDA;        35,642.99;248
S-08006;COMERÇ;        29,647.93;23
S-08006;EMMAGATZEMATGE;         5,902.91;134
S-08006;OFICINA;        33,757.90;1
S-08006;VIVENDA;        40,318.27;327
S-08007;ALTRES USOS;       150,933.47;1
S-08007;COMERÇ;        31,006.59;29
S-08007;EMMAGATZEMATGE;        26,314.33;21
S-08007;ENSENYAMENT;        67,601.19;1
S-08007;INDUSTRIA;        21,775.40;1
S-08007;OFICINA;        48,371.29;3
S-08007;VIVENDA;        32,964.83;493
S-08008;ALTRES USOS;       208,610.06;2
S-08008;COMERÇ;        54,133.77;51
S-08008;EMMAGATZEMATGE;        10,208.05;290
S-08008;SOL SENSE EDIFICAR;        56,778.66;5
S-08008;VIVENDA;        38,757.05;686
S-08009;ALTRES USOS;        36,612.26;3
S-08009;COMERÇ;        56,255.18;19
S-08009;EMMAGATZEMATGE;         5,343.44;174
S-08009;INDUSTRIA;         6,810.93;1
S-08009;VIVENDA;        33,225.46;317
S-08010;COMERÇ;        40,108.19;23
S-08010;EMMAGATZEMATGE;        26,817.27;17
S-08010;ENSENYAMENT;       277,299.40;1
S-08010;INDUSTRIA;        25,715.33;2
S-08010;SOL SENSE EDIFICAR;        48,431.33;1
S-08010;VIVENDA;        30,584.85;328
S-08011;EMMAGATZEMATGE;       328,380.55;5
S-08011;VIVENDA;        32,821.06;153
S-08012;ALTRES USOS;       957,111.86;1
S-08012;COMERÇ;       526,162.65;85
S-08012;EMMAGATZEMATGE;         5,949.35;910
S-08012;HOTEL;        58,435.93;1
S-08012;INDUSTRIA;       437,058.84;24
S-08012;OFICINA;       350,097.79;6
S-08012;SOL SENSE EDIFICAR;       408,583.94;1
S-08012;VIVENDA;        70,768.32;491
S-08013;COMERÇ;        53,637.41;11
S-08013;EMMAGATZEMATGE;         5,866.00;444
S-08013;INDUSTRIA;        80,994.18;2
S-08013;OFICINA;        35,016.62;19
S-08013;RELIGIOS;       960,141.88;1
S-08013;SOL SENSE EDIFICAR;       319,415.40;1
S-08013;VIVENDA;        56,375.43;230
S-09001;COMERÇ;        30,669.44;20
S-09001;EMMAGATZEMATGE;        15,791.37;19
S-09001;ENSENYAMENT;       348,403.31;2
S-09001;VIVENDA;        35,494.86;194
S-09002;COMERÇ;       523,612.44;1
S-09002;EMMAGATZEMATGE;        16,935.22;2
S-09002;VIVENDA;        21,258.83;251
S-09003;COMERÇ;       144,064.85;16
S-09003;EMMAGATZEMATGE;        14,039.27;120
S-09003;ENSENYAMENT;       246,695.60;2
S-09003;INDUSTRIA;       251,184.46;75
S-09003;OFICINA;       299,439.97;1
S-09003;SOL SENSE EDIFICAR;       225,876.86;4
S-09003;VIVENDA;        45,794.46;272
S-09004;ENSENYAMENT;     2,277,882.57;1
S-09004;RELIGIOS;       893,246.13;1
S-09004;VIVENDA;        20,135.96;219
S-09005;VIVENDA;        19,867.44;80
S-09006;COMERÇ;        18,841.14;75
S-09006;EMMAGATZEMATGE;        46,631.59;6
S-09006;VIVENDA;        23,312.99;719
S-09008;COMERÇ;        30,241.07;30
S-09008;EMMAGATZEMATGE;         3,525.28;4
S-09008;ENSENYAMENT;        68,746.79;1
S-09008;INDUSTRIA;       993,567.59;1
S-09008;SOL SENSE EDIFICAR;        35,466.04;2
S-09008;VIVENDA;        31,053.67;824
S-09009;COMERÇ;        32,066.52;8
S-09009;EMMAGATZEMATGE;         7,721.18;28
S-09009;ENSENYAMENT;     2,552,994.32;1
S-09009;VIVENDA;        37,226.08;191
S-09010;ALTRES USOS;        39,279.39;2
S-09010;COMERÇ;        18,823.91;77
S-09010;EMMAGATZEMATGE;         7,856.61;120
S-09010;VIVENDA;        47,704.85;315
S-09011;COMERÇ;        15,074.21;5
S-09011;VIVENDA;        25,606.10;94
S-09012;COMERÇ;        48,199.19;17
S-09012;EMMAGATZEMATGE;        67,497.17;27
S-09012;OFICINA;        28,906.21;1
S-09012;VIVENDA;        28,947.60;676
S-09013;COMERÇ;        41,640.46;25
S-09013;EMMAGATZEMATGE;         5,698.14;147
S-09013;ENSENYAMENT;        41,216.89;1
S-09013;VIVENDA;        33,542.93;352
S-09014;COMERÇ;        23,560.78;9
S-09014;VIVENDA;        35,960.50;67
S-09015;COMERÇ;        45,243.01;5
S-09015;EMMAGATZEMATGE;        12,445.83;20
S-09015;OFICINA;        21,905.56;1
S-09015;VIVENDA;        39,775.56;126
S-09016;COMERÇ;        22,034.93;54
S-09016;EMMAGATZEMATGE;         7,698.86;308
S-09016;ENSENYAMENT;        27,121.70;1
S-09016;OFICINA;        28,931.10;2
S-09016;VIVENDA;        31,489.28;572
S-09017;COMERÇ;        23,897.22;27
S-09017;EMMAGATZEMATGE;         8,777.70;57
S-09017;INDUSTRIA;        11,394.47;1
S-09017;VIVENDA;        28,531.81;380
S-09018;COMERÇ;        66,844.62;5
S-09018;EMMAGATZEMATGE;        17,671.25;8
S-09018;ENSENYAMENT;       191,525.82;1
S-09018;SOL SENSE EDIFICAR;       157,488.50;1
S-09018;VIVENDA;        27,898.69;143
S-09019;COMERÇ;        29,803.08;20
S-09019;EMMAGATZEMATGE;         9,581.17;32
S-09019;INDUSTRIA;       165,917.65;1
S-09019;OFICINA;        36,060.25;1
S-09019;SOL SENSE EDIFICAR;       150,222.31;1
S-09019;VIVENDA;        30,145.97;346
S-09020;COMERÇ;         9,406.34;3
S-09020;EMMAGATZEMATGE;         4,337.54;1
S-09020;OFICINA;         6,388.33;1
S-09020;VIVENDA;        20,325.21;77
S-09021;ALTRES USOS;        84,505.68;1
S-09021;COMERÇ;        63,897.26;29
S-09021;EMMAGATZEMATGE;        12,351.50;113
S-09021;ENSENYAMENT;       224,540.15;5
S-09021;INDUSTRIA;        71,560.79;12
S-09021;OFICINA;        40,653.63;2
S-09021;SOL SENSE EDIFICAR;        41,990.64;1
S-09021;VIVENDA;        44,917.21;484
S-09022;ALTRES USOS;        30,280.33;1
S-09022;COMERÇ;        35,985.01;54
S-09022;EMMAGATZEMATGE;        13,033.34;58
S-09022;ENSENYAMENT;        16,810.97;4
S-09022;INDUSTRIA;        44,591.80;2
S-09022;OFICINA;        57,565.63;5
S-09022;SOL SENSE EDIFICAR;        96,800.84;3
S-09022;VIVENDA;        37,651.51;620
S-09023;COMERÇ;        23,426.38;14
S-09023;EMMAGATZEMATGE;         6,687.96;1
S-09023;INDUSTRIA;       108,476.00;1
S-09023;VIVENDA;        24,768.34;257
S-09024;COMERÇ;        31,384.33;22
S-09024;EMMAGATZEMATGE;        13,200.52;31
S-09024;VIVENDA;        31,242.81;390
S-09025;COMERÇ;        42,345.60;32
S-09025;EMMAGATZEMATGE;        12,799.55;41
S-09025;HOTEL;        96,494.45;1
S-09025;INDUSTRIA;        57,405.52;3
S-09025;OFICINA;        15,877.00;1
S-09025;SOL SENSE EDIFICAR;        37,359.60;1
S-09025;VIVENDA;        36,035.35;322
S-09026;COMERÇ;        48,247.06;34
S-09026;EMMAGATZEMATGE;         8,334.03;91
S-09026;ENSENYAMENT;       137,577.38;6
S-09026;INDUSTRIA;         6,281.90;1
S-09026;OFICINA;        94,461.33;5
S-09026;VIVENDA;        33,906.43;524
S-09027;ALTRES USOS;       100,181.48;1
S-09027;COMERÇ;        25,667.06;35
S-09027;EMMAGATZEMATGE;        27,547.17;13
S-09027;INDUSTRIA;        51,612.78;2
S-09027;SOL SENSE EDIFICAR;        14,083.45;1
S-09027;VIVENDA;        35,036.25;190
S-09028;COMERÇ;        40,845.91;9
S-09028;EMMAGATZEMATGE;         5,402.64;44
S-09028;OFICINA;        24,379.38;1
S-09028;VIVENDA;        28,818.57;223
S-09029;ALTRES USOS;       104,601.89;2
S-09029;COMERÇ;        55,215.77;8
S-09029;EMMAGATZEMATGE;        27,825.81;8
S-09029;INDUSTRIA;        50,022.88;6
S-09029;OFICINA;        79,588.55;1
S-09029;RELIGIOS;       111,870.87;1
S-09029;VIVENDA;        47,601.31;110
S-09030;COMERÇ;       492,931.66;18
S-09030;EMMAGATZEMATGE;         5,783.12;155
S-09030;HOTEL;       114,789.92;1
S-09030;INDUSTRIA;       452,247.16;119
S-09030;OFICINA;       326,222.35;44
S-09030;SOL SENSE EDIFICAR;       622,700.89;4
S-09030;VIVENDA;        38,276.15;282
S-09031;COMERÇ;        24,645.86;11
S-09031;EMMAGATZEMATGE;        10,186.51;3
S-09031;ENSENYAMENT;        25,156.10;3
S-09031;OFICINA;        26,510.27;1
S-09031;VIVENDA;        34,886.42;83
S-09032;COMERÇ;        24,200.01;18
S-09032;EMMAGATZEMATGE;         6,849.00;181
S-09032;INDUSTRIA;       131,871.25;1
S-09032;SOL SENSE EDIFICAR;        22,986.03;2
S-09032;VIVENDA;        28,146.89;174
S-09033;COMERÇ;        29,836.28;31
S-09033;EMMAGATZEMATGE;         9,610.03;141
S-09033;ENSENYAMENT;       213,683.31;1
S-09033;OFICINA;        23,949.06;3
S-09033;SOL SENSE EDIFICAR;        19,148.86;2
S-09033;VIVENDA;        32,074.75;372
S-09034;ALTRES USOS;        60,029.61;1
S-09034;COMERÇ;        31,813.95;78
S-09034;EMMAGATZEMATGE;         8,129.43;183
S-09034;INDUSTRIA;        66,259.52;3
S-09034;OFICINA;        58,586.51;7
S-09034;SOL SENSE EDIFICAR;       336,480.35;1
S-09034;VIVENDA;        40,859.03;647
S-09035;COMERÇ;       104,379.80;18
S-09035;EMMAGATZEMATGE;        35,146.40;55
S-09035;INDUSTRIA;        80,180.94;4
S-09035;OFICINA;        33,809.47;1
S-09035;SOL SENSE EDIFICAR;     1,176,721.05;1
S-09035;VIVENDA;        36,625.94;501
S-09036;COMERÇ;        23,845.32;43
S-09036;EMMAGATZEMATGE;         8,232.83;69
S-09036;INDUSTRIA;       117,174.18;3
S-09036;OFICINA;        42,494.46;1
S-09036;RELIGIOS;       830,805.19;1
S-09036;SOL SENSE EDIFICAR;        10,362.38;2
S-09036;VIVENDA;        31,192.61;735
S-09037;COMERÇ;        16,574.01;43
S-09037;EMMAGATZEMATGE;         5,046.76;9
S-09037;OFICINA;        42,269.79;2
S-09037;VIVENDA;        22,471.03;502
S-09038;ALTRES USOS;        58,946.89;1
S-09038;COMERÇ;        33,424.99;74
S-09038;EMMAGATZEMATGE;        10,175.31;176
S-09038;INDUSTRIA;        54,863.18;4
S-09038;OFICINA;        29,343.53;9
S-09038;RELIGIOS;       198,836.48;2
S-09038;SOL SENSE EDIFICAR;        22,707.02;4
S-09038;VIVENDA;        33,705.35;617
S-09042;INDUSTRIA;       509,354.21;2
S-09042;VIVENDA;        19,744.35;242
S-09043;COMERÇ;        39,559.09;14
S-09043;EMMAGATZEMATGE;         7,043.75;234
S-09043;ENSENYAMENT;       179,125.00;1
S-09043;HOTEL;        69,264.31;1
S-09043;INDUSTRIA;        59,320.49;3
S-09043;OFICINA;        86,079.76;4
S-09043;SOL SENSE EDIFICAR;       208,804.56;1
S-09043;VIVENDA;        41,078.45;362
S-09044;COMERÇ;        39,884.92;30
S-09044;EMMAGATZEMATGE;         8,608.20;61
S-09044;ENSENYAMENT;        61,698.36;1
S-09044;VIVENDA;        36,070.73;366
S-09045;COMERÇ;        23,210.25;49
S-09045;EMMAGATZEMATGE;         8,321.74;20
S-09045;ENSENYAMENT;       170,157.48;1
S-09045;OFICINA;        18,376.37;3
S-09045;VIVENDA;        27,822.05;587
S-09046;COMERÇ;        35,335.27;11
S-09046;EMMAGATZEMATGE;         6,778.41;171
S-09046;OFICINA;        25,216.47;1
S-09046;VIVENDA;        32,752.13;175
S-09047;COMERÇ;        36,741.57;30
S-09047;EMMAGATZEMATGE;         7,877.63;267
S-09047;ENSENYAMENT;        40,920.47;3
S-09047;OFICINA;        38,323.48;4
S-09047;VIVENDA;        30,715.62;677
S-09048;COMERÇ;        35,619.01;13
S-09048;EMMAGATZEMATGE;         8,097.88;22
S-09048;INDUSTRIA;         7,240.76;1
S-09048;SOL SENSE EDIFICAR;         6,160.27;1
S-09048;VIVENDA;        29,493.30;158
S-09049;ALTRES USOS;        98,687.85;2
S-09049;COMERÇ;       107,933.06;19
S-09049;EMMAGATZEMATGE;         5,179.26;444
S-09049;ENSENYAMENT;       236,197.28;3
S-09049;ESPORTIU;        25,163.36;2
S-09049;INDUSTRIA;       118,618.82;4
S-09049;OFICINA;        83,685.26;8
S-09049;SOL SENSE EDIFICAR;        44,954.01;1
S-09049;VIVENDA;        65,992.44;554
S-09050;ALTRES USOS;       728,681.23;2
S-09050;COMERÇ;        55,099.93;12
S-09050;EMMAGATZEMATGE;       115,745.04;3
S-09050;OFICINA;        24,221.70;1
S-09050;VIVENDA;        34,297.73;148
S-09053;COMERÇ;        58,628.63;25
S-09053;EMMAGATZEMATGE;        11,880.56;48
S-09053;OFICINA;        34,711.58;3
S-09053;VIVENDA;        37,339.35;217
S-09054;COMERÇ;        22,878.43;5
S-09054;EMMAGATZEMATGE;         5,401.60;44
S-09054;VIVENDA;        32,268.18;106
S-09055;COMERÇ;       259,451.83;12
S-09055;EMMAGATZEMATGE;       103,256.89;9
S-09055;INDUSTRIA;       397,313.82;54
S-09055;OFICINA;       252,016.47;4
S-09055;VIVENDA;        23,147.48;60
S-09056;COMERÇ;        27,630.76;1
S-09056;EMMAGATZEMATGE;         9,236.39;1
S-09056;VIVENDA;        23,228.39;11
S-09057;ALTRES USOS;       466,867.11;2
S-09057;COMERÇ;        92,056.31;75
S-09057;EMMAGATZEMATGE;        11,694.83;137
S-09057;INDUSTRIA;        51,256.19;1
S-09057;OFICINA;        63,822.55;1
S-09057;SOL SENSE EDIFICAR;        86,837.98;1
S-09057;VIVENDA;        49,210.15;558
S-09058;COMERÇ;        47,698.25;21
S-09058;EMMAGATZEMATGE;        25,864.48;23
S-09058;OFICINA;        35,630.60;5
S-09058;VIVENDA;        33,776.77;269
S-09059;ALTRES USOS;        50,066.97;2
S-09059;COMERÇ;       133,586.64;25
S-09059;EMMAGATZEMATGE;         7,517.13;304
S-09059;OFICINA;        59,343.20;4
S-09059;VIVENDA;        48,554.05;410
