SECCIO_CENSAL;US;PROMIG_VALOR_CAD;NR_LOCALS
S-07024;VIVENDA;        47,033.39;460
S-07025;ALTRES USOS;        63,857.28;2
S-07025;COMERÇ;        35,527.95;20
S-07025;EMMAGATZEMATGE;        13,709.35;24
S-07025;INDUSTRIA;         4,193.45;1
S-07025;RELIGIOS;       260,554.49;1
S-07025;SOL SENSE EDIFICAR;       228,645.12;1
S-07025;VIVENDA;        28,859.93;268
S-07026;ALTRES USOS;       505,968.27;1
S-07026;COMERÇ;        54,831.59;29
S-07026;EMMAGATZEMATGE;         8,081.98;118
S-07026;OFICINA;        13,884.20;9
S-07026;SOL SENSE EDIFICAR;        10,953.96;4
S-07026;VIVENDA;        30,645.77;261
S-07027;COMERÇ;        48,700.40;70
S-07027;EMMAGATZEMATGE;         8,317.37;154
S-07027;HOTEL;        72,692.83;1
S-07027;INDUSTRIA;        53,389.76;2
S-07027;OFICINA;        35,590.46;2
S-07027;SOL SENSE EDIFICAR;       142,851.69;1
S-07027;VIVENDA;        30,625.12;554
S-07028;ALTRES USOS;        42,219.10;1
S-07028;COMERÇ;        57,093.42;61
S-07028;EMMAGATZEMATGE;         6,795.10;252
S-07028;ENSENYAMENT;        35,782.87;2
S-07028;ESPORTIU;        22,701.16;2
S-07028;RELIGIOS;       104,480.90;1
S-07028;VIVENDA;        32,760.80;617
S-07029;ALTRES USOS;     1,695,445.23;1
S-07029;COMERÇ;        58,438.00;30
S-07029;EMMAGATZEMATGE;         6,805.00;720
S-07029;INDUSTRIA;        10,441.40;1
S-07029;VIVENDA;        47,349.94;1.010
S-07030;COMERÇ;        27,280.06;67
S-07030;EMMAGATZEMATGE;         9,174.63;490
S-07030;OFICINA;        57,990.69;2
S-07030;SOL SENSE EDIFICAR;       242,533.87;3
S-07030;VIVENDA;        65,357.64;455
S-07031;ALTRES USOS;        48,356.57;1
S-07031;COMERÇ;        33,638.26;28
S-07031;EMMAGATZEMATGE;         8,007.27;225
S-07031;SOL SENSE EDIFICAR;        56,039.42;1
S-07031;VIVENDA;        38,842.83;662
S-08001;ALTRES USOS;       134,451.68;1
S-08001;COMERÇ;        32,627.39;23
S-08001;EMMAGATZEMATGE;        10,355.84;228
S-08001;INDUSTRIA;        35,572.59;3
S-08001;SOL SENSE EDIFICAR;        35,746.35;2
S-08001;VIVENDA;        36,618.90;294
S-08002;COMERÇ;        74,019.75;38
S-08002;EMMAGATZEMATGE;        10,058.61;180
S-08002;ENSENYAMENT;       153,181.80;2
S-08002;INDUSTRIA;       103,975.45;1
S-08002;SOL SENSE EDIFICAR;        13,405.17;1
S-08002;VIVENDA;        42,336.20;468
S-08003;COMERÇ;       270,028.06;113
S-08003;EMMAGATZEMATGE;         8,472.28;894
S-08003;INDUSTRIA;       221,661.26;55
S-08003;OFICINA;       505,964.88;1
S-08003;SOL SENSE EDIFICAR;        10,050.50;2
S-08003;VIVENDA;        42,856.79;594
S-08004;COMERÇ;        79,018.73;18
S-08004;EMMAGATZEMATGE;         5,345.05;257
S-08004;ENSENYAMENT;       205,630.05;1
S-08004;INDUSTRIA;        20,419.17;1
S-08004;OFICINA;       112,008.08;2
S-08004;SOL SENSE EDIFICAR;         5,835.47;1
S-08004;VIVENDA;        38,601.20;383
S-08005;COMERÇ;        30,020.24;18
S-08005;EMMAGATZEMATGE;        14,739.52;16
S-08005;INDUSTRIA;        16,513.68;2
S-08005;SOL SENSE EDIFICAR;        19,011.75;4
S-08005;VIVENDA;        36,462.35;252
S-08006;COMERÇ;        30,833.84;23
S-08006;EMMAGATZEMATGE;         6,139.02;134
S-08006;OFICINA;        35,108.21;1
S-08006;VIVENDA;        41,930.99;327
S-08007;ALTRES USOS;       156,970.80;1
S-08007;COMERÇ;        32,246.85;29
S-08007;EMMAGATZEMATGE;        27,366.89;21
S-08007;ENSENYAMENT;        70,305.23;1
S-08007;INDUSTRIA;        22,646.41;1
S-08007;OFICINA;        50,306.13;3
S-08007;VIVENDA;        34,286.02;494
S-08008;ALTRES USOS;       216,954.46;2
S-08008;COMERÇ;        66,127.84;42
S-08008;EMMAGATZEMATGE;        10,649.87;299
S-08008;SOL SENSE EDIFICAR;        59,049.80;5
S-08008;VIVENDA;        40,125.51;689
S-08009;ALTRES USOS;        38,076.75;3
S-08009;COMERÇ;        58,505.38;19
S-08009;EMMAGATZEMATGE;         5,557.18;174
S-08009;INDUSTRIA;         7,083.36;1
S-08009;VIVENDA;        34,554.48;317
S-08010;ALTRES USOS;       111,206.44;1
S-08010;COMERÇ;        39,123.31;22
S-08010;EMMAGATZEMATGE;        27,889.95;17
S-08010;ENSENYAMENT;       288,391.37;1
S-08010;INDUSTRIA;        26,743.94;2
S-08010;SOL SENSE EDIFICAR;        50,368.58;1
S-08010;VIVENDA;        31,808.24;328
S-08011;EMMAGATZEMATGE;       341,515.77;5
S-08011;VIVENDA;        34,133.90;153
S-08012;ALTRES USOS;       995,396.33;1
S-08012;COMERÇ;       547,209.15;85
S-08012;EMMAGATZEMATGE;         6,187.32;910
S-08012;HOTEL;        60,773.36;1
S-08012;INDUSTRIA;       454,541.19;24
S-08012;OFICINA;       364,101.70;6
S-08012;SOL SENSE EDIFICAR;       424,927.29;1
S-08012;VIVENDA;        73,599.05;491
S-08013;COMERÇ;        55,782.90;11
S-08013;EMMAGATZEMATGE;         6,100.64;444
S-08013;INDUSTRIA;        84,233.94;2
S-08013;OFICINA;        36,417.28;19
S-08013;RELIGIOS;       998,547.55;1
S-08013;SOL SENSE EDIFICAR;       332,192.01;1
S-08013;VIVENDA;        58,630.44;230
S-09001;COMERÇ;        31,896.21;20
S-09001;EMMAGATZEMATGE;        16,423.02;19
S-09001;ENSENYAMENT;       362,339.43;2
S-09001;VIVENDA;        36,914.65;194
S-09002;COMERÇ;       544,556.93;1
S-09002;EMMAGATZEMATGE;        17,612.62;2
S-09002;VIVENDA;        22,109.18;251
S-09003;COMERÇ;       149,827.44;16
S-09003;EMMAGATZEMATGE;        14,600.84;120
S-09003;ENSENYAMENT;       256,563.42;2
S-09003;INDUSTRIA;       261,231.84;75
S-09003;OFICINA;       311,417.56;1
S-09003;SOL SENSE EDIFICAR;       234,911.92;4
S-09003;VIVENDA;        47,626.23;272
S-09004;ENSENYAMENT;     2,368,997.87;1
S-09004;RELIGIOS;       928,975.97;1
S-09004;VIVENDA;        20,941.39;219
S-09005;VIVENDA;        20,662.14;80
S-09006;COMERÇ;        19,594.79;75
S-09006;EMMAGATZEMATGE;        48,496.85;6
S-09006;VIVENDA;        24,244.10;720
S-09008;COMERÇ;        31,450.71;30
S-09008;EMMAGATZEMATGE;         3,666.29;4
S-09008;ENSENYAMENT;        71,496.66;1
S-09008;INDUSTRIA;     1,033,310.29;1
S-09008;SOL SENSE EDIFICAR;        36,884.68;2
S-09008;VIVENDA;        32,269.22;824
S-09009;COMERÇ;        33,349.18;8
S-09009;EMMAGATZEMATGE;         8,030.02;28
S-09009;ENSENYAMENT;     2,655,114.09;1
S-09009;VIVENDA;        38,715.12;191
S-09010;ALTRES USOS;        40,850.57;2
S-09010;COMERÇ;        19,576.86;77
S-09010;EMMAGATZEMATGE;         8,170.87;120
S-09010;VIVENDA;        49,613.04;315
S-09011;COMERÇ;        15,677.17;5
S-09011;VIVENDA;        26,630.34;94
S-09012;COMERÇ;        50,127.16;17
S-09012;EMMAGATZEMATGE;        70,197.06;27
S-09012;OFICINA;        30,062.45;1
S-09012;VIVENDA;        30,105.50;676
S-09013;COMERÇ;        43,306.08;25
S-09013;EMMAGATZEMATGE;         5,926.06;147
S-09013;ENSENYAMENT;        42,865.56;1
S-09013;VIVENDA;        34,884.65;352
S-09014;COMERÇ;        24,503.21;9
S-09014;VIVENDA;        37,398.92;67
S-09015;COMERÇ;        47,052.72;5
S-09015;EMMAGATZEMATGE;        12,943.66;20
S-09015;OFICINA;        22,781.78;1
S-09015;VIVENDA;        42,047.04;129
S-09016;COMERÇ;        22,916.33;54
S-09016;EMMAGATZEMATGE;         8,006.81;308
S-09016;ENSENYAMENT;        28,206.56;1
S-09016;OFICINA;        30,088.34;2
S-09016;VIVENDA;        32,763.13;571
S-09017;COMERÇ;        24,853.10;27
S-09017;EMMAGATZEMATGE;         9,128.80;57
S-09017;INDUSTRIA;        11,850.24;1
S-09017;VIVENDA;        29,674.95;379
S-09018;COMERÇ;        69,518.40;5
S-09018;EMMAGATZEMATGE;        18,378.10;8
S-09018;ENSENYAMENT;       199,186.85;1
S-09018;SOL SENSE EDIFICAR;       163,788.04;1
S-09018;VIVENDA;        29,014.63;143
S-09019;COMERÇ;        30,995.20;20
S-09019;EMMAGATZEMATGE;         9,964.41;32
S-09019;INDUSTRIA;       172,554.35;1
S-09019;OFICINA;        37,502.66;1
S-09019;SOL SENSE EDIFICAR;       156,231.20;1
S-09019;VIVENDA;        31,892.56;350
S-09020;COMERÇ;         9,782.58;3
S-09020;EMMAGATZEMATGE;         4,511.04;1
S-09020;OFICINA;         6,643.86;1
S-09020;VIVENDA;        21,138.21;77
S-09021;ALTRES USOS;        87,885.90;1
S-09021;COMERÇ;        66,453.15;29
S-09021;EMMAGATZEMATGE;        12,845.56;113
S-09021;ENSENYAMENT;       233,521.75;5
S-09021;INDUSTRIA;        74,423.22;12
S-09021;OFICINA;        42,279.77;2
S-09021;SOL SENSE EDIFICAR;        43,670.26;1
S-09021;VIVENDA;        46,809.18;484
S-09022;ALTRES USOS;        31,491.54;1
S-09022;COMERÇ;        41,587.33;34
S-09022;EMMAGATZEMATGE;        15,197.00;25
S-09022;INDUSTRIA;        46,375.47;2
S-09022;OFICINA;        59,868.25;5
S-09022;SOL SENSE EDIFICAR;       100,672.87;3
S-09022;VIVENDA;        38,150.71;468
S-09023;COMERÇ;        24,363.43;14
S-09023;EMMAGATZEMATGE;         6,955.47;1
S-09023;INDUSTRIA;       112,815.04;1
S-09023;VIVENDA;        25,759.07;257
S-09024;COMERÇ;        32,639.70;22
S-09024;EMMAGATZEMATGE;        13,728.54;31
S-09024;VIVENDA;        32,492.52;390
S-09025;COMERÇ;        44,039.42;32
S-09025;EMMAGATZEMATGE;        13,311.53;41
S-09025;HOTEL;       100,354.22;1
S-09025;INDUSTRIA;        59,701.73;3
S-09025;OFICINA;        16,512.08;1
S-09025;SOL SENSE EDIFICAR;        38,853.98;1
S-09025;VIVENDA;        37,476.76;322
S-09026;COMERÇ;        47,379.79;34
S-09026;EMMAGATZEMATGE;         8,264.88;90
S-09026;ENSENYAMENT;       143,080.47;6
S-09026;INDUSTRIA;         6,533.17;1
S-09026;OFICINA;        98,239.78;5
S-09026;VIVENDA;        35,262.69;524
S-09027;ALTRES USOS;       104,188.73;1
S-09027;COMERÇ;        28,482.85;57
S-09027;EMMAGATZEMATGE;        16,927.90;46
S-09027;ENSENYAMENT;        17,483.40;4
S-09027;INDUSTRIA;        53,677.29;2
S-09027;SOL SENSE EDIFICAR;        14,646.78;1
S-09027;VIVENDA;        38,101.98;341
S-09028;COMERÇ;        42,479.74;9
S-09028;EMMAGATZEMATGE;         5,618.74;44
S-09028;OFICINA;        25,354.55;1
S-09028;VIVENDA;        29,971.31;223
S-09029;ALTRES USOS;       108,785.96;2
S-09029;COMERÇ;        57,424.40;8
S-09029;EMMAGATZEMATGE;        28,938.84;8
S-09029;INDUSTRIA;        52,023.79;6
S-09029;OFICINA;        82,772.09;1
S-09029;RELIGIOS;       116,345.70;1
S-09029;VIVENDA;        49,505.36;110
S-09030;COMERÇ;       512,648.92;18
S-09030;EMMAGATZEMATGE;         6,014.44;155
S-09030;HOTEL;       119,381.51;1
S-09030;INDUSTRIA;       474,232.05;119
S-09030;OFICINA;       339,271.24;44
S-09030;SOL SENSE EDIFICAR;       647,608.93;4
S-09030;VIVENDA;        39,807.19;282
S-09031;COMERÇ;        25,631.69;11
S-09031;EMMAGATZEMATGE;        10,593.97;3
S-09031;ENSENYAMENT;        26,162.34;3
S-09031;OFICINA;        27,570.68;1
S-09031;VIVENDA;        36,281.87;83
S-09032;COMERÇ;        25,168.01;18
S-09032;EMMAGATZEMATGE;         7,122.95;181
S-09032;INDUSTRIA;       137,146.10;1
S-09032;SOL SENSE EDIFICAR;        23,905.47;2
S-09032;VIVENDA;        29,272.76;174
S-09033;COMERÇ;        31,029.73;31
S-09033;EMMAGATZEMATGE;         9,994.43;141
S-09033;ENSENYAMENT;       222,230.64;1
S-09033;OFICINA;        24,907.01;3
S-09033;SOL SENSE EDIFICAR;        19,914.81;2
S-09033;VIVENDA;        33,357.74;372
S-09034;ALTRES USOS;        62,430.79;1
S-09034;COMERÇ;        33,086.50;78
S-09034;EMMAGATZEMATGE;         8,454.61;183
S-09034;INDUSTRIA;        68,909.89;3
S-09034;OFICINA;        60,929.96;7
S-09034;SOL SENSE EDIFICAR;       175,486.93;2
S-09034;VIVENDA;        42,523.14;647
S-09035;COMERÇ;       108,554.99;18
S-09035;EMMAGATZEMATGE;        36,552.25;55
S-09035;INDUSTRIA;        83,388.17;4
S-09035;OFICINA;        35,161.84;1
S-09035;SOL SENSE EDIFICAR;     1,223,789.89;1
S-09035;VIVENDA;        38,090.97;501
S-09036;COMERÇ;        24,799.13;43
S-09036;EMMAGATZEMATGE;         8,562.14;69
S-09036;INDUSTRIA;       121,861.14;3
S-09036;OFICINA;        44,194.23;1
S-09036;RELIGIOS;       864,037.39;1
S-09036;SOL SENSE EDIFICAR;        10,776.87;2
S-09036;VIVENDA;        32,440.82;734
S-09037;COMERÇ;        17,236.97;43
S-09037;EMMAGATZEMATGE;         5,248.62;9
S-09037;OFICINA;        43,960.58;2
S-09037;VIVENDA;        23,369.87;502
S-09038;ALTRES USOS;        61,304.76;1
S-09038;COMERÇ;        34,761.99;74
S-09038;EMMAGATZEMATGE;        10,582.32;176
S-09038;INDUSTRIA;        57,057.70;4
S-09038;OFICINA;        30,714.44;8
S-09038;RELIGIOS;       206,789.94;2
S-09038;SOL SENSE EDIFICAR;        23,615.30;4
S-09038;VIVENDA;        35,074.98;618
S-09042;INDUSTRIA;       529,728.37;2
S-09042;VIVENDA;        20,534.12;242
S-09043;COMERÇ;        41,141.45;14
S-09043;EMMAGATZEMATGE;         7,325.50;234
S-09043;ENSENYAMENT;       186,290.00;1
S-09043;HOTEL;        72,034.88;1
S-09043;INDUSTRIA;        61,693.31;3
S-09043;OFICINA;        89,522.94;4
S-09043;SOL SENSE EDIFICAR;       217,156.74;1
S-09043;VIVENDA;        42,731.83;361
S-09044;COMERÇ;        41,480.31;30
S-09044;EMMAGATZEMATGE;         8,952.52;61
S-09044;ENSENYAMENT;        64,166.29;1
S-09044;SOL SENSE EDIFICAR;         2,778.76;1
S-09044;VIVENDA;        37,513.56;366
S-09045;COMERÇ;        24,138.66;49
S-09045;EMMAGATZEMATGE;         8,654.61;20
S-09045;ENSENYAMENT;       176,963.77;1
S-09045;OFICINA;        19,111.43;3
S-09045;VIVENDA;        28,934.93;587
S-09046;COMERÇ;        36,748.67;11
S-09046;EMMAGATZEMATGE;         7,049.55;171
S-09046;OFICINA;        26,225.12;1
S-09046;VIVENDA;        34,389.99;176
S-09047;COMERÇ;        39,445.40;27
S-09047;EMMAGATZEMATGE;         8,181.42;266
S-09047;ENSENYAMENT;        42,557.29;3
S-09047;OFICINA;        39,856.42;4
S-09047;VIVENDA;        31,906.50;681
S-09048;COMERÇ;        37,043.77;13
S-09048;EMMAGATZEMATGE;         8,421.79;22
S-09048;INDUSTRIA;         7,530.39;1
S-09048;SOL SENSE EDIFICAR;         6,406.68;1
S-09048;VIVENDA;        30,673.03;158
S-09049;ALTRES USOS;       102,635.36;2
S-09049;COMERÇ;       112,250.38;19
S-09049;EMMAGATZEMATGE;         5,380.75;444
S-09049;ENSENYAMENT;       245,645.16;3
S-09049;ESPORTIU;        26,169.89;2
S-09049;INDUSTRIA;       123,363.57;4
S-09049;OFICINA;        80,910.12;9
S-09049;SOL SENSE EDIFICAR;        46,752.17;1
S-09049;VIVENDA;        68,573.40;555
S-09050;ALTRES USOS;       757,828.48;2
S-09050;COMERÇ;        57,303.93;12
S-09050;EMMAGATZEMATGE;       120,374.84;3
S-09050;OFICINA;        25,190.56;1
S-09050;VIVENDA;        35,669.64;148
S-09053;COMERÇ;        60,719.08;25
S-09053;EMMAGATZEMATGE;        12,233.56;49
S-09053;OFICINA;        36,100.04;3
S-09053;SOL SENSE EDIFICAR;       764,882.02;1
S-09053;VIVENDA;        38,832.92;217
S-09054;COMERÇ;        23,793.56;5
S-09054;EMMAGATZEMATGE;         5,617.66;44
S-09054;VIVENDA;        33,558.90;106
S-09055;COMERÇ;       269,829.90;12
S-09055;EMMAGATZEMATGE;       107,387.16;9
S-09055;INDUSTRIA;       413,995.20;54
S-09055;OFICINA;       262,097.12;4
S-09055;VIVENDA;        24,073.37;60
S-09056;COMERÇ;        28,735.99;1
S-09056;EMMAGATZEMATGE;         9,605.84;1
S-09056;VIVENDA;        24,157.52;11
S-09057;ALTRES USOS;       485,541.79;2
S-09057;COMERÇ;        95,738.56;75
S-09057;EMMAGATZEMATGE;        12,162.62;137
S-09057;INDUSTRIA;        53,306.43;1
S-09057;OFICINA;        66,375.45;1
S-09057;SOL SENSE EDIFICAR;        90,311.49;1
S-09057;VIVENDA;        51,301.28;558
S-09058;ALTRES USOS;       250,422.60;1
S-09058;COMERÇ;        49,606.17;21
S-09058;EMMAGATZEMATGE;         9,233.84;118
S-09058;OFICINA;        37,055.82;5
S-09058;VIVENDA;        35,162.96;270
S-09059;ALTRES USOS;        52,069.64;2
S-09059;COMERÇ;       138,930.10;25
S-09059;EMMAGATZEMATGE;         7,817.81;304
S-09059;OFICINA;        61,716.92;4
S-09059;VIVENDA;        50,496.21;410
