CODI_DIVISIO_TERRITORIAL;US;PROMIG_VALOR_CAD;NRE_LOCALS
S-07026;SOL SENSE EDIFICAR;         8,369.89;4
S-07026;VIVENDA;        23,398.96;261
S-07027;COMERÇ;        37,007.50;71
S-07027;EMMAGATZEMATGE;         6,462.36;156
S-07027;INDUSTRIA;        40,794.92;2
S-07027;OFICINA;        25,749.56;4
S-07027;SOL SENSE EDIFICAR;       109,152.43;1
S-07027;VIVENDA;        23,434.63;550
S-07028;COMERÇ;        44,411.75;59
S-07028;EMMAGATZEMATGE;         5,176.69;252
S-07028;ENSENYAMENT;        27,521.44;4
S-07028;ESPORTIU;        17,345.88;2
S-07028;OFICINA;        24,601.83;1
S-07028;RELIGIOS;        79,833.46;1
S-07028;VIVENDA;        25,143.03;616
S-07029;ALTRES USOS;     1,295,483.00;1
S-07029;COMERÇ;        34,768.28;21
S-07029;EMMAGATZEMATGE;         5,484.81;731
S-07029;INDUSTRIA;         7,978.25;1
S-07029;VIVENDA;        36,179.97;1010
S-07030;COMERÇ;        20,844.60;67
S-07030;EMMAGATZEMATGE;         7,010.31;490
S-07030;OFICINA;        44,310.48;2
S-07030;SOL SENSE EDIFICAR;       261,653.28;1
S-07030;VIVENDA;        49,924.62;455
S-07031;COMERÇ;        26,770.68;30
S-07031;EMMAGATZEMATGE;         6,407.14;227
S-07031;SOL SENSE EDIFICAR;        42,819.51;1
S-07031;VIVENDA;        29,662.24;659
S-08001;ALTRES USOS;       102,734.01;1
S-08001;COMERÇ;        24,926.67;21
S-08001;EMMAGATZEMATGE;         7,578.20;224
S-08001;INDUSTRIA;        27,180.89;3
S-08001;SOL SENSE EDIFICAR;        27,429.65;3
S-08001;VIVENDA;        28,622.99;292
S-08002;COMERÇ;        56,558.21;38
S-08002;EMMAGATZEMATGE;         7,795.03;181
S-08002;ENSENYAMENT;       117,045.63;2
S-08002;INDUSTRIA;        79,447.25;1
S-08002;VIVENDA;        32,377.19;467
S-08003;COMERÇ;       219,503.56;106
S-08003;EMMAGATZEMATGE;         6,370.50;710
S-08003;INDUSTRIA;       169,370.51;55
S-08003;OFICINA;       386,605.79;1
S-08003;SOL SENSE EDIFICAR;         7,679.56;2
S-08003;VIVENDA;        34,380.62;417
S-08004;COMERÇ;        60,377.91;18
S-08004;EMMAGATZEMATGE;         4,084.15;257
S-08004;ENSENYAMENT;       157,121.12;1
S-08004;INDUSTRIA;        15,602.22;1
S-08004;OFICINA;        85,584.94;2
S-08004;VIVENDA;        29,483.47;384
S-08005;COMERÇ;        22,938.36;18
S-08005;EMMAGATZEMATGE;        11,518.71;15
S-08005;INDUSTRIA;        12,618.06;2
S-08005;SOL SENSE EDIFICAR;        14,526.82;4
S-08005;VIVENDA;        28,327.39;248
S-08006;COMERÇ;        23,664.39;24
S-08006;EMMAGATZEMATGE;         4,690.81;134
S-08006;VIVENDA;        32,047.13;328
S-08007;ALTRES USOS;       119,940.79;1
S-08007;COMERÇ;        23,818.89;30
S-08007;EMMAGATZEMATGE;        20,910.94;21
S-08007;ENSENYAMENT;        53,719.97;1
S-08007;INDUSTRIA;        53,313.11;2
S-08007;OFICINA;        35,807.54;4
S-08007;VIVENDA;        26,310.26;489
S-08008;ALTRES USOS;       163,079.29;2
S-08008;COMERÇ;        42,911.53;51
S-08008;EMMAGATZEMATGE;         8,151.12;290
S-08008;SOL SENSE EDIFICAR;        60,061.35;3
S-08008;VIVENDA;        30,797.45;688
S-08009;ALTRES USOS;        29,094.31;3
S-08009;COMERÇ;        44,703.75;19
S-08009;EMMAGATZEMATGE;         4,246.23;174
S-08009;INDUSTRIA;         5,412.39;1
S-08009;VIVENDA;        26,402.95;317
S-08010;COMERÇ;        31,265.15;22
S-08010;EMMAGATZEMATGE;        21,314.15;17
S-08010;ENSENYAMENT;       220,358.72;1
S-08010;INDUSTRIA;        20,434.95;2
S-08010;SOL SENSE EDIFICAR;        38,486.45;1
S-08010;VIVENDA;        25,706.75;312
S-08011;EMMAGATZEMATGE;     1,272,686.06;1
S-08011;VIVENDA;        25,935.46;117
S-08012;ALTRES USOS;       760,578.41;1
S-08012;COMERÇ;       472,366.97;72
S-08012;EMMAGATZEMATGE;         4,730.00;909
S-08012;INDUSTRIA;       361,253.61;25
S-08012;VIVENDA;        56,885.18;440
S-08013;COMERÇ;        42,623.51;11
S-08013;EMMAGATZEMATGE;         4,661.49;444
S-08013;INDUSTRIA;        64,362.84;2
S-08013;OFICINA;        27,826.31;19
S-08013;RELIGIOS;       762,986.25;1
S-08013;SOL SENSE EDIFICAR;       253,826.62;1
S-08013;VIVENDA;        44,756.46;230
S-09001;COMERÇ;        25,555.53;19
S-09001;EMMAGATZEMATGE;        12,548.78;19
S-09001;ENSENYAMENT;       276,862.14;2
S-09001;VIVENDA;        28,172.91;194
S-09002;COMERÇ;       416,093.81;1
S-09002;EMMAGATZEMATGE;        13,457.75;2
S-09002;VIVENDA;        16,893.55;251
S-09003;COMERÇ;        60,107.52;15
S-09003;EMMAGATZEMATGE;        11,370.53;120
S-09003;ENSENYAMENT;       196,039.11;2
S-09003;INDUSTRIA;       207,223.68;73
S-09003;OFICINA;       237,952.94;1
S-09003;SOL SENSE EDIFICAR;       146,535.79;5
S-09003;VIVENDA;        36,225.02;274
S-09004;ENSENYAMENT;     1,478,953.55;1
S-09004;RELIGIOS;       709,826.88;1
S-09004;VIVENDA;        16,001.15;220
S-09005;VIVENDA;        15,787.88;80
S-09006;COMERÇ;        14,972.32;75
S-09006;EMMAGATZEMATGE;        37,055.95;6
S-09006;VIVENDA;        18,531.83;722
S-09008;COMERÇ;        20,940.95;27
S-09008;EMMAGATZEMATGE;         2,801.41;4
S-09008;ENSENYAMENT;        54,630.33;1
S-09008;INDUSTRIA;       789,548.32;1
S-09008;SOL SENSE EDIFICAR;        42,387.01;2
S-09008;VIVENDA;        23,459.69;767
S-09009;COMERÇ;        25,481.99;8
S-09009;EMMAGATZEMATGE;         6,135.72;28
S-09009;VIVENDA;        26,699.16;154
S-09010;ALTRES USOS;        31,213.77;2
S-09010;COMERÇ;        14,958.62;77
S-09010;EMMAGATZEMATGE;         6,243.34;120
S-09010;VIVENDA;        35,465.88;361
S-09011;COMERÇ;        11,978.88;5
S-09011;VIVENDA;        20,343.62;95
S-09012;COMERÇ;        40,789.51;17
S-09012;EMMAGATZEMATGE;        53,591.09;27
S-09012;OFICINA;        22,970.62;1
S-09012;VIVENDA;        23,156.48;675
S-09013;COMERÇ;        32,047.31;25
S-09013;EMMAGATZEMATGE;         4,528.09;147
S-09013;ENSENYAMENT;        32,753.41;1
S-09013;VIVENDA;        26,655.24;352
S-09014;COMERÇ;        18,722.82;9
S-09014;VIVENDA;        28,576.38;67
S-09015;COMERÇ;        33,537.91;5
S-09015;EMMAGATZEMATGE;        10,351.65;21
S-09015;OFICINA;        17,407.48;1
S-09015;VIVENDA;        31,547.73;126
S-09016;COMERÇ;        17,672.45;55
S-09016;EMMAGATZEMATGE;         6,117.98;308
S-09016;ENSENYAMENT;        21,552.54;1
S-09016;OFICINA;        22,990.40;2
S-09016;VIVENDA;        25,016.72;572
S-09017;COMERÇ;        18,949.88;26
S-09017;EMMAGATZEMATGE;         6,975.29;57
S-09017;INDUSTRIA;         9,054.74;1
S-09017;VIVENDA;        22,712.59;381
S-09018;COMERÇ;        53,118.75;5
S-09018;EMMAGATZEMATGE;        16,525.30;9
S-09018;ENSENYAMENT;       152,197.90;1
S-09018;SOL SENSE EDIFICAR;       125,149.80;1
S-09018;VIVENDA;        22,014.45;142
S-09019;COMERÇ;        23,683.32;20
S-09019;EMMAGATZEMATGE;         7,613.78;32
S-09019;INDUSTRIA;       131,848.11;1
S-09019;OFICINA;        28,655.64;1
S-09019;SOL SENSE EDIFICAR;       119,375.65;1
S-09019;VIVENDA;        24,409.38;350
S-09020;COMERÇ;         7,474.84;3
S-09020;EMMAGATZEMATGE;         3,446.89;1
S-09020;VIVENDA;        16,208.03;79
S-09021;ALTRES USOS;        67,153.29;1
S-09021;COMERÇ;        50,188.76;29
S-09021;EMMAGATZEMATGE;         9,173.09;113
S-09021;ENSENYAMENT;       178,433.06;5
S-09021;INDUSTRIA;        55,345.44;13
S-09021;OFICINA;        32,305.82;2
S-09021;SOL SENSE EDIFICAR;        33,368.29;1
S-09021;VIVENDA;        36,013.53;482
S-09022;ALTRES USOS;        24,062.58;1
S-09022;COMERÇ;        32,099.55;32
S-09022;EMMAGATZEMATGE;        12,246.57;22
S-09022;INDUSTRIA;        35,435.33;2
S-09022;OFICINA;        45,745.11;5
S-09022;SOL SENSE EDIFICAR;        76,923.76;3
S-09022;VIVENDA;        30,881.62;382
S-09023;COMERÇ;        18,348.29;16
S-09023;EMMAGATZEMATGE;         5,314.68;1
S-09023;INDUSTRIA;        86,201.54;1
S-09023;VIVENDA;        19,707.87;254
S-09024;COMERÇ;        24,939.88;22
S-09024;EMMAGATZEMATGE;        10,489.94;31
S-09024;VIVENDA;        24,857.55;388
S-09025;COMERÇ;        37,793.90;26
S-09025;EMMAGATZEMATGE;        10,123.99;34
S-09025;HOTEL;        76,680.28;1
S-09025;INDUSTRIA;        53,543.95;2
S-09025;OFICINA;        12,616.82;1
S-09025;SOL SENSE EDIFICAR;        29,688.19;1
S-09025;VIVENDA;        28,223.07;233
S-09026;COMERÇ;        56,431.43;17
S-09026;EMMAGATZEMATGE;         6,578.19;64
S-09026;ENSENYAMENT;       144,946.85;4
S-09026;OFICINA;        90,769.36;4
S-09026;VIVENDA;        28,097.62;390
S-09027;COMERÇ;        21,819.35;56
S-09027;EMMAGATZEMATGE;        12,373.29;45
S-09027;ENSENYAMENT;        13,359.02;4
S-09027;INDUSTRIA;        41,014.62;2
S-09027;SOL SENSE EDIFICAR;        11,191.56;1
S-09027;VIVENDA;        30,618.38;327
S-09028;COMERÇ;        32,458.62;9
S-09028;EMMAGATZEMATGE;         4,293.27;44
S-09028;ENSENYAMENT;        21,174.41;1
S-09028;OFICINA;        19,373.33;1
S-09028;VIVENDA;        22,924.98;222
S-09029;ALTRES USOS;        83,122.94;2
S-09029;COMERÇ;        43,877.77;8
S-09029;EMMAGATZEMATGE;        22,112.07;8
S-09029;INDUSTRIA;        39,751.19;6
S-09029;OFICINA;        63,245.84;1
S-09029;RELIGIOS;        88,899.30;1
S-09029;VIVENDA;        37,720.44;110
S-09030;COMERÇ;       260,817.20;16
S-09030;EMMAGATZEMATGE;         4,595.62;155
S-09030;INDUSTRIA;       314,637.95;123
S-09030;OFICINA;       258,438.85;41
S-09030;SOL SENSE EDIFICAR;       494,835.43;4
S-09030;VIVENDA;        30,416.56;282
S-09031;COMERÇ;        19,585.09;11
S-09031;EMMAGATZEMATGE;         8,094.82;3
S-09031;ENSENYAMENT;        19,990.56;3
S-09031;OFICINA;        21,066.66;1
S-09031;VIVENDA;        27,722.85;83
S-09032;COMERÇ;        25,058.88;13
S-09032;EMMAGATZEMATGE;         5,431.20;180
S-09032;INDUSTRIA;       104,792.80;1
S-09032;SOL SENSE EDIFICAR;        18,266.09;2
S-09032;VIVENDA;        22,998.93;158
S-09033;COMERÇ;        23,230.97;32
S-09033;EMMAGATZEMATGE;         7,636.72;141
S-09033;ENSENYAMENT;       169,805.57;1
S-09033;OFICINA;        19,031.37;3
S-09033;SOL SENSE EDIFICAR;        15,216.84;2
S-09033;VIVENDA;        25,532.03;372
S-09034;ALTRES USOS;        47,703.13;1
S-09034;COMERÇ;        24,249.32;62
S-09034;EMMAGATZEMATGE;         5,651.71;171
S-09034;INDUSTRIA;        52,653.79;3
S-09034;OFICINA;        39,234.63;6
S-09034;SOL SENSE EDIFICAR;       307,636.81;1
S-09034;VIVENDA;        32,412.82;531
S-09035;COMERÇ;        82,440.56;17
S-09035;EMMAGATZEMATGE;        26,370.16;57
S-09035;INDUSTRIA;        63,716.59;4
S-09035;OFICINA;        26,867.04;1
S-09035;SOL SENSE EDIFICAR;       935,093.02;1
S-09035;VIVENDA;        29,069.50;501
S-09036;COMERÇ;        19,094.94;42
S-09036;EMMAGATZEMATGE;         6,542.31;69
S-09036;INDUSTRIA;        93,113.63;3
S-09036;OFICINA;        33,768.65;1
S-09036;RELIGIOS;       660,207.57;1
S-09036;SOL SENSE EDIFICAR;         8,234.58;2
S-09036;VIVENDA;        24,752.45;737
S-09037;COMERÇ;        13,170.72;43
S-09037;EMMAGATZEMATGE;         4,010.47;9
S-09037;OFICINA;        33,590.12;2
S-09037;VIVENDA;        17,856.84;502
S-09038;ALTRES USOS;        46,842.74;1
S-09038;COMERÇ;        26,843.82;74
S-09038;EMMAGATZEMATGE;         8,001.29;175
S-09038;INDUSTRIA;        43,597.58;4
S-09038;OFICINA;        23,318.14;9
S-09038;RELIGIOS;       158,007.39;2
S-09038;SOL SENSE EDIFICAR;        18,044.37;4
S-09038;VIVENDA;        26,708.33;615
S-09042;INDUSTRIA;       404,763.37;2
S-09042;VIVENDA;        15,690.05;242
S-09043;COMERÇ;        30,348.83;14
S-09043;EMMAGATZEMATGE;         5,597.40;234
S-09043;ENSENYAMENT;       142,343.46;1
S-09043;HOTEL;        55,041.58;1
S-09043;INDUSTRIA;        47,139.63;3
S-09043;OFICINA;        68,404.14;4
S-09043;SOL SENSE EDIFICAR;       165,928.62;1
S-09043;VIVENDA;        33,109.67;361
S-09044;COMERÇ;        31,694.96;30
S-09044;EMMAGATZEMATGE;         6,840.60;61
S-09044;ENSENYAMENT;        49,029.22;1
S-09044;SOL SENSE EDIFICAR;         2,123.26;1
S-09044;VIVENDA;        28,663.98;366
S-09045;COMERÇ;        20,532.75;49
S-09045;EMMAGATZEMATGE;         6,819.38;19
S-09045;VIVENDA;        21,981.28;593
S-09046;COMERÇ;        28,079.53;11
S-09046;EMMAGATZEMATGE;         5,400.17;173
S-09046;OFICINA;        20,038.53;1
S-09046;SOL SENSE EDIFICAR;         3,615.88;1
S-09046;VIVENDA;        25,479.63;212
S-09047;COMERÇ;        29,197.06;30
S-09047;EMMAGATZEMATGE;         6,260.05;267
S-09047;ENSENYAMENT;        32,517.87;3
S-09047;OFICINA;        30,454.15;4
S-09047;VIVENDA;        24,408.14;676
S-09048;COMERÇ;        28,305.01;13
S-09048;EMMAGATZEMATGE;         6,435.07;22
S-09048;INDUSTRIA;         5,753.95;1
S-09048;SOL SENSE EDIFICAR;         4,895.33;1
S-09048;VIVENDA;        23,437.15;158
S-09049;ALTRES USOS;        78,423.29;2
S-09049;COMERÇ;        85,770.08;19
S-09049;EMMAGATZEMATGE;         4,220.31;446
S-09049;ENSENYAMENT;       187,696.51;3
S-09049;ESPORTIU;        19,996.33;2
S-09049;INDUSTRIA;        94,261.63;4
S-09049;OFICINA;        69,754.41;8
S-09049;SOL SENSE EDIFICAR;        35,723.16;1
S-09049;VIVENDA;        52,604.32;550
S-09050;ALTRES USOS;        41,510.90;1
S-09050;COMERÇ;        46,365.57;12
S-09050;EMMAGATZEMATGE;        91,977.95;3
S-09050;OFICINA;        19,248.02;1
S-09050;VIVENDA;        27,255.04;148
S-09053;COMERÇ;        47,048.32;25
S-09053;EMMAGATZEMATGE;         9,464.04;48
S-09053;OFICINA;        27,583.91;3
S-09053;VIVENDA;        29,879.90;217
S-09054;COMERÇ;        18,180.58;5
S-09054;EMMAGATZEMATGE;         4,292.45;44
S-09054;VIVENDA;        25,642.24;106
S-09055;COMERÇ;        94,837.22;6
S-09055;EMMAGATZEMATGE;        82,053.67;10
S-09055;INDUSTRIA;       299,333.79;59
S-09055;OFICINA;       228,070.19;3
S-09055;VIVENDA;        18,394.39;60
S-09056;COMERÇ;        21,957.07;1
S-09056;EMMAGATZEMATGE;         7,339.80;1
S-09056;VIVENDA;        18,458.68;11
S-09057;ALTRES USOS;       623,623.13;1
S-09057;COMERÇ;        74,206.97;71
S-09057;EMMAGATZEMATGE;         9,989.17;68
S-09057;ENSENYAMENT;        39,891.50;1
S-09057;INDUSTRIA;        40,731.25;1
S-09057;VIVENDA;        39,787.77;490
S-09058;COMERÇ;        37,903.90;21
S-09058;EMMAGATZEMATGE;        20,553.48;23
S-09058;OFICINA;        28,314.22;5
S-09058;VIVENDA;        26,841.05;269
S-09059;ALTRES USOS;        39,786.23;2
S-09059;COMERÇ;       106,155.94;25
S-09059;EMMAGATZEMATGE;         6,060.03;288
S-09059;OFICINA;        39,119.19;7
S-09059;VIVENDA;        38,644.38;407
