CODI_DIVISIO_TERRITORIAL;EDAT;NRE_HOMES;NRE_DONES
S-09021;80+;37;75
S-09022;000-010;45;37
S-09022;011-020;68;65
S-09022;021-030;75;80
S-09022;031-040;101;93
S-09022;041-050;99;108
S-09022;051-060;76;69
S-09022;061-070;80;94
S-09022;071-080;74;91
S-09022;80+;46;79
S-09023;000-010;24;29
S-09023;011-020;35;27
S-09023;021-030;30;37
S-09023;031-040;66;56
S-09023;041-050;52;53
S-09023;051-060;43;29
S-09023;061-070;39;51
S-09023;071-080;38;40
S-09023;80+;26;45
S-09024;000-010;64;41
S-09024;011-020;92;75
S-09024;021-030;122;118
S-09024;031-040;166;144
S-09024;041-050;133;133
S-09024;051-060;136;163
S-09024;061-070;168;154
S-09024;071-080;77;95
S-09024;80+;52;70
S-09025;000-010;36;40
S-09025;011-020;46;64
S-09025;021-030;57;67
S-09025;031-040;102;97
S-09025;041-050;106;97
S-09025;051-060;55;59
S-09025;061-070;47;77
S-09025;071-080;78;83
S-09025;80+;26;51
S-09026;000-010;40;36
S-09026;011-020;39;53
S-09026;021-030;52;68
S-09026;031-040;106;113
S-09026;041-050;76;88
S-09026;051-060;84;99
S-09026;061-070;86;88
S-09026;071-080;59;72
S-09026;80+;38;68
S-09027;000-010;32;30
S-09027;011-020;40;32
S-09027;021-030;43;45
S-09027;031-040;82;79
S-09027;041-050;86;61
S-09027;051-060;51;57
S-09027;061-070;37;53
S-09027;071-080;42;51
S-09027;80+;31;45
S-09028;000-010;92;79
S-09028;011-020;123;101
S-09028;021-030;156;141
S-09028;031-040;235;202
S-09028;041-050;204;208
S-09028;051-060;157;169
S-09028;061-070;116;102
S-09028;071-080;38;34
S-09028;80+;18;33
S-09030;000-010;89;88
S-09030;011-020;98;94
S-09030;021-030;117;111
S-09030;031-040;214;176
S-09030;041-050;203;139
S-09030;051-060;110;104
S-09030;061-070;92;86
S-09030;071-080;30;42
S-09030;80+;18;30
S-09031;000-010;23;28
S-09031;011-020;41;52
S-09031;021-030;30;44
S-09031;031-040;82;67
S-09031;041-050;72;71
S-09031;051-060;55;50
S-09031;061-070;62;90
S-09031;071-080;80;77
S-09031;80+;34;41
S-09032;000-010;51;52
S-09032;011-020;71;39
S-09032;021-030;73;57
S-09032;031-040;123;102
S-09032;041-050;102;95
S-09032;051-060;57;49
S-09032;061-070;62;59
S-09032;071-080;32;37
S-09032;80+;11;33
S-09033;000-010;47;43
S-09033;011-020;69;56
S-09033;021-030;92;77
S-09033;031-040;126;113
S-09033;041-050;113;107
S-09033;051-060;85;104
S-09033;061-070;135;127
S-09033;071-080;76;85
S-09033;80+;49;86
S-09034;000-010;49;38
S-09034;011-020;73;71
S-09034;021-030;119;78
S-09034;031-040;141;132
S-09034;041-050;107;111
S-09034;051-060;122;178
S-09034;061-070;174;148
S-09034;071-080;54;73
S-09034;80+;43;65
S-09035;000-010;45;57
S-09035;011-020;87;81
S-09035;021-030;81;79
S-09035;031-040;169;128
S-09035;041-050;137;140
S-09035;051-060;98;102
S-09035;061-070;121;119
S-09035;071-080;45;54
S-09035;80+;24;62
S-09036;000-010;34;25
S-09036;011-020;57;48
S-09036;021-030;61;76
S-09036;031-040;107;99
S-09036;041-050;104;86
S-09036;051-060;71;74
S-09036;061-070;100;112
S-09036;071-080;65;53
S-09036;80+;30;50
S-09037;000-010;111;99
S-09037;011-020;91;83
S-09037;021-030;146;86
S-09037;031-040;264;172
S-09037;041-050;240;147
S-09037;051-060;90;73
S-09037;061-070;35;36
S-09037;071-080;23;37
S-09037;80+;14;35
S-09038;000-010;88;78
S-09038;011-020;104;75
S-09038;021-030;134;113
S-09038;031-040;263;182
S-09038;041-050;184;128
S-09038;051-060;116;99
S-09038;061-070;68;79
S-09038;071-080;35;42
S-09038;80+;22;59
S-09042;000-010;92;92
S-09042;011-020;133;120
S-09042;021-030;154;102
S-09042;031-040;258;96
S-09042;041-050;190;104
S-09042;051-060;116;79
S-09042;061-070;37;33
S-09042;071-080;33;36
S-09042;80+;21;42
S-09043;000-010;46;47
S-09043;011-020;78;82
S-09043;021-030;130;104
S-09043;031-040;154;125
S-09043;041-050;120;134
S-09043;051-060;168;184
S-09043;061-070;138;123
S-09043;071-080;33;39
S-09043;80+;24;48
S-09044;000-010;41;38
S-09044;011-020;45;37
S-09044;021-030;59;46
S-09044;031-040;102;99
S-09044;041-050;69;65
S-09044;051-060;66;54
S-09044;061-070;40;59
S-09044;071-080;50;53
S-09044;80+;23;50
S-09045;000-010;43;51
S-09045;011-020;65;58
S-09045;021-030;71;77
S-09045;031-040;143;120
S-09045;041-050;127;95
S-09045;051-060;97;128
S-09045;061-070;145;145
S-09045;071-080;62;60
S-09045;80+;37;58
S-09047;000-010;51;47
S-09047;011-020;51;55
S-09047;021-030;74;65
S-09047;031-040;130;96
S-09047;041-050;92;74
S-09047;051-060;72;70
S-09047;061-070;83;86
S-09047;071-080;30;35
S-09047;80+;16;20
S-09049;000-010;61;46
S-09049;011-020;70;80
S-09049;021-030;96;74
S-09049;031-040;125;123
S-09049;041-050;145;111
S-09049;051-060;97;112
S-09049;061-070;102;137
S-09049;071-080;54;74
S-09049;80+;31;40
S-09050;000-010;27;39
S-09050;011-020;45;35
S-09050;021-030;60;37
S-09050;031-040;90;77
S-09050;041-050;57;49
S-09050;051-060;52;60
S-09050;061-070;68;70
S-09050;071-080;35;24
S-09050;80+;17;38
S-09052;000-010;33;27
S-09052;011-020;34;35
S-09052;021-030;46;46
S-09052;031-040;80;77
S-09052;041-050;63;60
S-09052;051-060;49;64
S-09052;061-070;59;76
S-09052;071-080;33;48
S-09052;80+;21;39
S-09053;000-010;58;34
S-09053;011-020;65;46
S-09053;021-030;60;54
S-09053;031-040;96;101
S-09053;041-050;105;97
S-09053;051-060;80;73
S-09053;061-070;54;70
S-09053;071-080;52;60
S-09053;80+;38;50
S-09054;000-010;45;45
S-09054;011-020;61;45
S-09054;021-030;54;55
S-09054;031-040;103;97
S-09054;041-050;87;76
S-09054;051-060;64;72
S-09054;061-070;126;134
S-09054;071-080;54;47
S-09054;80+;20;19
S-09057;000-010;44;40
S-09057;011-020;61;68
S-09057;021-030;60;58
S-09057;031-040;103;108
S-09057;041-050;110;109
S-09057;051-060;83;76
S-09057;061-070;63;75
S-09057;071-080;51;54
S-09057;80+;35;87
S-09058;000-010;45;32
S-09058;011-020;54;53
S-09058;021-030;94;82
S-09058;031-040;113;101
S-09058;041-050;94;91
S-09058;051-060;118;144
S-09058;061-070;119;126
S-09058;071-080;45;48
S-09058;80+;29;43
S-09059;000-010;29;36
S-09059;011-020;39;47
S-09059;021-030;66;70
S-09059;031-040;96;85
S-09059;041-050;71;86
S-09059;051-060;93;112
S-09059;061-070;81;77
S-09059;071-080;36;43
S-09059;80+;37;46
