CODI_DIVISIO_TERRITORIAL;EDAT;NRE_HOMES;NRE_DONES
S-09024;80+;48;78
S-09025;000-010;77;67
S-09025;011-020;63;74
S-09025;021-030;59;78
S-09025;031-040;109;83
S-09025;041-050;111;111
S-09025;051-060;86;73
S-09025;061-070;43;55
S-09025;071-080;59;79
S-09025;80+;30;48
S-09026;000-010;45;45
S-09026;011-020;52;50
S-09026;021-030;53;73
S-09026;031-040;68;71
S-09026;041-050;100;99
S-09026;051-060;72;83
S-09026;061-070;85;111
S-09026;071-080;67;75
S-09026;80+;39;58
S-09027;000-010;46;46
S-09027;011-020;64;54
S-09027;021-030;56;47
S-09027;031-040;74;61
S-09027;041-050;84;84
S-09027;051-060;86;66
S-09027;061-070;35;46
S-09027;071-080;46;42
S-09027;80+;16;43
S-09028;000-010;101;88
S-09028;011-020;136;110
S-09028;021-030;140;133
S-09028;031-040;156;142
S-09028;041-050;224;188
S-09028;051-060;154;182
S-09028;061-070;124;151
S-09028;071-080;62;58
S-09028;80+;20;29
S-09030;000-010;139;107
S-09030;011-020;142;132
S-09030;021-030;134;112
S-09030;031-040;177;156
S-09030;041-050;230;191
S-09030;051-060;139;114
S-09030;061-070;87;90
S-09030;071-080;56;61
S-09030;80+;11;22
S-09031;000-010;38;26
S-09031;011-020;32;46
S-09031;021-030;40;51
S-09031;031-040;44;55
S-09031;041-050;81;64
S-09031;051-060;58;68
S-09031;061-070;56;61
S-09031;071-080;61;89
S-09031;80+;39;38
S-09032;000-010;67;48
S-09032;011-020;53;68
S-09032;021-030;72;66
S-09032;031-040;76;72
S-09032;041-050;110;87
S-09032;051-060;65;64
S-09032;061-070;51;49
S-09032;071-080;35;43
S-09032;80+;8;25
S-09033;000-010;53;50
S-09033;011-020;74;71
S-09033;021-030;92;64
S-09033;031-040;77;81
S-09033;041-050;129;113
S-09033;051-060;109;111
S-09033;061-070;98;111
S-09033;071-080;90;100
S-09033;80+;49;58
S-09034;000-010;52;44
S-09034;011-020;88;73
S-09034;021-030;82;70
S-09034;031-040;108;123
S-09034;041-050;113;101
S-09034;051-060;95;109
S-09034;061-070;161;196
S-09034;071-080;93;104
S-09034;80+;45;67
S-09035;000-010;55;72
S-09035;011-020;98;82
S-09035;021-030;119;94
S-09035;031-040;113;92
S-09035;041-050;132;136
S-09035;051-060;104;106
S-09035;061-070;83;117
S-09035;071-080;76;76
S-09035;80+;30;45
S-09036;000-010;44;47
S-09036;011-020;52;50
S-09036;021-030;76;70
S-09036;031-040;82;70
S-09036;041-050;99;104
S-09036;051-060;81;79
S-09036;061-070;61;88
S-09036;071-080;93;85
S-09036;80+;27;33
S-09037;000-010;124;88
S-09037;011-020;119;110
S-09037;021-030;128;91
S-09037;031-040;146;128
S-09037;041-050;203;131
S-09037;051-060;121;109
S-09037;061-070;48;49
S-09037;071-080;24;29
S-09037;80+;13;19
S-09038;000-010;109;121
S-09038;011-020;102;96
S-09038;021-030;152;110
S-09038;031-040;156;151
S-09038;041-050;188;133
S-09038;051-060;111;102
S-09038;061-070;77;77
S-09038;071-080;35;52
S-09038;80+;18;37
S-09042;000-010;104;93
S-09042;011-020;125;112
S-09042;021-030;137;92
S-09042;031-040;142;95
S-09042;041-050;148;86
S-09042;051-060;125;86
S-09042;061-070;48;41
S-09042;071-080;20;20
S-09042;80+;14;22
S-09043;000-010;37;49
S-09043;011-020;68;76
S-09043;021-030;92;100
S-09043;031-040;110;90
S-09043;041-050;103;116
S-09043;051-060;107;126
S-09043;061-070;169;205
S-09043;071-080;77;83
S-09043;80+;17;33
S-09044;000-010;44;46
S-09044;011-020;60;46
S-09044;021-030;66;47
S-09044;031-040;75;66
S-09044;041-050;83;95
S-09044;051-060;72;55
S-09044;061-070;37;49
S-09044;071-080;46;65
S-09044;80+;23;35
S-09045;000-010;54;65
S-09045;011-020;77;66
S-09045;021-030;82;63
S-09045;031-040;104;86
S-09045;041-050;126;123
S-09045;051-060;95;102
S-09045;061-070;112;155
S-09045;071-080;99;95
S-09045;80+;33;51
S-09047;000-010;48;56
S-09047;011-020;65;59
S-09047;021-030;56;60
S-09047;031-040;71;69
S-09047;041-050;88;94
S-09047;051-060;71;71
S-09047;061-070;64;94
S-09047;071-080;50;49
S-09047;80+;18;18
S-09049;000-010;64;75
S-09049;011-020;102;74
S-09049;021-030;129;120
S-09049;031-040;99;110
S-09049;041-050;140;124
S-09049;051-060;100;111
S-09049;061-070;84;112
S-09049;071-080;78;104
S-09049;80+;22;55
S-09052;000-010;40;19
S-09052;011-020;47;38
S-09052;021-030;40;41
S-09052;031-040;55;57
S-09052;041-050;75;74
S-09052;051-060;48;53
S-09052;061-070;45;73
S-09052;071-080;52;65
S-09052;80+;19;39
S-09053;000-010;67;44
S-09053;011-020;88;58
S-09053;021-030;89;59
S-09053;031-040;67;66
S-09053;041-050;96;107
S-09053;051-060;88;89
S-09053;061-070;58;70
S-09053;071-080;46;56
S-09053;80+;32;42
S-09054;000-010;48;39
S-09054;011-020;69;61
S-09054;021-030;63;56
S-09054;031-040;60;76
S-09054;041-050;101;97
S-09054;051-060;71;78
S-09054;061-070;61;96
S-09054;071-080;90;76
S-09054;80+;26;32
S-09057;000-010;61;42
S-09057;011-020;92;81
S-09057;021-030;62;66
S-09057;031-040;83;85
S-09057;041-050;112;123
S-09057;051-060;94;105
S-09057;061-070;69;74
S-09057;071-080;47;58
S-09057;80+;27;78
S-09058;000-010;50;39
S-09058;011-020;57;60
S-09058;021-030;59;60
S-09058;031-040;80;79
S-09058;041-050;99;93
S-09058;051-060;84;102
S-09058;061-070;131;151
S-09058;071-080;79;79
S-09058;80+;33;35
S-09059;000-010;40;39
S-09059;011-020;47;48
S-09059;021-030;63;72
S-09059;031-040;80;61
S-09059;041-050;91;85
S-09059;051-060;89;108
S-09059;061-070;78;99
S-09059;071-080;50;50
S-09059;80+;35;49
;;;
;;;
