CODI_DIVISIO_TERRITORIAL;EDAT;NRE_HOMES;NRE_DONES
S-09023;071-080;41;46
S-09023;80+;23;33
S-09024;000-010;68;59
S-09024;011-020;93;65
S-09024;021-030;102;76
S-09024;031-040;148;139
S-09024;041-050;141;112
S-09024;051-060;110;132
S-09024;061-070;168;167
S-09024;071-080;81;99
S-09024;80+;47;71
S-09025;000-010;70;59
S-09025;011-020;61;80
S-09025;021-030;51;69
S-09025;031-040;106;97
S-09025;041-050;107;98
S-09025;051-060;84;69
S-09025;061-070;41;58
S-09025;071-080;63;76
S-09025;80+;30;46
S-09026;000-010;52;50
S-09026;011-020;42;50
S-09026;021-030;54;57
S-09026;031-040;63;68
S-09026;041-050;99;93
S-09026;051-060;83;82
S-09026;061-070;78;107
S-09026;071-080;65;82
S-09026;80+;34;53
S-09027;000-010;49;51
S-09027;011-020;56;45
S-09027;021-030;49;44
S-09027;031-040;71;71
S-09027;041-050;97;79
S-09027;051-060;59;59
S-09027;061-070;40;45
S-09027;071-080;39;40
S-09027;80+;13;42
S-09028;000-010;124;94
S-09028;011-020;125;115
S-09028;021-030;128;110
S-09028;031-040;162;154
S-09028;041-050;203;187
S-09028;051-060;161;177
S-09028;061-070;132;135
S-09028;071-080;45;52
S-09028;80+;19;29
S-09030;000-010;149;126
S-09030;011-020;143;126
S-09030;021-030;114;115
S-09030;031-040;189;167
S-09030;041-050;245;221
S-09030;051-060;115;122
S-09030;061-070;89;87
S-09030;071-080;54;52
S-09030;80+;9;26
S-09031;000-010;35;32
S-09031;011-020;43;46
S-09031;021-030;32;51
S-09031;031-040;51;54
S-09031;041-050;76;75
S-09031;051-060;64;58
S-09031;061-070;51;69
S-09031;071-080;73;84
S-09031;80+;31;38
S-09032;000-010;73;58
S-09032;011-020;64;64
S-09032;021-030;65;56
S-09032;031-040;80;79
S-09032;041-050;95;92
S-09032;051-060;67;55
S-09032;061-070;55;48
S-09032;071-080;29;46
S-09032;80+;12;25
S-09033;000-010;60;54
S-09033;011-020;74;64
S-09033;021-030;79;60
S-09033;031-040;91;83
S-09033;041-050;120;108
S-09033;051-060;105;103
S-09033;061-070;115;110
S-09033;071-080;79;99
S-09033;80+;49;61
S-09034;000-010;47;41
S-09034;011-020;84;78
S-09034;021-030;80;78
S-09034;031-040;124;121
S-09034;041-050;102;95
S-09034;051-060;92;105
S-09034;061-070;180;220
S-09034;071-080;70;82
S-09034;80+;44;69
S-09035;000-010;67;74
S-09035;011-020;98;73
S-09035;021-030;91;75
S-09035;031-040;96;103
S-09035;041-050;132;120
S-09035;051-060;93;107
S-09035;061-070;104;115
S-09035;071-080;60;72
S-09035;80+;25;44
S-09036;000-010;35;41
S-09036;011-020;60;53
S-09036;021-030;54;65
S-09036;031-040;74;75
S-09036;041-050;100;106
S-09036;051-060;84;75
S-09036;061-070;71;98
S-09036;071-080;78;84
S-09036;80+;32;32
S-09037;000-010;119;115
S-09037;011-020;115;91
S-09037;021-030;94;90
S-09037;031-040;153;121
S-09037;041-050;191;116
S-09037;051-060;105;85
S-09037;061-070;38;39
S-09037;071-080;25;26
S-09037;80+;10;27
S-09038;000-010;113;115
S-09038;011-020;105;86
S-09038;021-030;106;112
S-09038;031-040;160;151
S-09038;041-050;184;131
S-09038;051-060;101;95
S-09038;061-070;78;69
S-09038;071-080;36;47
S-09038;80+;17;34
S-09042;000-010;97;96
S-09042;011-020;127;108
S-09042;021-030;135;85
S-09042;031-040;139;91
S-09042;041-050;173;96
S-09042;051-060;98;80
S-09042;061-070;51;39
S-09042;071-080;19;23
S-09042;80+;10;30
S-09043;000-010;42;51
S-09043;011-020;72;88
S-09043;021-030;97;93
S-09043;031-040;124;83
S-09043;041-050;107;109
S-09043;051-060;115;155
S-09043;061-070;175;192
S-09043;071-080;59;62
S-09043;80+;19;33
S-09044;000-010;47;42
S-09044;011-020;58;44
S-09044;021-030;47;57
S-09044;031-040;80;70
S-09044;041-050;93;88
S-09044;051-060;69;52
S-09044;061-070;37;44
S-09044;071-080;42;66
S-09044;80+;22;26
S-09045;000-010;70;70
S-09045;011-020;66;65
S-09045;021-030;78;64
S-09045;031-040;98;97
S-09045;041-050;112;117
S-09045;051-060;95;100
S-09045;061-070;129;160
S-09045;071-080;79;77
S-09045;80+;34;48
S-09047;000-010;53;60
S-09047;011-020;49;60
S-09047;021-030;51;59
S-09047;031-040;80;76
S-09047;041-050;78;77
S-09047;051-060;64;65
S-09047;061-070;73;91
S-09047;071-080;38;39
S-09047;80+;15;23
S-09049;000-010;68;71
S-09049;011-020;85;80
S-09049;021-030;106;104
S-09049;031-040;105;101
S-09049;041-050;122;132
S-09049;051-060;97;118
S-09049;061-070;89;105
S-09049;071-080;70;96
S-09049;80+;21;51
S-09050;000-010;38;37
S-09050;011-020;49;48
S-09050;021-030;44;34
S-09050;031-040;51;50
S-09050;041-050;76;61
S-09050;051-060;52;56
S-09050;061-070;53;65
S-09050;071-080;51;42
S-09050;80+;13;28
S-09052;000-010;50;26
S-09052;011-020;42;45
S-09052;021-030;46;34
S-09052;031-040;55;63
S-09052;041-050;69;62
S-09052;051-060;50;57
S-09052;061-070;41;80
S-09052;071-080;47;56
S-09052;80+;19;37
S-09053;000-010;68;47
S-09053;011-020;79;53
S-09053;021-030;69;62
S-09053;031-040;69;75
S-09053;041-050;97;103
S-09053;051-060;83;84
S-09053;061-070;53;64
S-09053;071-080;48;57
S-09053;80+;30;47
S-09054;000-010;61;37
S-09054;011-020;66;60
S-09054;021-030;56;53
S-09054;031-040;64;79
S-09054;041-050;102;92
S-09054;051-060;68;78
S-09054;061-070;85;100
S-09054;071-080;77;69
S-09054;80+;23;29
S-09057;000-010;55;47
S-09057;011-020;81;61
S-09057;021-030;56;66
S-09057;031-040;83;79
S-09057;041-050;110;117
S-09057;051-060;80;95
S-09057;061-070;61;73
S-09057;071-080;48;57
S-09057;80+;30;78
S-09058;000-010;54;45
S-09058;011-020;52;52
S-09058;021-030;64;67
S-09058;031-040;92;96
S-09058;041-050;102;84
S-09058;051-060;89;114
S-09058;061-070;132;137
S-09058;071-080;65;72
S-09058;80+;35;34
S-09059;000-010;33;43
S-09059;011-020;50;54
S-09059;021-030;59;66
S-09059;031-040;69;74
S-09059;041-050;71;77
S-09059;051-060;88;105
S-09059;061-070;83;94
S-09059;071-080;40;46
S-09059;80+;34;52
