CODI_DIVISIO_TERRITORIAL;EDAT;NRE_HOMES;NRE_DONES
S-01001;000-010;24;27
S-01001;011-020;59;54
S-01001;021-030;68;64
S-01001;031-040;95;96
S-01001;041-050;81;92
S-01001;051-060;113;114
S-01001;061-070;109;100
S-01001;071-080;50;62
S-01001;80+;50;85
S-01002;000-010;29;16
S-01002;011-020;55;46
S-01002;021-030;50;56
S-01002;031-040;78;87
S-01002;041-050;93;96
S-01002;051-060;76;88
S-01002;061-070;48;72
S-01002;071-080;46;75
S-01002;80+;67;120
S-01003;000-010;17;16
S-01003;011-020;29;44
S-01003;021-030;49;37
S-01003;031-040;70;61
S-01003;041-050;65;72
S-01003;051-060;70;66
S-01003;061-070;43;63
S-01003;071-080;45;54
S-01003;80+;53;93
S-01004;000-010;20;21
S-01004;011-020;27;44
S-01004;021-030;37;34
S-01004;031-040;56;75
S-01004;041-050;70;64
S-01004;051-060;52;53
S-01004;061-070;59;61
S-01004;071-080;37;39
S-01004;80+;28;52
S-01005;000-010;31;28
S-01005;011-020;55;39
S-01005;021-030;62;41
S-01005;031-040;98;97
S-01005;041-050;104;104
S-01005;051-060;80;107
S-01005;061-070;76;88
S-01005;071-080;74;87
S-01005;80+;83;163
S-01007;000-010;14;28
S-01007;011-020;44;42
S-01007;021-030;54;47
S-01007;031-040;70;86
S-01007;041-050;74;89
S-01007;051-060;70;98
S-01007;061-070;74;95
S-01007;071-080;47;59
S-01007;80+;56;96
S-01008;000-010;9;12
S-01008;011-020;29;31
S-01008;021-030;19;28
S-01008;031-040;39;24
S-01008;041-050;54;49
S-01008;051-060;45;50
S-01008;061-070;27;26
S-01008;071-080;36;43
S-01008;80+;38;69
S-02001;000-010;42;39
S-02001;011-020;51;47
S-02001;021-030;71;56
S-02001;031-040;89;109
S-02001;041-050;103;107
S-02001;051-060;77;90
S-02001;061-070;71;72
S-02001;071-080;63;72
S-02001;80+;77;110
S-02002;000-010;39;34
S-02002;011-020;97;82
S-02002;021-030;112;94
S-02002;031-040;97;120
S-02002;041-050;108;125
S-02002;051-060;159;173
S-02002;061-070;101;107
S-02002;071-080;42;57
S-02002;80+;48;79
S-02003;000-010;23;7
S-02003;011-020;30;32
S-02003;021-030;41;34
S-02003;031-040;60;61
S-02003;041-050;71;71
S-02003;051-060;61;61
S-02003;061-070;50;44
S-02003;071-080;34;45
S-02003;80+;40;61
S-02004;000-010;46;44
S-02004;011-020;93;89
S-02004;021-030;102;77
S-02004;031-040;103;115
S-02004;041-050;129;126
S-02004;051-060;116;154
S-02004;061-070;112;133
S-02004;071-080;81;103
S-02004;80+;91;146
S-02005;000-010;30;42
S-02005;011-020;52;49
S-02005;021-030;59;50
S-02005;031-040;135;115
S-02005;041-050;95;84
S-02005;051-060;88;78
S-02005;061-070;85;81
S-02005;071-080;56;62
S-02005;80+;38;81
S-02007;000-010;36;40
S-02007;011-020;54;53
S-02007;021-030;67;75
S-02007;031-040;157;131
S-02007;041-050;126;87
S-02007;051-060;79;65
S-02007;061-070;72;81
S-02007;071-080;62;80
S-02007;80+;34;71
S-02008;000-010;61;60
S-02008;011-020;90;91
S-02008;021-030;96;81
S-02008;031-040;128;142
S-02008;041-050;154;180
S-02008;051-060;130;164
S-02008;061-070;128;150
S-02008;071-080;99;108
S-02008;80+;85;131
S-02009;000-010;42;30
S-02009;011-020;44;65
S-02009;021-030;51;55
S-02009;031-040;159;102
S-02009;041-050;141;99
S-02009;051-060;56;46
S-02009;061-070;53;55
S-02009;071-080;57;80
S-02009;80+;45;66
S-02010;000-010;44;42
S-02010;011-020;62;67
S-02010;021-030;72;67
S-02010;031-040;161;150
S-02010;041-050;143;101
S-02010;051-060;72;68
S-02010;061-070;82;100
S-02010;071-080;72;68
S-02010;80+;48;77
S-02011;000-010;42;43
S-02011;011-020;73;57
S-02011;021-030;86;84
S-02011;031-040;167;134
S-02011;041-050;122;106
S-02011;051-060;99;104
S-02011;061-070;137;148
S-02011;071-080;72;80
S-02011;80+;38;62
S-02012;000-010;25;38
S-02012;011-020;47;37
S-02012;021-030;65;46
S-02012;031-040;101;98
S-02012;041-050;100;79
S-02012;051-060;62;69
S-02012;061-070;57;49
S-02012;071-080;42;55
S-02012;80+;32;58
S-02013;000-010;42;43
S-02013;011-020;58;58
S-02013;021-030;83;60
S-02013;031-040;133;104
S-02013;041-050;116;97
S-02013;051-060;84;77
S-02013;061-070;80;96
S-02013;071-080;54;59
S-02013;80+;36;59
S-02015;000-010;25;20
S-02015;011-020;52;47
S-02015;021-030;38;36
S-02015;031-040;78;72
S-02015;041-050;77;87
