CODI_DIVISIO_TERRITORIAL;EDAT;NRE_HOMES;NRE_DONES
S-01001;000-010;63;66
S-01001;011-020;54;61
S-01001;021-030;74;70
S-01001;031-040;83;87
S-01001;041-050;106;103
S-01001;051-060;96;128
S-01001;061-070;103;108
S-01001;071-080;58;70
S-01001;80+;29;63
S-01002;000-010;55;51
S-01002;011-020;55;52
S-01002;021-030;45;48
S-01002;031-040;70;91
S-01002;041-050;88;121
S-01002;051-060;89;91
S-01002;061-070;55;64
S-01002;071-080;44;67
S-01002;80+;46;93
S-01003;000-010;37;32
S-01003;011-020;33;44
S-01003;021-030;45;48
S-01003;031-040;69;65
S-01003;041-050;79;72
S-01003;051-060;66;85
S-01003;061-070;53;60
S-01003;071-080;36;57
S-01003;80+;46;57
S-01004;000-010;36;33
S-01004;011-020;37;30
S-01004;021-030;30;37
S-01004;031-040;48;48
S-01004;041-050;72;67
S-01004;051-060;49;55
S-01004;061-070;53;58
S-01004;071-080;41;41
S-01004;80+;23;44
S-01005;000-010;70;63
S-01005;011-020;66;45
S-01005;021-030;57;50
S-01005;031-040;86;93
S-01005;041-050;99;113
S-01005;051-060;89;104
S-01005;061-070;62;94
S-01005;071-080;58;93
S-01005;80+;67;115
S-01007;000-010;39;41
S-01007;011-020;30;60
S-01007;021-030;62;53
S-01007;031-040;67;65
S-01007;041-050;90;97
S-01007;051-060;68;91
S-01007;061-070;86;100
S-01007;071-080;50;62
S-01007;80+;46;72
S-01008;000-010;27;24
S-01008;011-020;30;29
S-01008;021-030;28;27
S-01008;031-040;39;31
S-01008;041-050;61;55
S-01008;051-060;39;46
S-01008;061-070;31;32
S-01008;071-080;28;40
S-01008;80+;24;36
S-02001;000-010;55;65
S-02001;011-020;68;52
S-02001;021-030;51;57
S-02001;031-040;103;93
S-02001;041-050;94;111
S-02001;051-060;78;87
S-02001;061-070;70;76
S-02001;071-080;57;72
S-02001;80+;42;71
S-02002;000-010;54;55
S-02002;011-020;77;77
S-02002;021-030;107;84
S-02002;031-040;106;95
S-02002;041-050;112;117
S-02002;051-060;136;169
S-02002;061-070;129;135
S-02002;071-080;48;55
S-02002;80+;32;65
S-02003;000-010;41;37
S-02003;011-020;29;29
S-02003;021-030;40;42
S-02003;031-040;53;67
S-02003;041-050;73;77
S-02003;051-060;61;65
S-02003;061-070;51;47
S-02003;071-080;31;46
S-02003;80+;20;47
S-02004;000-010;72;78
S-02004;011-020;105;94
S-02004;021-030;113;100
S-02004;031-040;104;128
S-02004;041-050;136;130
S-02004;051-060;132;168
S-02004;061-070;101;136
S-02004;071-080;96;115
S-02004;80+;60;115
S-02005;000-010;68;53
S-02005;011-020;54;62
S-02005;021-030;59;49
S-02005;031-040;102;100
S-02005;041-050;109;96
S-02005;051-060;77;67
S-02005;061-070;76;88
S-02005;071-080;56;63
S-02005;80+;27;57
S-02007;000-010;50;46
S-02007;011-020;56;57
S-02007;021-030;63;58
S-02007;031-040;110;105
S-02007;041-050;126;92
S-02007;051-060;70;81
S-02007;061-070;56;69
S-02007;071-080;61;69
S-02007;80+;28;57
S-02008;000-010;100;79
S-02008;011-020;98;83
S-02008;021-030;95;94
S-02008;031-040;105;126
S-02008;041-050;173;172
S-02008;051-060;137;153
S-02008;061-070;121;163
S-02008;071-080;102;107
S-02008;80+;72;108
S-02009;000-010;65;59
S-02009;011-020;50;64
S-02009;021-030;70;62
S-02009;031-040;107;92
S-02009;041-050;116;93
S-02009;051-060;62;62
S-02009;061-070;40;42
S-02009;071-080;39;79
S-02009;80+;37;52
S-02010;000-010;75;59
S-02010;011-020;81;77
S-02010;021-030;61;65
S-02010;031-040;117;130
S-02010;041-050;130;122
S-02010;051-060;85;74
S-02010;061-070;60;82
S-02010;071-080;62;72
S-02010;80+;37;58
S-02011;000-010;58;45
S-02011;011-020;64;64
S-02011;021-030;70;72
S-02011;031-040;124;80
S-02011;041-050;116;112
S-02011;051-060;84;101
S-02011;061-070;105;130
S-02011;071-080;83;94
S-02011;80+;39;58
S-02012;000-010;45;53
S-02012;011-020;46;53
S-02012;021-030;61;53
S-02012;031-040;81;95
S-02012;041-050;103;80
S-02012;051-060;69;69
S-02012;061-070;50;54
S-02012;071-080;34;44
S-02012;80+;21;47
S-02013;000-010;67;56
S-02013;011-020;47;51
S-02013;021-030;53;63
S-02013;031-040;91;77
S-02013;041-050;110;85
S-02013;051-060;80;72
S-02013;061-070;63;86
S-02013;071-080;67;65
S-02013;80+;24;45
S-02015;000-010;31;26
S-02015;011-020;51;42
S-02015;021-030;45;50
S-02015;031-040;74;48
S-02015;041-050;81;80
S-02015;051-060;54;53
S-02015;061-070;53;74
S-02015;071-080;64;75
S-02015;80+;33;45
S-03001;000-010;85;95
S-03001;011-020;87;71
S-03001;021-030;133;109
S-03001;031-040;192;180
S-03001;041-050;157;157
S-03001;051-060;130;163
S-03001;061-070;159;168
S-03001;071-080;75;90
S-03001;80+;45;83
S-03003;000-010;101;87
S-03003;011-020;99;87
S-03003;021-030;72;75
S-03003;031-040;160;140
S-03003;041-050;152;175
S-03003;051-060;125;111
S-03003;061-070;78;107
S-03003;071-080;60;69
S-03003;80+;49;84
S-03004;000-010;109;99
S-03004;011-020;106;92
S-03004;021-030;82;86
S-03004;031-040;120;114
S-03004;041-050;183;186
S-03004;051-060;113;123
S-03004;061-070;96;97
S-03004;071-080;51;58
S-03004;80+;26;54
S-03005;000-010;86;54
S-03005;011-020;74;55
S-03005;021-030;38;49
S-03005;031-040;119;111
S-03005;041-050;134;138
S-03005;051-060;92;94
S-03005;061-070;74;72
S-03005;071-080;42;65
S-03005;80+;38;65
S-03006;000-010;50;59
S-03006;011-020;71;51
S-03006;021-030;56;55
S-03006;031-040;85;95
S-03006;041-050;82;100
S-03006;051-060;85;101
S-03006;061-070;72;72
S-03006;071-080;39;35
