CODI_DIVISIO_TERRITORIAL;EDAT;NRE_HOMES;NRE_DONES
S-01001;000-010;57;64
S-01001;011-020;52;56
S-01001;021-030;70;75
S-01001;031-040;90;93
S-01001;041-050;102;91
S-01001;051-060;97;133
S-01001;061-070;104;108
S-01001;071-080;55;61
S-01001;80+;31;67
S-01002;000-010;58;49
S-01002;011-020;52;50
S-01002;021-030;46;51
S-01002;031-040;75;90
S-01002;041-050;91;115
S-01002;051-060;87;87
S-01002;061-070;47;64
S-01002;071-080;42;64
S-01002;80+;49;97
S-01003;000-010;36;34
S-01003;011-020;36;34
S-01003;021-030;41;49
S-01003;031-040;61;66
S-01003;041-050;75;69
S-01003;051-060;69;74
S-01003;061-070;45;61
S-01003;071-080;38;58
S-01003;80+;44;53
S-01004;000-010;35;34
S-01004;011-020;33;32
S-01004;021-030;28;40
S-01004;031-040;48;55
S-01004;041-050;77;61
S-01004;051-060;55;53
S-01004;061-070;51;64
S-01004;071-080;34;39
S-01004;80+;22;41
S-01005;000-010;64;55
S-01005;011-020;63;42
S-01005;021-030;65;50
S-01005;031-040;87;100
S-01005;041-050;108;108
S-01005;051-060;83;102
S-01005;061-070;67;93
S-01005;071-080;59;98
S-01005;80+;68;112
S-01007;000-010;33;45
S-01007;011-020;36;51
S-01007;021-030;62;55
S-01007;031-040;72;68
S-01007;041-050;85;103
S-01007;051-060;67;96
S-01007;061-070;87;95
S-01007;071-080;44;65
S-01007;80+;46;76
S-01008;000-010;31;21
S-01008;011-020;27;29
S-01008;021-030;26;26
S-01008;031-040;44;31
S-01008;041-050;57;56
S-01008;051-060;37;45
S-01008;061-070;28;36
S-01008;071-080;33;41
S-01008;80+;21;36
S-02001;000-010;55;61
S-02001;011-020;61;49
S-02001;021-030;54;63
S-02001;031-040;95;90
S-02001;041-050;97;111
S-02001;051-060;77;92
S-02001;061-070;64;71
S-02001;071-080;59;74
S-02001;80+;43;74
S-02002;000-010;57;51
S-02002;011-020;71;86
S-02002;021-030;98;80
S-02002;031-040;104;100
S-02002;041-050;97;116
S-02002;051-060;133;170
S-02002;061-070;121;127
S-02002;071-080;44;55
S-02002;80+;31;64
S-02003;000-010;44;35
S-02003;011-020;30;26
S-02003;021-030;45;37
S-02003;031-040;50;73
S-02003;041-050;74;67
S-02003;051-060;61;68
S-02003;061-070;46;49
S-02003;071-080;36;39
S-02003;80+;20;46
S-02004;000-010;73;64
S-02004;011-020;105;93
S-02004;021-030;115;92
S-02004;031-040;105;113
S-02004;041-050;127;137
S-02004;051-060;123;154
S-02004;061-070;105;144
S-02004;071-080;86;107
S-02004;80+;62;117
S-02005;000-010;58;59
S-02005;011-020;58;50
S-02005;021-030;54;52
S-02005;031-040;111;103
S-02005;041-050;106;92
S-02005;051-060;72;68
S-02005;061-070;73;87
S-02005;071-080;59;61
S-02005;80+;26;51
S-02007;000-010;49;45
S-02007;011-020;60;60
S-02007;021-030;63;57
S-02007;031-040;129;107
S-02007;041-050;121;97
S-02007;051-060;70;69
S-02007;061-070;62;70
S-02007;071-080;57;72
S-02007;80+;26;54
S-02008;000-010;104;77
S-02008;011-020;99;93
S-02008;021-030;92;90
S-02008;031-040;116;136
S-02008;041-050;166;161
S-02008;051-060;134;154
S-02008;061-070;126;163
S-02008;071-080;96;109
S-02008;80+;69;101
S-02009;000-010;62;55
S-02009;011-020;50;60
S-02009;021-030;75;69
S-02009;031-040;113;88
S-02009;041-050;114;99
S-02009;051-060;64;61
S-02009;061-070;41;49
S-02009;071-080;44;75
S-02009;80+;31;52
S-02010;000-010;71;60
S-02010;011-020;77;76
S-02010;021-030;62;70
S-02010;031-040;115;126
S-02010;041-050;132;120
S-02010;051-060;77;71
S-02010;061-070;66;81
S-02010;071-080;61;79
S-02010;80+;34;56
S-02011;000-010;65;41
S-02011;011-020;66;60
S-02011;021-030;73;71
S-02011;031-040;132;91
S-02011;041-050;113;110
S-02011;051-060;87;102
S-02011;061-070;115;132
S-02011;071-080;75;90
S-02011;80+;37;56
S-02012;000-010;50;57
S-02012;011-020;48;47
S-02012;021-030;60;51
S-02012;031-040;99;106
S-02012;041-050;90;77
S-02012;051-060;68;65
S-02012;061-070;47;53
S-02012;071-080;38;44
S-02012;80+;23;46
S-02013;000-010;64;55
S-02013;011-020;42;53
S-02013;021-030;59;57
S-02013;031-040;98;75
S-02013;041-050;112;91
S-02013;051-060;75;70
S-02013;061-070;67;88
S-02013;071-080;63;61
S-02013;80+;24;44
S-02015;000-010;34;29
S-02015;011-020;49;44
S-02015;021-030;48;45
S-02015;031-040;67;51
S-02015;041-050;82;82
S-02015;051-060;55;47
S-02015;061-070;61;78
S-02015;071-080;63;74
S-02015;80+;30;45
S-03001;000-010;88;87
S-03001;011-020;89;78
S-03001;021-030;152;127
S-03001;031-040;182;173
S-03001;041-050;158;156
S-03001;051-060;139;171
S-03001;061-070;153;159
S-03001;071-080;81;91
S-03001;80+;39;76
S-03003;000-010;99;93
S-03003;011-020;97;78
S-03003;021-030;75;71
S-03003;031-040;166;153
S-03003;041-050;152;178
S-03003;051-060;115;111
S-03003;061-070;87;106
S-03003;071-080;51;72
S-03003;80+;49;85
S-03004;000-010;115;104
S-03004;011-020;104;89
S-03004;021-030;78;84
S-03004;031-040;138;127
S-03004;041-050;170;179
S-03004;051-060;112;123
S-03004;061-070;91;96
S-03004;071-080;55;53
S-03004;80+;20;55
S-03005;000-010;91;61
S-03005;011-020;68;52
S-03005;021-030;38;49
S-03005;031-040;132;124
S-03005;041-050;134;130
S-03005;051-060;92;89
S-03005;061-070;66;74
S-03005;071-080;48;64
S-03005;80+;35;69
S-03006;000-010;45;54
S-03006;011-020;73;54
S-03006;021-030;64;58
S-03006;031-040;76;87
S-03006;041-050;92;105
S-03006;051-060;79;104
S-03006;061-070;70;72
S-03006;071-080;37;29
S-03006;80+;23;59
S-03007;000-010;39;57
S-03007;011-020;49;54
S-03007;021-030;67;57
S-03007;031-040;71;91
S-03007;041-050;95;97
S-03007;051-060;83;101
S-03007;061-070;71;98
S-03007;071-080;47;54
S-03007;80+;31;60
S-03008;000-010;34;26
S-03008;011-020;40;39
S-03008;021-030;21;25
S-03008;031-040;59;50
S-03008;041-050;48;64
S-03008;051-060;48;46
S-03008;061-070;37;47
S-03008;071-080;25;29
S-03008;80+;21;35
S-03009;000-010;74;63
S-03009;011-020;82;76
S-03009;021-030;81;87
S-03009;031-040;119;122
S-03009;041-050;132;148
S-03009;051-060;125;129
S-03009;061-070;72;121
S-03009;071-080;81;109
S-03009;80+;66;98
S-03010;000-010;29;32
S-03010;011-020;36;37
S-03010;021-030;41;42
S-03010;031-040;51;43
S-03010;041-050;80;80
S-03010;051-060;67;52
S-03010;061-070;32;62
S-03010;071-080;81;88
S-03010;80+;31;54
S-03011;000-010;50;44
S-03011;011-020;63;59
S-03011;021-030;52;55
S-03011;031-040;80;77
S-03011;041-050;82;97
S-03011;051-060;81;85
S-03011;061-070;68;78
S-03011;071-080;50;58
S-03011;80+;24;35
S-03013;000-010;278;262
S-03013;011-020;151;122
S-03013;021-030;79;85
S-03013;031-040;261;289
S-03013;041-050;383;371
S-03013;051-060;154;139
S-03013;061-070;96;96
S-03013;071-080;47;51
S-03013;80+;18;42
S-04001;000-010;153;137
S-04001;011-020;176;169
S-04001;021-030;98;97
S-04001;031-040;142;152
S-04001;041-050;294;277
S-04001;051-060;124;136
S-04001;061-070;83;83
S-04001;071-080;29;41
S-04001;80+;17;22
S-04002;000-010;82;78
S-04002;011-020;83;70
S-04002;021-030;58;62
S-04002;031-040;111;125
S-04002;041-050;155;167
S-04002;051-060;95;106
S-04002;061-070;71;88
S-04002;071-080;57;69
S-04002;80+;37;57
S-04003;000-010;97;71
S-04003;011-020;63;58
S-04003;021-030;59;52
S-04003;031-040;126;127
S-04003;041-050;122;118
S-04003;051-060;79;78
S-04003;061-070;56;88
S-04003;071-080;49;61
S-04003;80+;34;47
S-04004;000-010;106;78
S-04004;011-020;123;99
S-04004;021-030;126;105
S-04004;031-040;131;138
S-04004;041-050;176;175
S-04004;051-060;174;194
S-04004;061-070;140;152
S-04004;071-080;69;84
S-04004;80+;61;105
S-04005;000-010;84;79
S-04005;011-020;88;75
S-04005;021-030;69;68
S-04005;031-040;113;100
S-04005;041-050;148;156
S-04005;051-060;108;111
S-04005;061-070;63;60
S-04005;071-080;50;59
S-04005;80+;33;46
S-04006;000-010;169;176
S-04006;011-020;143;132
S-04006;021-030;106;107
S-04006;031-040;213;232
S-04006;041-050;278;245
S-04006;051-060;173;162
S-04006;061-070;98;106
S-04006;071-080;43;68
S-04006;80+;37;74
S-04007;000-010;70;85
S-04007;011-020;105;98
S-04007;021-030;71;82
S-04007;031-040;115;108
S-04007;041-050;160;163
S-04007;051-060;113;117
S-04007;061-070;114;138
S-04007;071-080;61;66
S-04007;80+;39;72
S-04008;000-010;61;43
S-04008;011-020;82;53
S-04008;021-030;78;74
S-04008;031-040;72;104
S-04008;041-050;104;103
S-04008;051-060;105;119
S-04008;061-070;100;102
S-04008;071-080;40;51
S-04008;80+;26;72
S-04009;000-010;43;37
S-04009;011-020;52;52
S-04009;021-030;53;47
S-04009;031-040;58;60
S-04009;041-050;66;89
S-04009;051-060;70;62
S-04009;061-070;42;58
S-04009;071-080;40;41
S-04009;80+;25;31
S-04010;000-010;74;64
S-04010;011-020;67;46
S-04010;021-030;82;61
S-04010;031-040;113;110
S-04010;041-050;114;113
S-04010;051-060;78;73
S-04010;061-070;57;71
S-04010;071-080;31;43
S-04010;80+;21;45
S-04011;000-010;80;77
S-04011;011-020;65;71
S-04011;021-030;65;63
S-04011;031-040;125;119
S-04011;041-050;140;138
S-04011;051-060;89;92
S-04011;061-070;72;93
S-04011;071-080;37;63
S-04011;80+;32;44
S-04012;000-010;93;92
S-04012;011-020;64;74
S-04012;021-030;52;60
S-04012;031-040;101;104
S-04012;041-050;141;131
S-04012;051-060;93;97
S-04012;061-070;74;76
S-04012;071-080;45;58
S-04012;80+;23;76
S-04013;000-010;48;33
S-04013;011-020;67;75
S-04013;021-030;54;54
S-04013;031-040;68;73
S-04013;041-050;87;95
S-04013;051-060;107;105
S-04013;061-070;65;74
S-04013;071-080;39;35
S-04013;80+;18;40
S-04014;000-010;102;87
S-04014;011-020;203;199
S-04014;021-030;140;137
S-04014;031-040;98;93
S-04014;041-050;225;272
S-04014;051-060;248;246
S-04014;061-070;124;111
S-04014;071-080;49;51
S-04014;80+;18;36
S-04015;000-010;59;66
S-04015;011-020;129;126
S-04015;021-030;70;77
S-04015;031-040;96;68
S-04015;041-050;152;202
S-04015;051-060;100;102
S-04015;061-070;64;66
S-04015;071-080;24;23
S-04015;80+;8;10
S-04016;000-010;133;99
S-04016;011-020;160;155
S-04016;021-030;81;83
S-04016;031-040;108;138
S-04016;041-050;252;273
S-04016;051-060;150;151
S-04016;061-070;89;85
S-04016;071-080;35;43
S-04016;80+;20;35
S-05001;000-010;106;109
S-05001;011-020;133;104
S-05001;021-030;93;88
S-05001;031-040;135;129
S-05001;041-050;205;221
S-05001;051-060;153;159
S-05001;061-070;123;117
S-05001;071-080;77;110
S-05001;80+;75;144
S-05002;000-010;39;43
S-05002;011-020;28;42
S-05002;021-030;22;22
S-05002;031-040;41;46
S-05002;041-050;67;72
S-05002;051-060;41;44
S-05002;061-070;42;78
S-05002;071-080;58;66
S-05002;80+;21;33
S-05003;000-010;139;115
S-05003;011-020;150;148
S-05003;021-030;130;135
S-05003;031-040;149;175
S-05003;041-050;190;204
S-05003;051-060;171;208
S-05003;061-070;171;166
S-05003;071-080;74;77
S-05003;80+;45;94
S-05004;000-010;143;115
S-05004;011-020;95;105
S-05004;021-030;117;89
S-05004;031-040;223;232
S-05004;041-050;205;221
S-05004;051-060;135;169
S-05004;061-070;130;124
S-05004;071-080;85;103
S-05004;80+;46;85
S-05005;000-010;95;74
S-05005;011-020;110;92
S-05005;021-030;77;70
S-05005;031-040;129;130
S-05005;041-050;170;170
S-05005;051-060;144;139
S-05005;061-070;86;111
S-05005;071-080;99;121
S-05005;80+;72;98
S-05006;000-010;42;48
S-05006;011-020;53;60
S-05006;021-030;50;59
S-05006;031-040;72;68
S-05006;041-050;89;97
S-05006;051-060;83;108
S-05006;061-070;64;74
S-05006;071-080;42;60
S-05006;80+;38;81
S-06001;000-010;62;62
S-06001;011-020;77;80
S-06001;021-030;60;53
S-06001;031-040;90;73
S-06001;041-050;135;125
S-06001;051-060;91;87
S-06001;061-070;83;84
S-06001;071-080;32;37
S-06001;80+;27;51
S-06002;000-010;46;46
S-06002;011-020;83;84
S-06002;021-030;93;86
S-06002;031-040;80;68
S-06002;041-050;100;120
