CODI_DIVISIO_TERRITORIAL;EDAT;NRE_HOMES;NRE_DONES
S-09024;000-010;72;65
S-09024;011-020;99;68
S-09024;021-030;94;80
S-09024;031-040;158;129
S-09024;041-050;140;124
S-09024;051-060;113;129
S-09024;061-070;156;174
S-09024;071-080;93;100
S-09024;80+;45;74
S-09025;000-010;74;66
S-09025;011-020;60;76
S-09025;021-030;56;67
S-09025;031-040;105;92
S-09025;041-050;110;97
S-09025;051-060;87;77
S-09025;061-070;42;54
S-09025;071-080;57;79
S-09025;80+;32;47
S-09026;000-010;50;45
S-09026;011-020;48;52
S-09026;021-030;54;59
S-09026;031-040;62;63
S-09026;041-050;97;94
S-09026;051-060;78;85
S-09026;061-070;84;108
S-09026;071-080;65;76
S-09026;80+;34;58
S-09027;000-010;51;51
S-09027;011-020;57;45
S-09027;021-030;62;45
S-09027;031-040;72;62
S-09027;041-050;86;86
S-09027;051-060;74;68
S-09027;061-070;35;45
S-09027;071-080;45;40
S-09027;80+;15;43
S-09028;000-010;114;92
S-09028;011-020;134;111
S-09028;021-030;146;118
S-09028;031-040;142;143
S-09028;041-050;215;190
S-09028;051-060;166;177
S-09028;061-070;118;143
S-09028;071-080;56;56
S-09028;80+;19;26
S-09030;000-010;125;101
S-09030;011-020;142;123
S-09030;021-030;120;117
S-09030;031-040;179;150
S-09030;041-050;221;194
S-09030;051-060;130;107
S-09030;061-070;83;85
S-09030;071-080;49;61
S-09030;80+;10;22
S-09031;000-010;37;31
S-09031;011-020;41;48
S-09031;021-030;31;53
S-09031;031-040;44;53
S-09031;041-050;81;75
S-09031;051-060;59;60
S-09031;061-070;55;64
S-09031;071-080;70;94
S-09031;80+;33;36
S-09032;000-010;67;54
S-09032;011-020;55;63
S-09032;021-030;69;61
S-09032;031-040;77;70
S-09032;041-050;100;92
S-09032;051-060;64;54
S-09032;061-070;52;49
S-09032;071-080;31;45
S-09032;80+;10;22
S-09033;000-010;55;55
S-09033;011-020;72;72
S-09033;021-030;95;62
S-09033;031-040;81;79
S-09033;041-050;129;116
S-09033;051-060;115;104
S-09033;061-070;101;111
S-09033;071-080;89;105
S-09033;80+;48;58
S-09034;000-010;52;43
S-09034;011-020;90;82
S-09034;021-030;83;74
S-09034;031-040;112;120
S-09034;041-050;111;97
S-09034;051-060;94;109
S-09034;061-070;176;207
S-09034;071-080;77;99
S-09034;80+;48;67
S-09035;000-010;58;71
S-09035;011-020;93;83
S-09035;021-030;95;79
S-09035;031-040;93;101
S-09035;041-050;135;121
S-09035;051-060;97;110
S-09035;061-070;90;121
S-09035;071-080;69;74
S-09035;80+;30;43
S-09036;000-010;34;38
S-09036;011-020;57;50
S-09036;021-030;67;75
S-09036;031-040;76;59
S-09036;041-050;97;104
S-09036;051-060;86;80
S-09036;061-070;62;90
S-09036;071-080;91;85
S-09036;80+;27;32
S-09037;000-010;131;101
S-09037;011-020;115;105
S-09037;021-030;111;90
S-09037;031-040;142;139
S-09037;041-050;209;117
S-09037;051-060;113;100
S-09037;061-070;39;44
S-09037;071-080;25;31
S-09037;80+;11;25
S-09038;000-010;109;125
S-09038;011-020;99;93
S-09038;021-030;126;111
S-09038;031-040;170;157
S-09038;041-050;183;126
S-09038;051-060;102;102
S-09038;061-070;72;71
S-09038;071-080;37;57
S-09038;80+;19;32
S-09042;000-010;102;94
S-09042;011-020;122;118
S-09042;021-030;140;76
S-09042;031-040;150;99
S-09042;041-050;164;97
S-09042;051-060;107;78
S-09042;061-070;51;42
S-09042;071-080;19;21
S-09042;80+;13;23
S-09043;000-010;40;46
S-09043;011-020;69;79
S-09043;021-030;87;93
S-09043;031-040;116;83
S-09043;041-050;104;119
S-09043;051-060;110;131
S-09043;061-070;163;205
S-09043;071-080;72;72
S-09043;80+;16;33
S-09044;000-010;41;45
S-09044;011-020;59;46
S-09044;021-030;48;49
S-09044;031-040;83;69
S-09044;041-050;95;89
S-09044;051-060;62;60
S-09044;061-070;40;42
S-09044;071-080;44;69
S-09044;80+;22;30
S-09045;000-010;61;74
S-09045;011-020;70;68
S-09045;021-030;84;63
S-09045;031-040;99;97
S-09045;041-050;115;123
S-09045;051-060;96;100
S-09045;061-070;116;159
S-09045;071-080;88;87
S-09045;80+;33;47
S-09047;000-010;53;55
S-09047;011-020;63;61
S-09047;021-030;52;64
S-09047;031-040;77;77
S-09047;041-050;83;93
S-09047;051-060;71;67
S-09047;061-070;71;94
S-09047;071-080;42;42
S-09047;80+;16;21
S-09049;000-010;64;66
S-09049;011-020;95;77
S-09049;021-030;116;123
S-09049;031-040;97;104
S-09049;041-050;136;124
S-09049;051-060;105;121
S-09049;061-070;88;107
S-09049;071-080;74;108
S-09049;80+;21;48
S-09052;000-010;42;22
S-09052;011-020;49;39
S-09052;021-030;34;36
S-09052;031-040;51;67
S-09052;041-050;75;59
S-09052;051-060;47;54
S-09052;061-070;49;83
S-09052;071-080;50;57
S-09052;80+;19;41
S-09053;000-010;70;44
S-09053;011-020;83;57
S-09053;021-030;76;64
S-09053;031-040;64;62
S-09053;041-050;100;108
S-09053;051-060;80;95
S-09053;061-070;59;55
S-09053;071-080;48;64
S-09053;80+;30;41
S-09054;000-010;57;36
S-09054;011-020;69;66
S-09054;021-030;56;47
S-09054;031-040;63;79
S-09054;041-050;96;98
S-09054;051-060;68;71
S-09054;061-070;70;102
S-09054;071-080;88;72
S-09054;80+;24;32
S-09057;000-010;54;45
S-09057;011-020;80;68
S-09057;021-030;62;62
S-09057;031-040;76;70
S-09057;041-050;112;119
S-09057;051-060;83;94
S-09057;061-070;59;74
S-09057;071-080;48;57
S-09057;80+;31;83
S-09058;000-010;56;45
S-09058;011-020;58;60
S-09058;021-030;62;60
S-09058;031-040;94;94
S-09058;041-050;100;89
S-09058;051-060;87;109
S-09058;061-070;133;151
S-09058;071-080;78;74
S-09058;80+;31;33
S-09059;000-010;40;39
S-09059;011-020;52;49
S-09059;021-030;62;70
S-09059;031-040;70;76
S-09059;041-050;77;83
S-09059;051-060;85;105
S-09059;061-070;85;100
S-09059;071-080;47;48
S-09059;80+;36;52
