CODI_DIVISIO_TERRITORIAL;EDAT;NRE_HOMES;NRE_DONES
S-09024;80+;46;75
S-09025;000-010;78;74
S-09025;011-020;66;75
S-09025;021-030;64;80
S-09025;031-040;109;87
S-09025;041-050;103;114
S-09025;051-060;85;75
S-09025;061-070;46;56
S-09025;071-080;54;76
S-09025;80+;27;47
S-09026;000-010;51;49
S-09026;011-020;56;53
S-09026;021-030;57;68
S-09026;031-040;76;67
S-09026;041-050;95;97
S-09026;051-060;67;83
S-09026;061-070;83;106
S-09026;071-080;64;73
S-09026;80+;37;54
S-09027;000-010;48;46
S-09027;011-020;64;51
S-09027;021-030;52;45
S-09027;031-040;74;58
S-09027;041-050;81;81
S-09027;051-060;80;65
S-09027;061-070;30;47
S-09027;071-080;45;42
S-09027;80+;15;38
S-09028;000-010;100;88
S-09028;011-020;137;115
S-09028;021-030;142;130
S-09028;031-040;149;129
S-09028;041-050;219;179
S-09028;051-060;152;183
S-09028;061-070;124;151
S-09028;071-080;59;55
S-09028;80+;18;29
S-09030;000-010;151;118
S-09030;011-020;138;132
S-09030;021-030;133;103
S-09030;031-040;174;157
S-09030;041-050;216;180
S-09030;051-060;135;117
S-09030;061-070;82;91
S-09030;071-080;53;60
S-09030;80+;12;20
S-09031;000-010;42;26
S-09031;011-020;34;44
S-09031;021-030;37;50
S-09031;031-040;42;54
S-09031;041-050;81;65
S-09031;051-060;56;69
S-09031;061-070;55;60
S-09031;071-080;57;86
S-09031;80+;37;37
S-09032;000-010;79;56
S-09032;011-020;57;67
S-09032;021-030;75;74
S-09032;031-040;79;75
S-09032;041-050;116;85
S-09032;051-060;67;69
S-09032;061-070;52;49
S-09032;071-080;30;42
S-09032;80+;4;21
S-09033;000-010;58;53
S-09033;011-020;76;75
S-09033;021-030;84;61
S-09033;031-040;79;76
S-09033;041-050;128;119
S-09033;051-060;107;114
S-09033;061-070;94;110
S-09033;071-080;88;101
S-09033;80+;44;49
S-09034;000-010;58;49
S-09034;011-020;88;73
S-09034;021-030;86;71
S-09034;031-040;108;114
S-09034;041-050;112;105
S-09034;051-060;95;112
S-09034;061-070;157;197
S-09034;071-080;90;107
S-09034;80+;42;62
S-09035;000-010;59;69
S-09035;011-020;91;77
S-09035;021-030;115;93
S-09035;031-040;103;82
S-09035;041-050;135;139
S-09035;051-060;106;99
S-09035;061-070;80;114
S-09035;071-080;75;76
S-09035;80+;30;43
S-09036;000-010;51;56
S-09036;011-020;50;49
S-09036;021-030;72;69
S-09036;031-040;77;76
S-09036;041-050;98;102
S-09036;051-060;82;78
S-09036;061-070;62;87
S-09036;071-080;88;82
S-09036;80+;21;29
S-09037;000-010;137;112
S-09037;011-020;121;112
S-09037;021-030;148;92
S-09037;031-040;158;133
S-09037;041-050;206;134
S-09037;051-060;111;108
S-09037;061-070;46;48
S-09037;071-080;24;29
S-09037;80+;11;17
S-09038;000-010;123;124
S-09038;011-020;103;88
S-09038;021-030;170;106
S-09038;031-040;161;147
S-09038;041-050;190;125
S-09038;051-060;114;100
S-09038;061-070;77;80
S-09038;071-080;34;51
S-09038;80+;17;30
S-09042;000-010;111;102
S-09042;011-020;127;116
S-09042;021-030;132;96
S-09042;031-040;145;95
S-09042;041-050;148;89
S-09042;051-060;112;85
S-09042;061-070;50;41
S-09042;071-080;18;19
S-09042;80+;13;21
S-09043;000-010;41;52
S-09043;011-020;67;76
S-09043;021-030;92;93
S-09043;031-040;106;85
S-09043;041-050;98;114
S-09043;051-060;107;128
S-09043;061-070;165;203
S-09043;071-080;72;83
S-09043;80+;15;27
S-09044;000-010;45;42
S-09044;011-020;61;49
S-09044;021-030;68;47
S-09044;031-040;75;65
S-09044;041-050;91;93
S-09044;051-060;70;57
S-09044;061-070;40;52
S-09044;071-080;49;62
S-09044;80+;23;34
S-09045;000-010;59;73
S-09045;011-020;73;64
S-09045;021-030;89;63
S-09045;031-040;107;90
S-09045;041-050;127;121
S-09045;051-060;96;106
S-09045;061-070;109;155
S-09045;071-080;91;97
S-09045;80+;26;39
S-09047;000-010;56;67
S-09047;011-020;68;60
S-09047;021-030;56;63
S-09047;031-040;77;66
S-09047;041-050;85;89
S-09047;051-060;70;70
S-09047;061-070;64;86
S-09047;071-080;47;48
S-09047;80+;16;18
S-09049;000-010;74;84
S-09049;011-020;97;75
S-09049;021-030;129;126
S-09049;031-040;98;108
S-09049;041-050;136;124
S-09049;051-060;102;111
S-09049;061-070;82;115
S-09049;071-080;75;105
S-09049;80+;21;51
S-09052;000-010;40;22
S-09052;011-020;49;37
S-09052;021-030;39;42
S-09052;031-040;57;58
S-09052;041-050;75;69
S-09052;051-060;48;55
S-09052;061-070;45;74
S-09052;071-080;49;64
S-09052;80+;16;33
S-09053;000-010;73;40
S-09053;011-020;85;52
S-09053;021-030;92;65
S-09053;031-040;57;57
S-09053;041-050;92;100
S-09053;051-060;89;90
S-09053;061-070;56;69
S-09053;071-080;45;55
S-09053;80+;28;36
S-09054;000-010;48;37
S-09054;011-020;67;57
S-09054;021-030;56;51
S-09054;031-040;52;64
S-09054;041-050;105;92
S-09054;051-060;69;74
S-09054;061-070;60;95
S-09054;071-080;88;76
S-09054;80+;20;28
S-09057;000-010;55;47
S-09057;011-020;89;80
S-09057;021-030;64;62
S-09057;031-040;87;84
S-09057;041-050;106;120
S-09057;051-060;89;105
S-09057;061-070;64;71
S-09057;071-080;45;57
S-09057;80+;19;63
S-09058;000-010;48;43
S-09058;011-020;60;59
S-09058;021-030;57;62
S-09058;031-040;74;77
S-09058;041-050;99;91
S-09058;051-060;80;100
S-09058;061-070;129;152
S-09058;071-080;78;80
S-09058;80+;32;34
S-09059;000-010;38;40
S-09059;011-020;46;48
S-09059;021-030;65;68
S-09059;031-040;75;53
S-09059;041-050;88;85
S-09059;051-060;87;110
S-09059;061-070;77;95
S-09059;071-080;48;49
S-09059;80+;30;45
