CODI_DIVISIO_TERRITORIAL;EDAT;NRE_HOMES;NRE_DONES
S-09024;061-070;161;149
S-09024;071-080;71;94
S-09024;80+;39;58
S-09025;000-010;69;58
S-09025;011-020;42;66
S-09025;021-030;69;82
S-09025;031-040;106;102
S-09025;041-050;111;103
S-09025;051-060;56;51
S-09025;061-070;49;76
S-09025;071-080;69;74
S-09025;80+;18;36
S-09026;000-010;54;51
S-09026;011-020;28;49
S-09026;021-030;57;64
S-09026;031-040;87;96
S-09026;041-050;74;81
S-09026;051-060;78;97
S-09026;061-070;82;92
S-09026;071-080;54;65
S-09026;80+;29;51
S-09027;000-010;51;49
S-09027;011-020;37;42
S-09027;021-030;54;46
S-09027;031-040;80;81
S-09027;041-050;79;66
S-09027;051-060;51;57
S-09027;061-070;37;50
S-09027;071-080;36;47
S-09027;80+;15;40
S-09028;000-010;121;109
S-09028;011-020;120;101
S-09028;021-030;134;131
S-09028;031-040;245;194
S-09028;041-050;183;199
S-09028;051-060;142;166
S-09028;061-070;112;99
S-09028;071-080;35;32
S-09028;80+;13;27
S-09030;000-010;132;105
S-09030;011-020;104;94
S-09030;021-030;126;111
S-09030;031-040;175;162
S-09030;041-050;170;139
S-09030;051-060;97;100
S-09030;061-070;87;81
S-09030;071-080;22;38
S-09030;80+;10;23
S-09031;000-010;40;38
S-09031;011-020;37;48
S-09031;021-030;33;39
S-09031;031-040;75;66
S-09031;041-050;75;75
S-09031;051-060;57;54
S-09031;061-070;61;89
S-09031;071-080;71;70
S-09031;80+;23;32
S-09032;000-010;70;81
S-09032;011-020;73;38
S-09032;021-030;62;53
S-09032;031-040;115;94
S-09032;041-050;97;83
S-09032;051-060;50;51
S-09032;061-070;58;53
S-09032;071-080;26;34
S-09032;80+;8;21
S-09033;000-010;68;56
S-09033;011-020;78;59
S-09033;021-030;100;74
S-09033;031-040;99;104
S-09033;041-050;116;101
S-09033;051-060;88;111
S-09033;061-070;130;125
S-09033;071-080;66;79
S-09033;80+;40;58
S-09034;000-010;68;53
S-09034;011-020;77;83
S-09034;021-030;122;79
S-09034;031-040;125;110
S-09034;041-050;102;109
S-09034;051-060;122;172
S-09034;061-070;169;156
S-09034;071-080;56;69
S-09034;80+;38;49
S-09035;000-010;61;75
S-09035;011-020;86;80
S-09035;021-030;94;78
S-09035;031-040;136;113
S-09035;041-050;118;129
S-09035;051-060;86;97
S-09035;061-070;118;118
S-09035;071-080;46;51
S-09035;80+;22;48
S-09036;000-010;46;48
S-09036;011-020;58;51
S-09036;021-030;58;68
S-09036;031-040;86;95
S-09036;041-050;97;85
S-09036;051-060;68;74
S-09036;061-070;100;108
S-09036;071-080;61;56
S-09036;80+;26;36
S-09037;000-010;127;141
S-09037;011-020;80;75
S-09037;021-030;137;95
S-09037;031-040;207;156
S-09037;041-050;186;117
S-09037;051-060;77;79
S-09037;061-070;38;40
S-09037;071-080;22;31
S-09037;80+;9;23
S-09038;000-010;113;115
S-09038;011-020;91;78
S-09038;021-030;140;120
S-09038;031-040;197;166
S-09038;041-050;154;115
S-09038;051-060;106;107
S-09038;061-070;69;68
S-09038;071-080;28;40
S-09038;80+;18;39
S-09042;000-010;121;119
S-09042;011-020;131;123
S-09042;021-030;159;104
S-09042;031-040;208;93
S-09042;041-050;163;112
S-09042;051-060;95;73
S-09042;061-070;40;35
S-09042;071-080;28;28
S-09042;80+;8;30
S-09043;000-010;64;59
S-09043;011-020;76;89
S-09043;021-030;115;102
S-09043;031-040;136;117
S-09043;041-050;105;126
S-09043;051-060;165;187
S-09043;061-070;133;124
S-09043;071-080;34;38
S-09043;80+;19;42
S-09044;000-010;55;50
S-09044;011-020;58;41
S-09044;021-030;55;42
S-09044;031-040;91;95
S-09044;041-050;78;69
S-09044;051-060;63;49
S-09044;061-070;36;58
S-09044;071-080;42;51
S-09044;80+;18;36
S-09045;000-010;62;64
S-09045;011-020;59;51
S-09045;021-030;83;94
S-09045;031-040;99;106
S-09045;041-050;109;103
S-09045;051-060;94;127
S-09045;061-070;145;142
S-09045;071-080;58;59
S-09045;80+;29;44
S-09047;000-010;54;63
S-09047;011-020;58;52
S-09047;021-030;73;74
S-09047;031-040;112;85
S-09047;041-050;81;78
S-09047;051-060;58;68
S-09047;061-070;83;78
S-09047;071-080;26;33
S-09047;80+;9;20
S-09049;000-010;74;76
S-09049;011-020;71;80
S-09049;021-030;94;86
S-09049;031-040;128;102
S-09049;041-050;132;110
S-09049;051-060;90;106
S-09049;061-070;99;127
S-09049;071-080;49;71
S-09049;80+;21;33
S-09050;000-010;43;48
S-09050;011-020;41;36
S-09050;021-030;49;39
S-09050;031-040;83;74
S-09050;041-050;64;56
S-09050;051-060;48;60
S-09050;061-070;67;70
S-09050;071-080;33;21
S-09050;80+;16;35
S-09052;000-010;46;30
S-09052;011-020;37;34
S-09052;021-030;50;44
S-09052;031-040;72;77
S-09052;041-050;69;58
S-09052;051-060;47;65
S-09052;061-070;57;81
S-09052;071-080;31;49
S-09052;80+;17;30
S-09053;000-010;75;52
S-09053;011-020;62;47
S-09053;021-030;67;54
S-09053;031-040;86;90
S-09053;041-050;97;91
S-09053;051-060;71;76
S-09053;061-070;54;66
S-09053;071-080;48;57
S-09053;80+;28;46
S-09054;000-010;65;57
S-09054;011-020;63;48
S-09054;021-030;47;50
S-09054;031-040;90;98
S-09054;041-050;84;75
S-09054;051-060;63;69
S-09054;061-070;119;129
S-09054;071-080;53;45
S-09054;80+;14;20
S-09057;000-010;64;58
S-09057;011-020;60;68
S-09057;021-030;64;64
S-09057;031-040;97;107
S-09057;041-050;99;105
S-09057;051-060;77;75
S-09057;061-070;58;74
S-09057;071-080;44;56
S-09057;80+;31;79
S-09058;000-010;52;58
S-09058;011-020;53;43
S-09058;021-030;90;77
S-09058;031-040;106;93
S-09058;041-050;82;84
S-09058;051-060;117;136
S-09058;061-070;119;122
S-09058;071-080;43;44
S-09058;80+;23;31
S-09059;000-010;47;53
S-09059;011-020;32;48
S-09059;021-030;71;54
S-09059;031-040;77;68
S-09059;041-050;68;87
S-09059;051-060;93;107
S-09059;061-070;79;79
S-09059;071-080;36;43
S-09059;80+;26;36
