CODI_DIVISIO_TERRITORIAL;CDINE;NACIONALITAT;NRE_HOMES;NRE_DONES
S-09054;;ALTRES;21;31
S-09054;426;PAKISTAN;4;3
S-09054;108;ESPANYA;515;510
S-09054;228;MARROC;8;7
S-09054;351;VENEÇUELA;3;7
S-09057;115;ITALIA;4;3
S-09057;228;MARROC;22;12
S-09057;326;REPUBLICA DOMINICANA;4;3
S-09057;345;EQUADOR;10;5
S-09057;404;BANGLA DESH;7;7
S-09057;108;ESPANYA;500;593
S-09057;407;XINA;34;30
S-09057;341;BOLIVIA;5;4
S-09057;;ALTRES;38;39
S-09057;343;COLOMBIA;10;5
S-09057;410;INDIA;9;4
S-09058;128;ROMANIA;3;4
S-09058;321;HONDURES;3;9
S-09058;426;PAKISTAN;4;3
S-09058;108;ESPANYA;575;616
S-09058;115;ITALIA;5;9
S-09058;407;XINA;6;9
S-09058;;ALTRES;40;26
S-09058;135;UCRAINA;6;4
S-09059;228;MARROC;29;19
S-09059;344;XILE;7;3
S-09059;345;EQUADOR;6;3
S-09059;;ALTRES;19;22
S-09059;108;ESPANYA;433;505
S-09059;404;BANGLA DESH;5;3
S-09059;407;XINA;20;20
S-09059;139;GEORGIA;6;6
S-09059;343;COLOMBIA;8;5
S-09059;341;BOLIVIA;3;5
S-09059;426;PAKISTAN;17;10
