CODI_DIVISIO_TERRITORIAL,CDINE,NACIONALITAT,NRE_HOMES,NRE_DONES
S-09049,326,REPUBLICA DOMINICANA,7,11
S-09049,108,ESPANYA,539,621
S-09050,148,ARMENIA,3,4
S-09050,228,MARROC,11,15
S-09050,,ALTRES,17,31
S-09050,108,ESPANYA,379,375
S-09050,426,PAKISTAN,16,10
S-09050,407,XINA,5,3
S-09052,,ALTRES,13,4
S-09052,321,HONDURES,3,5
S-09052,104,BULGARIA,3,3
S-09052,108,ESPANYA,367,429
S-09052,407,XINA,11,9
S-09052,345,EQUADOR,9,8
S-09052,228,MARROC,3,3
S-09053,148,ARMENIA,4,6
S-09053,,ALTRES,39,40
S-09053,407,XINA,6,6
S-09053,426,PAKISTAN,24,19
S-09053,108,ESPANYA,485,488
S-09053,321,HONDURES,3,6
S-09053,228,MARROC,18,11
S-09053,135,UCRAINA,3,3
S-09053,342,BRASIL,4,3
S-09053,137,MOLDAVIA,6,5
S-09054,123,PORTUGAL,3,4
S-09054,,ALTRES,28,30
S-09054,228,MARROC,7,7
S-09054,407,XINA,13,10
S-09054,108,ESPANYA,555,531
S-09057,228,MARROC,12,13
S-09057,342,BRASIL,4,3
S-09057,,ALTRES,27,38
S-09057,345,EQUADOR,5,4
S-09057,407,XINA,20,16
S-09057,108,ESPANYA,529,588
S-09057,426,PAKISTAN,10,5
S-09058,404,BANGLA DESH,3,3
S-09058,321,HONDURES,4,6
S-09058,135,UCRAINA,3,4
S-09058,108,ESPANYA,616,646
S-09058,407,XINA,9,14
S-09058,341,BOLIVIA,4,5
S-09058,139,GEORGIA,4,7
S-09058,,ALTRES,31,16
S-09058,128,ROMANIA,3,3
S-09059,407,XINA,18,17
S-09059,228,MARROC,27,23
S-09059,,ALTRES,16,10
S-09059,139,GEORGIA,4,4
S-09059,341,BOLIVIA,3,8
S-09059,321,HONDURES,3,12
S-09059,426,PAKISTAN,10,5
S-09059,108,ESPANYA,451,521
