CODI_DIVISIO_TERRITORIAL;CODI_NACIONALITAT;DESC_NACIONALITAT;NRE_HOMES;NRE_DONES
S-09002;348;PERU;7;10
S-09002;345;ECUADOR;18;30
S-09002;407;XINA;20;28
S-09002;104;BULGARIA;4;5
S-09003;135;UCRAINA;4;3
S-09003;341;BOLIVIA;7;8
S-09003;;ALTRES;34;22
S-09003;228;MARROC;22;11
S-09003;343;COLOMBIA;4;7
S-09003;326;REP. DOMINICANA;3;3
S-09003;108;ESPANYA;398;379
S-09003;348;PERU;6;6
S-09003;128;ROMANIA;10;9
S-09003;426;PAKISTAN;35;4
S-09003;407;XINA;35;32
S-09004;407;XINA;13;7
S-09004;426;PAKISTAN;736;108
S-09004;348;PERU;3;3
S-09004;108;ESPANYA;634;590
S-09004;;ALTRES;30;32
S-09004;234;NIGERIA;7;6
S-09004;345;ECUADOR;16;6
S-09004;341;BOLIVIA;24;35
S-09004;128;ROMANIA;25;21
S-09004;228;MARROC;74;43
S-09004;410;INDIA;40;7
S-09005;228;MARROC;10;20
S-09005;;ALTRES;20;19
S-09005;407;XINA;6;3
S-09005;345;ECUADOR;10;9
S-09005;341;BOLIVIA;7;7
S-09005;426;PAKISTAN;97;22
S-09005;410;INDIA;14;6
S-09005;108;ESPANYA;445;437
S-09006;317;EL SALVADOR;4;5
S-09006;208;CAMERUN;3;3
S-09006;341;BOLIVIA;20;25
S-09006;347;PARAGUAI;7;6
S-09006;;ALTRES;32;24
S-09006;128;ROMANIA;4;7
S-09006;348;PERU;3;4
S-09006;345;ECUADOR;22;26
S-09006;426;PAKISTAN;353;49
S-09006;228;MARROC;28;32
S-09006;410;INDIA;24;7
S-09006;326;REP. DOMINICANA;7;15
S-09006;108;ESPANYA;492;559
S-09006;407;XINA;13;17
S-09006;342;BRASIL;8;10
S-09008;347;PARAGUAI;4;4
S-09008;345;ECUADOR;16;11
S-09008;410;INDIA;13;4
S-09008;108;ESPANYA;621;691
S-09008;228;MARROC;28;20
S-09008;426;PAKISTAN;78;18
S-09008;348;PERU;9;7
S-09008;;ALTRES;26;23
S-09008;343;COLOMBIA;6;3
S-09008;341;BOLIVIA;19;18
S-09008;128;ROMANIA;18;10
S-09008;407;XINA;19;17
S-09008;342;BRASIL;4;6
S-09009;108;ESPANYA;450;561
S-09009;345;ECUADOR;4;4
S-09009;228;MARROC;7;4
S-09009;426;PAKISTAN;27;8
S-09009;;ALTRES;16;18
S-09010;108;ESPANYA;643;659
S-09010;;ALTRES;9;12
S-09011;;ALTRES;30;49
S-09011;228;MARROC;17;12
S-09011;148;ARMENIA;6;7
S-09011;426;PAKISTAN;52;4
S-09011;108;ESPANYA;406;495
S-09012;321;HONDURAS;3;4
S-09012;108;ESPANYA;616;658
S-09012;345;ECUADOR;22;24
S-09012;;ALTRES;20;18
S-09012;228;MARROC;12;9
S-09012;410;INDIA;19;14
S-09012;154;RUSIA;5;7
S-09012;348;PERU;6;5
S-09012;326;REP. DOMINICANA;5;4
S-09012;128;ROMANIA;6;13
S-09012;407;XINA;9;10
S-09012;426;PAKISTAN;52;9
S-09013;410;INDIA;7;3
S-09013;345;ECUADOR;7;5
S-09013;;ALTRES;17;12
S-09013;228;MARROC;7;7
S-09013;407;XINA;7;4
S-09013;108;ESPANYA;335;354
S-09014;410;INDIA;4;3
S-09014;345;ECUADOR;14;14
S-09014;407;XINA;10;12
S-09014;228;MARROC;8;3
S-09014;128;ROMANIA;5;8
S-09014;341;BOLIVIA;4;5
S-09014;343;COLOMBIA;5;13
S-09014;347;PARAGUAI;6;7
S-09014;108;ESPANYA;658;700
S-09014;;ALTRES;26;28
S-09015;148;ARMENIA;8;8
S-09015;;ALTRES;21;31
S-09015;154;RUSIA;3;5
S-09015;342;BRASIL;5;5
S-09015;343;COLOMBIA;4;5
S-09015;410;INDIA;32;6
S-09015;426;PAKISTAN;50;24
S-09015;128;ROMANIA;5;8
S-09015;108;ESPANYA;673;717
S-09015;228;MARROC;56;43
S-09015;407;XINA;55;48
S-09015;348;PERU;3;3
S-09015;345;ECUADOR;18;20
S-09015;350;URUGUAI;5;3
S-09016;108;ESPANYA;717;739
S-09016;228;MARROC;37;19
S-09016;407;XINA;8;10
S-09016;;ALTRES;26;27
S-09016;343;COLOMBIA;5;3
S-09016;345;ECUADOR;17;10
S-09016;341;BOLIVIA;10;9
S-09017;;ALTRES;56;30
S-09017;348;PERU;5;6
S-09017;326;REP. DOMINICANA;10;9
S-09017;128;ROMANIA;24;13
S-09017;345;ECUADOR;34;39
S-09017;341;BOLIVIA;16;19
S-09017;404;BANGLADESH;69;24
S-09017;342;BRASIL;4;4
S-09017;426;PAKISTAN;136;39
S-09017;108;ESPANYA;498;523
S-09017;407;XINA;71;46
S-09017;410;INDIA;50;19
S-09017;228;MARROC;109;89
S-09017;343;COLOMBIA;12;9
S-09017;234;NIGERIA;12;5
S-09018;343;COLOMBIA;5;4
S-09018;341;BOLIVIA;5;6
S-09018;410;INDIA;5;5
S-09018;139;GEORGIA;3;3
S-09018;228;MARROC;23;26
S-09018;407;XINA;5;3
S-09018;108;ESPANYA;752;809
S-09018;345;ECUADOR;16;22
S-09018;348;PERU;8;3
S-09018;347;PARAGUAI;3;7
S-09018;426;PAKISTAN;10;5
S-09018;;ALTRES;38;25
S-09019;345;ECUADOR;32;33
S-09019;404;BANGLADESH;13;3
S-09019;108;ESPANYA;441;464
S-09019;341;BOLIVIA;17;16
S-09019;203;ARGELIA;5;6
S-09019;;ALTRES;19;32
S-09019;426;PAKISTAN;72;11
S-09019;128;ROMANIA;3;8
S-09019;228;MARROC;56;38
S-09019;343;COLOMBIA;6;5
S-09019;407;XINA;12;6
S-09019;410;INDIA;24;6
S-09020;348;PERU;5;5
S-09020;108;ESPANYA;307;312
S-09020;;ALTRES;23;12
S-09020;343;COLOMBIA;4;4
S-09020;345;ECUADOR;5;5
S-09021;347;PARAGUAI;5;7
S-09021;345;ECUADOR;28;27
