CODI_CARRER;CODI_CARRER_INE;SIGLA;NOM_OFICIAL;NOM_CURT;NRE_MIN;NRE_MAX
09095;0801509095;CARRE;Nelson Mandela;NELSON MANDELA;1;30
09105;0801509105;TRSSI;Sant Jeroni;SANT JERONI;1;17
09201;0801509201;CARRE;Ceràmica;CERAMICA;1;47
09202;0801509202;CARRE;Acer;ACER;1;48
09203;0801509203;CARRE;Bronze;BRONZE;1;48
09204;0801509204;CARRE;Electrònica;ELECTRONICA;2;48
09205;0801509205;CARRE;Energia;ENERGIA;1;83
09207;0801509207;CARRE;Plàstic;PLASTIC;1;24
09208;0801509208;PL;Xarol;XAROL;22;44
09211;0801509211;AVGDA;Guix;GUIX;2;24
09300;0801509300;PL;Maria Aurèlia Capmany;MARIA AURELIA CAPMANY;1;2
09302;0801509302;CARRE;Xarol;XAROL;1;23
09303;0801509303;PL;Vapor;VAPOR;1;20
09311;0801509311;PASEO;Mare Nostrum;MARE NOSTRUM;1;53
09312;0801509312;PSAJE;Mar Adriàtica;MAR ADRIATICA;1;11
09314;0801509314;PSAJE;Mar d Alborán;MAR D ALBORAN;1;10
09318;0801509318;PSAJE;Josep Gironés;JOSEP GIRONES;1;23
09937;0801509937;CARRE;Ramon Rubial;RAMON RUBIAL;2;8
09941;0801509941;MOLL;Nord;NORD;1;999
09942;0801509942;MOLL;Capitania;CAPITANIA;1;999
09943;0801509943;MOLL;Quimet Costa;QUIMET COSTA;1;999
09944;0801509944;MOLL;Adossat;ADOSSAT;1;999
09945;0801509945;MOLL;Ribera;RIBERA;1;999
