CODI_DIVISIO_TERRITORIAL;BARRI;COMUNITAT_AUTONOMA;ZERO_14ANYS;DE_15_24ANYS;DE_25_44ANYS;DE_45_64ANYS;DE_65ANYS_I_MES;TOTAL
B-24;La Pau;Comunitat Valenciana;0;0;3;7;5;15
B-24;La Pau;estranger;134;270;775;294;17;1490
B-24;La Pau;Extremadura;1;2;5;78;82;168
B-24;La Pau;Galícia;0;0;5;9;7;21
B-24;La Pau;Madrid (Comunitat de);2;2;5;5;5;19
B-24;La Pau;Múrcia (Regió de);0;0;0;5;11;16
B-24;La Pau;Navarra (Comunitat Foral de);0;0;2;0;0;2
B-24;La Pau;País Basc;0;0;1;0;0;1
B-24;La Pau;Rioja (La);0;0;0;0;0;0
B-25;Puigfred;Andalusia;1;3;81;829;581;1495
B-25;Puigfred;Aragó;0;1;4;33;19;57
B-25;Puigfred;Astúries (Principat d );1;0;1;8;2;12
B-25;Puigfred;Balears (Illes);1;1;0;2;0;4
B-25;Puigfred;Canàries;1;2;0;0;0;3
B-25;Puigfred;Cantàbria;0;0;0;2;3;5
B-25;Puigfred;Castella-la Manxa;0;0;18;102;94;214
B-25;Puigfred;Castella-Lleó;0;0;14;100;56;170
B-25;Puigfred;Catalunya;1390;683;1948;844;101;4966
B-25;Puigfred;Ceuta-Melilla;0;0;0;12;4;16
B-25;Puigfred;Comunitat Valenciana;7;2;9;29;16;63
B-25;Puigfred;estranger;87;149;580;179;24;1019
B-25;Puigfred;Extremadura;0;0;23;193;98;314
B-25;Puigfred;Galícia;0;0;8;63;41;112
B-25;Puigfred;Madrid (Comunitat de);4;3;16;18;4;45
B-25;Puigfred;Múrcia (Regió de);0;0;5;19;45;69
B-25;Puigfred;Navarra (Comunitat Foral de);1;0;1;4;3;9
B-25;Puigfred;País Basc;2;0;8;5;0;15
B-25;Puigfred;Rioja (La);1;0;0;1;3;5
B-26;Montigalà;Andalusia;1;4;100;510;173;788
B-26;Montigalà;Aragó;1;0;9;33;10;53
B-26;Montigalà;Astúries (Principat d );0;0;5;5;0;10
B-26;Montigalà;Balears (Illes);0;2;4;1;0;7
B-26;Montigalà;Canàries;0;0;0;1;0;1
B-26;Montigalà;Cantàbria;0;0;2;1;1;4
B-26;Montigalà;Castella-la Manxa;0;0;9;75;29;113
B-26;Montigalà;Castella-Lleó;0;1;16;67;29;113
B-26;Montigalà;Catalunya;1577;766;2029;1018;75;5465
B-26;Montigalà;Ceuta-Melilla;0;0;2;11;4;17
B-26;Montigalà;Comunitat Valenciana;1;0;9;16;5;31
B-26;Montigalà;estranger;32;42;148;119;19;360
B-26;Montigalà;Extremadura;0;1;15;126;34;176
B-26;Montigalà;Galícia;0;0;7;34;13;54
B-26;Montigalà;Madrid (Comunitat de);0;0;15;9;2;26
B-26;Montigalà;Múrcia (Regió de);0;0;3;20;17;40
B-26;Montigalà;Navarra (Comunitat Foral de);0;1;0;2;1;4
B-26;Montigalà;País Basc;1;1;2;9;0;13
B-26;Montigalà;Rioja (La);0;0;0;2;0;2
B-27;Sant Joan De Llefià;Andalusia;12;2;124;1092;819;2049
B-27;Sant Joan De Llefià;Aragó;5;0;6;42;42;95
B-27;Sant Joan De Llefià;Astúries (Principat d );0;0;1;9;7;17
B-27;Sant Joan De Llefià;Balears (Illes);6;2;3;4;1;16
B-27;Sant Joan De Llefià;Canàries;3;1;0;2;1;7
B-27;Sant Joan De Llefià;Cantàbria;0;0;1;5;0;6
B-27;Sant Joan De Llefià;Castella-la Manxa;0;1;12;158;156;327
B-27;Sant Joan De Llefià;Castella-Lleó;0;1;15;150;110;276
B-27;Sant Joan De Llefià;Catalunya;1788;928;2789;1062;145;6712
B-27;Sant Joan De Llefià;Ceuta-Melilla;2;0;6;30;23;61
B-27;Sant Joan De Llefià;Comunitat Valenciana;8;2;13;19;22;64
B-27;Sant Joan De Llefià;estranger;224;408;1341;411;47;2431
B-27;Sant Joan De Llefià;Extremadura;2;1;32;264;200;499
B-27;Sant Joan De Llefià;Galícia;1;1;16;89;65;172
B-27;Sant Joan De Llefià;Madrid (Comunitat de);2;2;13;21;6;44
B-27;Sant Joan De Llefià;Múrcia (Regió de);1;0;6;36;56;99
B-27;Sant Joan De Llefià;Navarra (Comunitat Foral de);0;0;1;3;1;5
B-27;Sant Joan De Llefià;País Basc;2;0;10;5;2;19
B-27;Sant Joan De Llefià;Rioja (La);0;0;0;1;1;2
B-28;Sant Antoni De Llefià;Andalusia;8;9;107;1111;1204;2439
B-28;Sant Antoni De Llefià;Aragó;1;5;11;70;105;192
B-28;Sant Antoni De Llefià;Astúries (Principat d );0;0;5;10;5;20
B-28;Sant Antoni De Llefià;Balears (Illes);0;1;4;4;0;9
B-28;Sant Antoni De Llefià;Canàries;3;0;3;3;1;10
B-28;Sant Antoni De Llefià;Cantàbria;0;0;2;3;3;8
B-28;Sant Antoni De Llefià;Castella-la Manxa;1;0;28;226;251;506
B-28;Sant Antoni De Llefià;Castella-Lleó;1;1;23;202;185;412
B-28;Sant Antoni De Llefià;Catalunya;1990;1145;3156;1522;446;8259
B-28;Sant Antoni De Llefià;Ceuta-Melilla;1;0;4;30;28;63
B-28;Sant Antoni De Llefià;Comunitat Valenciana;1;0;13;27;44;85
B-28;Sant Antoni De Llefià;estranger;269;428;1512;512;74;2795
B-28;Sant Antoni De Llefià;Extremadura;1;0;25;303;232;561
B-28;Sant Antoni De Llefià;Galícia;0;1;23;85;114;223
B-28;Sant Antoni De Llefià;Madrid (Comunitat de);6;2;10;17;15;50
B-28;Sant Antoni De Llefià;Múrcia (Regió de);1;1;7;65;126;200
B-28;Sant Antoni De Llefià;Navarra (Comunitat Foral de);0;0;2;4;8;14
B-28;Sant Antoni De Llefià;País Basc;1;0;10;2;3;16
B-28;Sant Antoni De Llefià;Rioja (La);1;0;0;1;5;7
B-29;Sant Mori De Llefià;Andalusia;13;19;131;1324;1159;2646
B-29;Sant Mori De Llefià;Aragó;1;1;8;61;69;140
B-29;Sant Mori De Llefià;Astúries (Principat d );0;0;3;7;4;14
B-29;Sant Mori De Llefià;Balears (Illes);1;0;3;2;2;8
B-29;Sant Mori De Llefià;Canàries;1;0;3;2;1;7
B-29;Sant Mori De Llefià;Cantàbria;0;0;2;6;4;12
B-29;Sant Mori De Llefià;Castella-la Manxa;0;2;16;185;208;411
B-29;Sant Mori De Llefià;Castella-Lleó;2;2;17;191;128;340
B-29;Sant Mori De Llefià;Catalunya;1994;1145;3071;1469;421;8100
B-29;Sant Mori De Llefià;Ceuta-Melilla;0;0;1;30;23;54
B-29;Sant Mori De Llefià;Comunitat Valenciana;2;5;22;33;29;91
B-29;Sant Mori De Llefià;estranger;272;361;1491;460;55;2639
B-29;Sant Mori De Llefià;Extremadura;2;3;34;309;219;567
B-29;Sant Mori De Llefià;Galícia;0;2;24;103;78;207
B-29;Sant Mori De Llefià;Madrid (Comunitat de);2;7;16;16;22;63
B-29;Sant Mori De Llefià;Múrcia (Regió de);1;1;15;45;103;165
B-29;Sant Mori De Llefià;Navarra (Comunitat Foral de);0;0;2;3;5;10
B-29;Sant Mori De Llefià;País Basc;1;0;11;11;7;30
B-29;Sant Mori De Llefià;Rioja (La);0;0;0;0;7;7
B-30;Artigas;Andalusia;2;2;21;201;185;411
B-30;Artigas;Aragó;1;0;4;14;29;48
B-30;Artigas;Astúries (Principat d );0;0;0;2;2;4
B-30;Artigas;Balears (Illes);0;0;0;2;3;5
B-30;Artigas;Canàries;0;1;3;1;0;5
B-30;Artigas;Cantàbria;0;0;0;0;0;0
B-30;Artigas;Castella-la Manxa;0;0;4;44;49;97
B-30;Artigas;Castella-Lleó;0;0;7;36;30;73
B-30;Artigas;Catalunya;649;254;761;455;211;2330
B-30;Artigas;Ceuta-Melilla;0;1;1;14;7;23
B-30;Artigas;Comunitat Valenciana;1;1;4;8;11;25
B-30;Artigas;estranger;180;309;1100;375;24;1988
B-30;Artigas;Extremadura;0;1;3;47;23;74
B-30;Artigas;Galícia;1;0;9;26;17;53
B-30;Artigas;Madrid (Comunitat de);0;2;5;13;3;23
B-30;Artigas;Múrcia (Regió de);1;2;0;12;30;45
B-30;Artigas;Navarra (Comunitat Foral de);1;0;1;0;1;3
B-30;Artigas;País Basc;0;0;2;3;3;8
B-30;Artigas;Rioja (La);0;0;0;0;0;0
B-31;Sant Roc;Andalusia;8;7;60;498;800;1373
B-31;Sant Roc;Aragó;0;1;7;29;29;66
B-31;Sant Roc;Astúries (Principat d );0;0;2;8;1;11
B-31;Sant Roc;Balears (Illes);6;4;10;4;4;28
B-31;Sant Roc;Canàries;0;3;1;4;2;10
B-31;Sant Roc;Cantàbria;1;0;0;0;2;3
B-31;Sant Roc;Castella-la Manxa;0;0;13;72;121;206
B-31;Sant Roc;Castella-Lleó;5;0;7;37;55;104
B-31;Sant Roc;Catalunya;1968;1047;1977;1340;360;6692
B-31;Sant Roc;Ceuta-Melilla;0;0;1;16;25;42
B-31;Sant Roc;Comunitat Valenciana;3;1;14;26;30;74
B-31;Sant Roc;estranger;528;899;2747;757;51;4982
B-31;Sant Roc;Extremadura;3;2;6;104;121;236
B-31;Sant Roc;Galícia;0;0;5;28;32;65
B-31;Sant Roc;Madrid (Comunitat de);9;2;10;21;16;58
B-31;Sant Roc;Múrcia (Regió de);2;1;5;35;112;155
B-31;Sant Roc;Navarra (Comunitat Foral de);0;0;0;3;5;8
B-31;Sant Roc;País Basc;5;0;4;2;3;14
B-31;Sant Roc;Rioja (La);1;0;0;1;1;3
B-32;Congrés;Andalusia;1;1;23;104;345;474
B-32;Congrés;Aragó;1;0;3;15;58;77
B-32;Congrés;Astúries (Principat d );0;0;0;3;3;6
B-32;Congrés;Balears (Illes);0;0;2;0;0;2
B-32;Congrés;Canàries;0;0;0;0;1;1
B-32;Congrés;Cantàbria;0;0;0;1;1;2
B-32;Congrés;Castella-la Manxa;1;0;0;17;72;90
B-32;Congrés;Castella-Lleó;1;0;4;18;94;117
B-32;Congrés;Catalunya;430;212;687;429;318;2076
B-32;Congrés;Ceuta-Melilla;0;0;0;6;9;15
B-32;Congrés;Comunitat Valenciana;1;1;0;6;23;31
B-32;Congrés;estranger;66;86;348;111;25;636
B-32;Congrés;Extremadura;0;0;2;32;61;95
B-32;Congrés;Galícia;5;0;2;2;22;31
B-32;Congrés;Madrid (Comunitat de);0;1;5;3;10;19
B-32;Congrés;Múrcia (Regió de);0;0;2;6;54;62
B-32;Congrés;Navarra (Comunitat Foral de);0;0;0;0;6;6
B-32;Congrés;País Basc;1;0;1;1;2;5
B-32;Congrés;Rioja (La);1;0;0;0;2;3
B-33;El Remei;Andalusia;0;0;9;33;25;67
B-33;El Remei;Aragó;0;0;3;2;5;10
B-33;El Remei;Astúries (Principat d );0;0;0;1;0;1
B-33;El Remei;Balears (Illes);0;0;0;0;0;0
B-33;El Remei;Canàries;0;0;0;1;0;1
B-33;El Remei;Cantàbria;0;0;0;0;0;0
B-33;El Remei;Castella-la Manxa;0;0;2;6;4;12
B-33;El Remei;Castella-Lleó;0;0;0;16;4;20
B-33;El Remei;Catalunya;174;68;202;127;50;621
B-33;El Remei;Ceuta-Melilla;0;0;0;3;1;4
B-33;El Remei;Comunitat Valenciana;1;0;0;0;0;1
B-33;El Remei;estranger;28;51;157;57;6;299
B-33;El Remei;Extremadura;0;0;1;14;4;19
B-33;El Remei;Galícia;0;0;0;5;8;13
B-33;El Remei;Madrid (Comunitat de);0;1;1;0;1;3
B-33;El Remei;Múrcia (Regió de);1;0;0;6;13;20
B-33;El Remei;Navarra (Comunitat Foral de);0;1;0;1;1;3
B-33;El Remei;País Basc;0;0;1;0;0;1
B-33;El Remei;Rioja (La);0;0;0;0;0;0
B-34;La Mora;Andalusia;0;0;2;10;1;13
B-34;La Mora;Aragó;0;0;3;0;0;3
B-34;La Mora;Astúries (Principat d );0;0;0;0;0;0
B-34;La Mora;Balears (Illes);0;0;0;0;0;0
B-34;La Mora;Canàries;0;0;2;0;0;2
B-34;La Mora;Cantàbria;0;0;0;0;0;0
B-34;La Mora;Castella-la Manxa;0;0;0;2;0;2
B-34;La Mora;Castella-Lleó;0;0;0;2;0;2
B-34;La Mora;Catalunya;103;15;145;51;5;319
B-34;La Mora;Ceuta-Melilla;0;0;0;0;0;0
B-34;La Mora;Comunitat Valenciana;0;0;4;1;0;5
B-34;La Mora;estranger;8;15;61;19;5;108
B-34;La Mora;Extremadura;0;0;0;1;0;1
B-34;La Mora;Galícia;2;0;4;1;0;7
B-34;La Mora;Madrid (Comunitat de);2;0;4;2;0;8
B-34;La Mora;Múrcia (Regió de);0;1;0;0;0;1
B-34;La Mora;Navarra (Comunitat Foral de);0;0;2;0;0;2
B-34;La Mora;País Basc;0;0;2;0;0;2
B-34;La Mora;Rioja (La);0;0;0;0;0;0
