CODI_DIVISIO_TERRITORIAL;BARRI;COMUNITAT_AUTONOMA;ZERO_14ANYS;DE_15_24ANYS;DE_25_44ANYS;DE_45_64ANYS;DE_65ANYS_I_MES;TOTAL
B-27;Sant Joan De Llefià;Canàries;3;0;0;2;1;6
B-27;Sant Joan De Llefià;Cantàbria;0;0;1;3;1;5
B-27;Sant Joan De Llefià;Castella-la Manxa;0;0;10;134;175;319
B-27;Sant Joan De Llefià;Castella-Lleó;0;0;13;118;122;253
B-27;Sant Joan De Llefià;Catalunya;1850;852;2611;1209;180;6702
B-27;Sant Joan De Llefià;Ceuta-Melilla;0;0;5;29;23;57
B-27;Sant Joan De Llefià;Comunitat Valenciana;5;1;10;17;26;59
B-27;Sant Joan De Llefià;estranger;180;320;1193;459;58;2210
B-27;Sant Joan De Llefià;Extremadura;3;0;23;230;220;476
B-27;Sant Joan De Llefià;Galícia;0;1;15;67;81;164
B-27;Sant Joan De Llefià;Madrid (Comunitat de);2;3;12;19;10;46
B-27;Sant Joan De Llefià;Múrcia (Regió de);2;0;2;26;56;86
B-27;Sant Joan De Llefià;Navarra (Comunitat Foral de);0;0;1;3;1;5
B-27;Sant Joan De Llefià;País Basc;2;0;8;7;2;19
B-27;Sant Joan De Llefià;Rioja (La);0;0;0;1;0;1
B-28;Sant Antoni De Llefià;Andalusia;11;5;69;985;1252;2322
B-28;Sant Antoni De Llefià;Aragó;1;3;10;60;101;175
B-28;Sant Antoni De Llefià;Astúries (Principat d );0;0;4;9;5;18
B-28;Sant Antoni De Llefià;Balears (Illes);3;1;4;4;0;12
B-28;Sant Antoni De Llefià;Canàries;1;0;2;3;1;7
B-28;Sant Antoni De Llefià;Cantàbria;0;0;2;2;4;8
B-28;Sant Antoni De Llefià;Castella-la Manxa;0;0;17;194;264;475
B-28;Sant Antoni De Llefià;Castella-Lleó;1;0;23;176;199;399
B-28;Sant Antoni De Llefià;Catalunya;2032;1042;2953;1705;484;8216
B-28;Sant Antoni De Llefià;Ceuta-Melilla;1;0;5;26;29;61
B-28;Sant Antoni De Llefià;Comunitat Valenciana;2;0;11;22;44;79
B-28;Sant Antoni De Llefià;estranger;193;410;1414;566;68;2651
B-28;Sant Antoni De Llefià;Extremadura;1;0;18;258;259;536
B-28;Sant Antoni De Llefià;Galícia;0;1;21;76;113;211
B-28;Sant Antoni De Llefià;Madrid (Comunitat de);2;4;9;18;15;48
B-28;Sant Antoni De Llefià;Múrcia (Regió de);2;0;7;52;123;184
B-28;Sant Antoni De Llefià;Navarra (Comunitat Foral de);0;0;2;3;8;13
B-28;Sant Antoni De Llefià;País Basc;1;0;7;6;3;17
B-28;Sant Antoni De Llefià;Rioja (La);0;0;0;0;4;4
B-29;Sant Mori De Llefià;Andalusia;9;13;101;1143;1251;2517
B-29;Sant Mori De Llefià;Aragó;0;2;7;57;68;134
B-29;Sant Mori De Llefià;Astúries (Principat d );0;0;1;8;6;15
B-29;Sant Mori De Llefià;Balears (Illes);0;0;3;1;1;5
B-29;Sant Mori De Llefià;Canàries;1;0;2;2;1;6
B-29;Sant Mori De Llefià;Cantàbria;0;0;3;3;4;10
B-29;Sant Mori De Llefià;Castella-la Manxa;0;2;12;156;228;398
B-29;Sant Mori De Llefià;Castella-Lleó;1;2;14;169;151;337
B-29;Sant Mori De Llefià;Catalunya;1929;1065;2943;1598;454;7989
B-29;Sant Mori De Llefià;Ceuta-Melilla;0;0;2;25;26;53
B-29;Sant Mori De Llefià;Comunitat Valenciana;5;2;17;26;31;81
B-29;Sant Mori De Llefià;estranger;211;384;1258;498;71;2422
B-29;Sant Mori De Llefià;Extremadura;3;1;23;270;266;563
B-29;Sant Mori De Llefià;Galícia;0;0;21;88;91;200
B-29;Sant Mori De Llefià;Madrid (Comunitat de);9;0;15;17;23;64
B-29;Sant Mori De Llefià;Múrcia (Regió de);2;0;12;46;105;165
B-29;Sant Mori De Llefià;Navarra (Comunitat Foral de);0;0;2;3;5;10
B-29;Sant Mori De Llefià;País Basc;1;0;7;12;7;27
B-29;Sant Mori De Llefià;Rioja (La);0;0;0;0;6;6
B-30;Artigas;Andalusia;125;98;1174;11432;13474;26303
B-30;Artigas;Aragó;21;11;145;639;910;1726
B-30;Artigas;Astúries (Principat d );4;3;56;138;74;275
B-30;Artigas;Balears (Illes);25;17;76;47;34;199
B-30;Artigas;Canàries;9;4;44;35;34;126
B-30;Artigas;Cantàbria;4;1;21;38;47;111
B-30;Artigas;Castella-la Manxa;16;12;163;1589;2203;3983
B-30;Artigas;Castella-Lleó;21;11;278;1556;1695;3561
B-30;Artigas;Catalunya;31565;15792;46405;29530;11447;134739
B-30;Artigas;Ceuta-Melilla;7;10;33;307;273;630
B-30;Artigas;Comunitat Valenciana;48;28;229;383;639;1327
B-30;Artigas;estranger;2684;4986;17489;7228;1001;33388
B-30;Artigas;Extremadura;17;5;262;2539;2343;5166
B-30;Artigas;Galícia;10;8;220;769;896;1903
B-30;Artigas;Madrid (Comunitat de);56;43;269;289;209;866
B-30;Artigas;Múrcia (Regió de);13;8;90;643;1768;2522
B-30;Artigas;Navarra (Comunitat Foral de);6;5;41;53;71;176
B-30;Artigas;País Basc;12;7;145;117;42;323
B-30;Artigas;Rioja (La);2;0;16;22;60;100
B-31;Sant Roc;Andalusia;13;4;44;445;776;1282
B-31;Sant Roc;Aragó;1;1;4;30;28;64
B-31;Sant Roc;Astúries (Principat d );0;0;1;8;0;9
B-31;Sant Roc;Balears (Illes);3;3;10;6;4;26
B-31;Sant Roc;Canàries;2;1;3;3;3;12
B-31;Sant Roc;Cantàbria;2;0;0;0;2;4
B-31;Sant Roc;Castella-la Manxa;3;0;11;61;116;191
B-31;Sant Roc;Castella-Lleó;4;0;5;35;55;99
B-31;Sant Roc;Catalunya;2024;1010;1917;1473;369;6793
B-31;Sant Roc;Ceuta-Melilla;0;1;1;14;25;41
B-31;Sant Roc;Comunitat Valenciana;3;1;13;26;27;70
B-31;Sant Roc;estranger;382;722;2096;837;52;4089
B-31;Sant Roc;Extremadura;3;2;7;89;121;222
B-31;Sant Roc;Galícia;0;0;2;21;28;51
B-31;Sant Roc;Madrid (Comunitat de);4;1;11;22;15;53
B-31;Sant Roc;Múrcia (Regió de);1;0;5;32;101;139
B-31;Sant Roc;Navarra (Comunitat Foral de);0;0;1;4;5;10
B-31;Sant Roc;País Basc;2;0;3;4;2;11
B-31;Sant Roc;Rioja (La);0;0;0;0;1;1
B-32;Congrés;Andalusia;1;0;7;94;98;200
B-32;Congrés;Aragó;0;0;1;9;12;22
B-32;Congrés;Astúries (Principat d );0;0;1;0;2;3
B-32;Congrés;Canàries;0;1;2;1;0;4
B-32;Congrés;Cantàbria;0;0;0;2;2;4
B-32;Congrés;Castella-la Manxa;0;0;5;12;14;31
B-32;Congrés;Castella-Lleó;0;1;2;24;13;40
B-32;Congrés;Catalunya;361;255;620;617;325;2178
B-32;Congrés;Ceuta-Melilla;0;0;0;6;1;7
B-32;Congrés;Comunitat Valenciana;0;0;5;7;12;24
B-32;Congrés;estranger;21;38;137;59;20;275
B-32;Congrés;Extremadura;0;0;1;17;7;25
B-32;Congrés;Galícia;2;0;3;6;15;26
B-32;Congrés;Madrid (Comunitat de);0;0;7;4;2;13
B-32;Congrés;Múrcia (Regió de);0;0;3;8;22;33
B-32;Congrés;Navarra (Comunitat Foral de);0;0;0;2;1;3
B-32;Congrés;País Basc;0;0;4;2;0;6
B-32;Congrés;Rioja (La);0;0;1;1;1;3
B-33;El Remei;Andalusia;0;0;10;87;133;230
B-33;El Remei;Aragó;1;0;7;18;23;49
B-33;El Remei;Astúries (Principat d );0;0;2;1;3;6
B-33;El Remei;Balears (Illes);0;0;5;2;4;11
B-33;El Remei;Canàries;0;0;0;0;2;2
B-33;El Remei;Cantàbria;0;0;0;1;4;5
B-33;El Remei;Castella-la Manxa;0;0;0;12;15;27
B-33;El Remei;Castella-Lleó;0;1;4;23;23;51
B-33;El Remei;Catalunya;554;338;902;852;603;3249
B-33;El Remei;Ceuta-Melilla;0;0;2;4;5;11
B-33;El Remei;Comunitat Valenciana;0;0;4;10;17;31
B-33;El Remei;estranger;27;23;163;68;22;303
B-33;El Remei;Extremadura;0;0;1;16;12;29
B-33;El Remei;Galícia;0;0;5;10;15;30
B-33;El Remei;Madrid (Comunitat de);2;2;1;9;8;22
B-33;El Remei;Múrcia (Regió de);0;0;2;6;41;49
B-33;El Remei;Navarra (Comunitat Foral de);0;0;0;3;2;5
B-33;El Remei;País Basc;2;0;2;5;1;10
B-33;El Remei;Rioja (La);1;0;1;1;3;6
B-34;La Mora;Andalusia;1;1;27;271;329;629
B-34;La Mora;Aragó;0;0;6;18;25;49
B-34;La Mora;Astúries (Principat d );0;0;1;0;5;6
B-34;La Mora;Balears (Illes);0;1;2;1;1;5
B-34;La Mora;Canàries;0;0;2;0;1;3
B-34;La Mora;Cantàbria;0;0;0;3;3;6
B-34;La Mora;Castella-la Manxa;0;0;3;33;50;86
B-34;La Mora;Castella-Lleó;1;0;10;35;40;86
B-34;La Mora;Catalunya;803;339;1308;803;358;3611
B-34;La Mora;Ceuta-Melilla;0;1;1;5;5;12
B-34;La Mora;Comunitat Valenciana;1;0;12;11;15;39
B-34;La Mora;estranger;59;109;463;206;37;874
B-34;La Mora;Extremadura;0;0;4;52;56;112
B-34;La Mora;Galícia;0;0;6;12;15;33
B-34;La Mora;Madrid (Comunitat de);1;1;6;12;6;26
B-34;La Mora;Múrcia (Regió de);0;0;5;28;81;114
B-34;La Mora;Navarra (Comunitat Foral de);0;1;2;1;1;5
B-34;La Mora;País Basc;0;0;6;2;2;10
B-34;La Mora;Rioja (La);0;0;0;1;1;2
