CODI_DIVISIO_TERRITORIAL;BARRI;COMUNITAT_AUTONOMA;ZERO_14ANYS;DE_15_24ANYS;DE_25_44ANYS;DE_45_64ANYS;DE_65ANYS_I_MES;TOTAL
B-29;Sant Mori De Llefià;Extremadura;2;0;27;288;248;565
B-29;Sant Mori De Llefià;Galícia;0;2;22;91;86;201
B-29;Sant Mori De Llefià;Madrid (Comunitat de);7;2;15;15;21;60
B-29;Sant Mori De Llefià;Múrcia (Regió de);1;0;13;45;105;164
B-29;Sant Mori De Llefià;Navarra (Comunitat Foral de);0;0;2;3;5;10
B-29;Sant Mori De Llefià;País Basc;1;0;7;13;7;28
B-29;Sant Mori De Llefià;Rioja (La);0;0;0;0;7;7
B-30;Artigas;Andalusia;1;3;21;187;189;401
B-30;Artigas;Aragó;0;0;4;14;31;49
B-30;Artigas;Astúries (Principat d );0;0;1;2;2;5
B-30;Artigas;Balears (Illes);0;0;0;2;3;5
B-30;Artigas;Canàries;0;0;3;1;0;4
B-30;Artigas;Cantàbria;0;0;0;0;0;0
B-30;Artigas;Castella-la Manxa;0;0;5;40;50;95
B-30;Artigas;Castella-Lleó;0;0;7;34;28;69
B-30;Artigas;Catalunya;686;257;726;457;207;2333
B-30;Artigas;Ceuta-Melilla;0;1;1;12;7;21
B-30;Artigas;Comunitat Valenciana;2;1;3;9;11;26
B-30;Artigas;estranger;139;312;1065;381;28;1925
B-30;Artigas;Extremadura;0;1;4;42;25;72
B-30;Artigas;Galícia;0;0;9;25;19;53
B-30;Artigas;Madrid (Comunitat de);0;0;3;12;2;17
B-30;Artigas;Múrcia (Regió de);0;0;1;11;30;42
B-30;Artigas;Navarra (Comunitat Foral de);1;0;1;1;1;4
B-30;Artigas;País Basc;0;0;2;3;2;7
B-30;Artigas;Rioja (La);0;0;1;0;0;1
B-31;Sant Roc;Andalusia;13;7;56;469;791;1336
B-31;Sant Roc;Aragó;0;0;5;27;29;61
B-31;Sant Roc;Astúries (Principat d );0;0;1;8;0;9
B-31;Sant Roc;Balears (Illes);4;3;11;4;4;26
B-31;Sant Roc;Canàries;2;1;3;4;3;13
B-31;Sant Roc;Cantàbria;1;0;0;0;2;3
B-31;Sant Roc;Castella-la Manxa;3;2;10;67;119;201
B-31;Sant Roc;Castella-Lleó;3;0;7;37;54;101
B-31;Sant Roc;Catalunya;2016;1030;1968;1414;364;6792
B-31;Sant Roc;Ceuta-Melilla;0;1;1;14;27;43
B-31;Sant Roc;Comunitat Valenciana;4;1;13;24;30;72
B-31;Sant Roc;estranger;455;812;2426;820;50;4563
B-31;Sant Roc;Extremadura;3;1;6;94;119;223
B-31;Sant Roc;Galícia;1;0;3;26;31;61
B-31;Sant Roc;Madrid (Comunitat de);7;2;11;21;16;57
B-31;Sant Roc;Múrcia (Regió de);1;1;4;34;103;143
B-31;Sant Roc;Navarra (Comunitat Foral de);0;1;0;4;5;10
B-31;Sant Roc;País Basc;4;1;3;3;2;13
B-31;Sant Roc;Rioja (La);1;0;0;1;0;2
B-32;Congrés;Andalusia;0;2;21;95;336;454
B-32;Congrés;Aragó;0;0;2;9;60;71
B-32;Congrés;Astúries (Principat d );0;0;0;3;3;6
B-32;Congrés;Balears (Illes);0;0;1;0;0;1
B-32;Congrés;Canàries;0;0;0;0;1;1
B-32;Congrés;Cantàbria;0;0;0;1;1;2
B-32;Congrés;Castella-la Manxa;1;0;0;16;71;88
B-32;Congrés;Castella-Lleó;1;0;3;17;95;116
B-32;Congrés;Catalunya;447;215;652;454;317;2085
B-32;Congrés;Ceuta-Melilla;0;0;0;5;10;15
B-32;Congrés;Comunitat Valenciana;2;0;0;5;23;30
B-32;Congrés;estranger;63;108;339;115;26;651
B-32;Congrés;Extremadura;0;0;3;26;65;94
B-32;Congrés;Galícia;1;0;1;2;22;26
B-32;Congrés;Madrid (Comunitat de);0;1;4;3;9;17
B-32;Congrés;Múrcia (Regió de);0;0;2;5;49;56
B-32;Congrés;Navarra (Comunitat Foral de);0;0;0;0;6;6
B-32;Congrés;País Basc;0;0;1;1;1;3
B-32;Congrés;Rioja (La);1;0;0;0;2;3
B-33;El Remei;Andalusia;0;0;6;32;28;66
B-33;El Remei;Aragó;0;0;3;2;6;11
B-33;El Remei;Astúries (Principat d );0;0;0;1;0;1
B-33;El Remei;Balears (Illes);0;0;0;0;0;0
B-33;El Remei;Canàries;0;0;0;1;0;1
B-33;El Remei;Cantàbria;0;0;0;0;0;0
B-33;El Remei;Castella-la Manxa;0;0;2;5;5;12
B-33;El Remei;Castella-Lleó;0;0;0;13;7;20
B-33;El Remei;Catalunya;179;64;193;134;48;618
B-33;El Remei;Ceuta-Melilla;1;0;0;3;1;5
B-33;El Remei;Comunitat Valenciana;1;0;0;0;1;2
B-33;El Remei;estranger;20;44;128;59;8;259
B-33;El Remei;Extremadura;0;0;1;12;5;18
B-33;El Remei;Galícia;0;0;0;5;8;13
B-33;El Remei;Madrid (Comunitat de);0;0;1;0;1;2
B-33;El Remei;Múrcia (Regió de);1;0;0;5;14;20
B-33;El Remei;Navarra (Comunitat Foral de);0;1;0;0;1;2
B-33;El Remei;País Basc;0;0;0;1;0;1
B-33;El Remei;Rioja (La);0;0;0;0;0;0
B-34;La Mora;Andalusia;0;0;2;11;1;14
B-34;La Mora;Aragó;0;0;3;0;0;3
B-34;La Mora;Astúries (Principat d );0;0;0;0;0;0
B-34;La Mora;Balears (Illes);0;0;0;0;0;0
B-34;La Mora;Canàries;0;0;2;0;0;2
B-34;La Mora;Cantàbria;0;0;0;0;0;0
B-34;La Mora;Castella-la Manxa;0;0;0;2;0;2
B-34;La Mora;Castella-Lleó;0;0;0;2;1;3
B-34;La Mora;Catalunya;104;21;148;49;8;330
B-34;La Mora;Ceuta-Melilla;0;0;1;0;0;1
B-34;La Mora;Comunitat Valenciana;0;0;4;1;0;5
B-34;La Mora;estranger;5;12;48;16;6;87
B-34;La Mora;Extremadura;0;0;0;1;0;1
B-34;La Mora;Galícia;2;0;5;1;0;8
B-34;La Mora;Madrid (Comunitat de);2;0;2;2;0;6
B-34;La Mora;Múrcia (Regió de);0;1;0;0;0;1
B-34;La Mora;Navarra (Comunitat Foral de);0;0;2;0;0;2
B-34;La Mora;País Basc;0;0;1;1;0;2
B-34;La Mora;Rioja (La);0;0;0;0;0;0
